Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Segura - Lastala;Gipuzkoa;9.1 (15:00);3.1 (23:50);6.1;23 (03:10);8 (07:20);3.2;3.2;0.0;0.0
Beasain;Gipuzkoa;8.6 (14:50);3.2 (23:20);5.9;49 (02:00);18 (02:00);2.2;2.0;0.0;0.2
Ordizia;Gipuzkoa;7.7 (15:00);4.0 (23:59);5.8;32 (00:40);10 (01:30);3.8;3.6;0.0;0.2
Areso;Navarra;6.4 (16:30);4.0 (07:20);5.2;38 (01:40);13 (01:20);1.8;1.4;0.2;0.0
Legazpia;Gipuzkoa;6.9 (14:40);2.2 (23:59);4.6;;;2.2;1.8;0.2;0.2
Zumarraga;Gipuzkoa;6.6 (14:40);2.3 (23:40);4.4;53 (01:20);24 (01:00);;;;
Azpeitia;Gipuzkoa;9.3 (15:20);4.5 (23:50);6.9;57 (01:00);19 (01:00);1.2;1.0;0.0;0.2
Zumaia;Gipuzkoa;11.5 (14:40);6.6 (23:59);9.0;56 (00:10);46 (00:10);0.1;0.1;0.0;0.0
Aramaio;Araba/Álava;5.7 (14:00);2.2 (23:00);3.9;;;3.0;1.8;0.8;0.4
Aretxabaleta;Gipuzkoa;7.6 (14:20);2.3 (23:59);4.9;;;3.6;2.6;0.6;0.4
Elgeta;Gipuzkoa;;;;;;;;;
Elgoibar;Gipuzkoa;9.2 (15:20);4.1 (22:20);6.6;30 (04:10);12 (01:10);1.0;1.0;0.0;0.0
Mutriku;Gipuzkoa;9.9 (16:20);7.5 (09:30);8.7;38 (06:10);24 (06:10);0.0;0.0;0.0;0.0
Forua;Bizkaia;11.6 (16:10);4.2 (23:50);7.9;35 (00:20);20 (00:20);0.0;0.0;0.0;0.0
Machichaco;Bizkaia;11.0 (12:50);8.9 (23:59);9.9;47 (16:10);39 (16:10);0.0;0.0;0.0;0.0
Punta Galea;Bizkaia;;;;43 (01:50);22 (01:10);0.0;0.0;0.0;0.0
Amurrio;Araba/Álava;9.9 (16:40);1.7 (23:50);5.8;33 (03:50);18 (03:50);2.2;1.6;0.2;0.4
Orozko;Bizkaia;8.8 (17:20);2.3 (23:40);5.6;21 (02:50);9 (01:50);5.2;3.8;0.8;0.6
Abadiño;Bizkaia;4.7 (17:10);1.8 (23:10);3.2;;;4.4;3.4;0.4;0.6
Amorebieta--Etxano;Bizkaia;10.1 (16:40);3.7 (23:30);6.9;31 (03:30);16 (03:30);1.0;1.0;0.0;0.0
Balmaseda;Bizkaia;10.7 (16:10);1.9 (23:59);6.3;;;2.4;1.2;0.2;1.0
Güeñes;Bizkaia;11.6 (16:40);3.9 (23:00);7.8;42 (02:10);19 (01:40);0.8;0.7;0.0;0.1
Bilbao Aeropuerto;Bizkaia;12.1 (17:10);4.3 (23:20);8.2;37 (00:30);23 (01:10);0.5;0.5;0.0;0.0
Sopuerta;Bizkaia;13.2 (16:40);4.1 (23:59);8.6;38 (01:30);15 (00:30);0.6;0.0;0.2;0.4
Castro Urdiales;Cantabria;12.1 (14:50);6.8 (23:59);9.5;71 (02:10);34 (01:40);0.0;0.0;0.0;0.0
Ramales de la Victoria;Cantabria;12.3 (15:50);2.6 (23:30);7.5;23 (14:20);11 (14:20);2.8;2.8;0.0;0.0
Barcena de Cicero, Treto;Cantabria;13.3 (16:10);5.1 (22:30);9.2;22 (00:10);14 (00:10);0.2;0.2;0.0;0.0
Soba, Alto Miera;Cantabria;6.8 (16:00);2.7 (22:10);4.8;43 (03:30);24 (00:50);1.6;1.4;0.0;0.2
Santander Aeropuerto;Cantabria;14.0 (15:20);4.2 (22:30);9.1;41 (00:10);26 (00:10);0.0;0.0;0.0;0.0
Santander;Cantabria;12.9 (14:50);8.1 (23:59);10.5;47 (00:10);35 (00:30);0.0;0.0;0.0;0.0
Villacarriedo;Cantabria;12.3 (15:40);2.6 (23:50);7.5;44 (00:50);23 (00:50);0.8;0.8;0.0;0.0
Los Tojos, Bárcena Mayor;Cantabria;9.7 (15:10);0.4 (23:59);5.0;39 (00:40);21 (00:40);3.4;3.2;0.2;0.0
San Felices de Buelna;Cantabria;13.5 (15:20);3.5 (23:59);8.5;38 (01:20);14 (01:20);0.6;0.6;0.0;0.0
Torrelavega, Sierrapando;Cantabria;13.1 (15:10);5.8 (23:59);9.5;36 (01:20);22 (02:40);0.0;0.0;0.0;0.0
San Vicente de la Barquera;Cantabria;13.2 (16:50);5.2 (23:59);9.2;35 (02:30);20 (00:10);0.0;0.0;0.0;0.0
Camaleño, Fuente De;Cantabria;12.2 (15:30);1.1 (00:00);6.6;30 (04:10);10 (04:10);0.0;0.0;0.0;0.0
Cillórigo de Liébana, Tama;Cantabria;13.5 (14:50);1.6 (23:59);7.6;43 (02:00);23 (02:00);0.0;0.0;0.0;0.0
Tresviso;Cantabria;9.2 (14:50);3.1 (04:20);6.1;37 (00:40);23 (05:10);0.2;0.2;0.0;0.0
Posada de Valdeón, Soto;León;8.4 (15:30);-0.2 (21:40);4.1;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;12.1 (15:50);4.8 (23:59);8.5;21 (15:20);14 (14:30);0.4;0.2;0.2;0.0
Llanes;Asturias;12.7 (15:30);6.8 (23:59);9.8;17 (13:10);13 (13:00);0.2;0.0;0.2;0.0
Amieva, Panizales;Asturias;14.5 (15:00);2.7 (23:50);8.6;24 (15:40);11 (15:50);0.6;0.6;0.0;0.0
Piloña, Bargaéu;Asturias;12.8 (16:00);3.6 (23:50);8.2;15 (12:50);9 (13:00);0.4;0.2;0.2;0.0
Colunga;Asturias;13.8 (16:20);5.5 (21:00);9.7;17 (11:10);11 (11:10);0.2;0.2;0.0;0.0
Gijón, Campus;Asturias;14.4 (15:50);3.4 (23:59);8.9;22 (16:50);11 (13:50);;0.0;0.0;
Cabo Peñas;Asturias;12.7 (15:00);8.4 (05:50);10.5;26 (23:30);20 (23:30);0.1;0.0;0.1;0.0
Asturias Aeropuerto;Asturias;12.2 (15:10);5.5 (22:10);8.8;22 (13:40);15 (13:40);0.0;0.0;0.0;0.0
Pajares-Valgrande;Asturias;6.6 (16:20);-1.4 (09:20);2.6;46 (00:10);24 (00:10);0.5;0.2;0.3;0.0
Lena, Ronzón;Asturias;12.9 (14:00);2.2 (23:59);7.5;19 (14:30);11 (14:40);0.2;0.2;0.0;0.0
Aller, Felechosa;Asturias;10.7 (14:20);2.0 (23:00);6.3;32 (03:10);13 (03:00);0.6;0.6;0.0;0.0
Mieres, Baiña;Asturias;14.4 (14:40);4.4 (23:00);9.4;21 (15:20);10 (15:20);0.2;0.2;0.0;0.0
Oviedo;Asturias;12.3 (16:40);5.5 (23:59);8.9;20 (13:40);13 (14:00);0.2;0.2;0.0;0.0
Tineo, Soutu;Asturias;13.6 (14:50);3.1 (06:20);8.4;23 (17:50);12 (15:10);0.0;0.0;0.0;0.0
Pola de Somiedo;Asturias;12.0 (15:10);-0.5 (09:40);5.8;22 (14:00);11 (14:00);0.0;0.0;0.0;0.0
Salas, Camuño;Asturias;13.6 (15:20);4.2 (23:10);8.9;20 (17:20);14 (17:20);0.0;0.0;0.0;0.0
Cabo Busto;Asturias;13.2 (13:10);7.2 (08:10);10.2;32 (22:00);18 (23:59);0.0;0.0;0.0;0.0
Cervantes;Lugo;;;;;;;;;
Degaña;Asturias;10.8 (22:30);-0.7 (09:20);5.1;45 (04:20);25 (23:40);0.0;0.0;0.0;0.0
Ibias, San Antolin;Asturias;13.1 (15:50);3.7 (23:40);8.4;55 (05:40);40 (05:40);0.0;0.0;0.0;0.0
Villayón, Oneta;Asturias;11.0 (15:40);5.7 (05:40);8.3;27 (16:50);20 (17:00);0.0;0.0;0.0;0.0
Castropol;Asturias;14.8 (14:40);5.7 (07:00);10.3;23 (15:30);12 (15:30);0.0;0.0;0.0;0.0
Taramundi, Ouria;Asturias;11.1 (14:40);4.3 (23:50);7.7;30 (15:10);23 (15:10);0.0;0.0;0.0;0.0
Ribadeo;Lugo;13.0 (14:00);5.6 (06:30);9.3;20 (15:40);13 (16:20);0.0;0.0;0.0;0.0
Mondoñedo;Lugo;12.1 (14:50);5.0 (08:40);8.6;;;0.0;0.0;0.0;0.0
Burela;Lugo;13.5 (15:30);8.5 (03:50);11.0;;;0.0;0.0;0.0;0.0
Estaca de Bares;A Coruña;12.7 (13:50);10.3 (06:30);11.5;54 (23:30);40 (23:30);0.0;0.0;0.0;0.0
Ferrol;A Coruña;14.9 (14:30);6.4 (09:00);10.6;32 (15:40);23 (16:40);0.0;0.0;0.0;0.0
As Pontes;A Coruña;14.0 (15:10);2.5 (04:40);8.3;;;0.0;0.0;0.0;0.0
A Coruña;A Coruña;13.7 (14:30);8.9 (07:30);11.3;36 (15:30);22 (18:40);0.0;0.0;0.0;0.0
A Coruña Bens;A Coruña;12.6 (14:20);7.8 (23:50);10.2;31 (16:10);24 (04:00);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;13.9 (15:40);4.3 (09:20);9.1;30 (16:20);15 (13:50);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;13.6 (15:00);-0.1 (08:50);6.8;;;0.0;0.0;0.0;0.0
Cabo Vilán;A Coruña;12.6 (13:50);9.1 (04:20);10.9;67 (19:40);51 (15:30);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;12.3 (15:50);4.8 (07:50);8.6;;;0.0;0.0;0.0;0.0
Fisterra;A Coruña;14.2 (22:40);7.3 (08:40);10.8;54 (00:20);35 (18:20);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;12.9 (16:00);5.3 (07:40);9.1;;;0.0;0.0;0.0;0.0
Sobrado;A Coruña;16.7 (16:30);2.2 (09:30);9.5;;;0.0;0.0;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;;;;;;;0.0;0.0;
Noia;A Coruña;15.3 (16:00);6.0 (05:10);10.7;29 (12:20);9 (11:10);0.0;0.0;0.0;0.0
Monte Iroite;A Coruña;;;;;;0.0;0.0;0.0;0.0
Boiro;A Coruña;16.9 (16:40);8.4 (05:00);12.6;;;0.0;0.0;0.0;0.0
Monterroso;Lugo;12.6 (15:40);3.8 (05:20);8.2;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;16.5 (16:00);3.4 (09:00);10.0;35 (23:59);23 (23:59);0.0;0.0;0.0;0.0
A Estrada;Pontevedra;15.3 (16:20);3.1 (07:00);9.2;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;16.6 (16:10);4.6 (07:00);10.6;36 (14:20);24 (20:30);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;15.4 (16:20);5.2 (06:10);10.3;37 (12:00);15 (11:10);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;14.6 (16:50);6.2 (04:30);10.4;;;0.0;0.0;0.0;0.0
Vilagarcía de Arousa;Pontevedra;16.8 (16:40);7.7 (05:20);12.2;41 (13:30);24 (13:40);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;17.9 (16:30);6.5 (06:10);12.2;36 (00:30);17 (00:30);0.0;0.0;0.0;0.0
A Lama;Pontevedra;16.7 (15:40);2.6 (08:00);9.7;45 (21:00);27 (20:50);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;18.2 (16:10);4.2 (08:20);11.2;39 (22:00);26 (22:10);0.0;0.0;0.0;0.0
Vigo;Pontevedra;19.6 (16:00);7.8 (08:30);13.7;30 (09:30);14 (09:30);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;13.2 (15:50);1.5 (05:50);7.3;28 (15:20);12 (20:20);0.0;0.0;0.0;0.0
Lugo;Lugo;12.3 (13:50);4.4 (07:30);8.4;28 (17:40);13 (17:40);0.0;0.0;0.0;0.0
O Páramo;Lugo;13.9 (15:40);0.2 (07:00);7.0;;;0.0;0.0;0.0;0.0
Becerreá;Lugo;9.9 (17:30);0.9 (06:30);5.4;39 (03:30);17 (03:20);0.0;0.0;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;21.4 (15:10);-0.3 (23:59);10.5;25 (18:20);16 (18:20);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;14.7 (15:50);-0.4 (00:30);7.1;64 (07:40);28 (09:30);0.0;0.0;0.0;0.0
Ponferrada;León;16.5 (17:20);-1.7 (08:50);7.4;15 (13:30);8 (13:30);0.0;0.0;0.0;0.0
Vega de Espinareda;León;18.2 (16:20);-0.8 (08:40);8.7;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;12.3 (17:40);-2.1 (08:50);5.1;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;12.6 (15:10);-0.2 (08:00);6.2;24 (16:40);11 (17:30);0.0;0.0;0.0;0.0
Chandrexa de Queixa;Ourense;13.4 (15:00);-0.4 (08:20);6.5;22 (15:20);11 (15:40);0.0;0.0;0.0;0.0
Folgoso do Courel;Lugo;14.5 (17:20);-1.2 (09:20);6.6;;;0.0;0.0;0.0;0.0
Monforte de Lemos;Lugo;17.1 (17:00);-3.0 (08:50);7.1;13 (17:30);5 (15:10);0.0;0.0;0.0;0.0
Ourense;Ourense;17.8 (16:20);0.3 (09:00);9.0;22 (17:20);13 (17:10);0.0;0.0;0.0;0.0
Beariz;Ourense;17.5 (15:50);-0.1 (23:40);8.7;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;16.7 (16:50);0.8 (09:10);8.8;19 (01:50);8 (01:50);0.0;0.0;0.0;0.0
Ribadavia;Ourense;;;;;;;;;
Allariz;Ourense;14.9 (17:10);-3.2 (08:30);5.8;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;15.7 (16:30);2.3 (07:50);9.0;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;20.3 (17:30);2.9 (09:30);11.6;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;18.3 (17:10);8.6 (08:40);13.4;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;13.4 (15:10);-5.6 (08:40);3.9;24 (23:50);13 (23:40);0.0;0.0;0.0;0.0
Muiños;Ourense;;;;;;;;;
Santillana del Mar, Altamira;Cantabria;12.4 (15:00);5.0 (23:40);8.7;35 (01:40);21 (02:30);0.0;0.0;0.0;0.0
Vinuesa, Quintanarejo;Soria;7.1 (23:59);1.0 (08:50);4.0;;;0.2;0.2;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;7.3 (21:20);0.3 (08:10);3.8;72 (05:10);42 (05:00);0.0;0.0;0.0;0.0
Soria;Soria;9.7 (15:20);2.4 (08:30);6.0;49 (14:00);26 (18:20);0.0;0.0;0.0;0.0
Lubia;Soria;10.4 (16:50);0.0 (07:50);5.2;45 (13:00);26 (13:10);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;10.3 (16:20);-1.8 (07:50);4.3;53 (16:00);39 (12:50);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;10.3 (16:40);0.5 (08:00);5.4;50 (05:50);38 (12:30);0.0;0.0;0.0;0.0
Ucero;Soria;11.9 (17:00);-2.1 (23:30);4.9;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;14.7 (17:10);-1.5 (23:59);6.6;43 (13:10);33 (13:10);0.0;0.0;0.0;0.0
Liceras;Soria;7.8 (16:40);-0.3 (03:40);3.8;40 (12:30);28 (08:20);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;10.3 (17:00);0.6 (23:40);5.5;44 (01:10);31 (01:10);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;9.3 (17:00);-1.6 (23:59);3.9;47 (13:10);21 (13:40);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;8.7 (17:00);-2.4 (23:59);3.1;31 (11:50);22 (11:40);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;6.6 (16:50);0.3 (03:30);3.4;36 (15:00);24 (16:00);0.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;8.7 (23:30);-3.4 (06:30);2.6;65 (16:50);33 (01:10);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;9.9 (15:50);-0.8 (23:59);4.5;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;12.4 (16:10);-4.2 (05:30);4.1;40 (12:10);20 (12:10);0.0;0.0;0.0;0.0
Pedraza;Segovia;8.4 (16:10);0.4 (23:40);4.4;32 (15:30);22 (15:10);0.0;0.0;0.0;0.0
Cuéllar;Segovia;11.3 (15:20);-3.9 (05:40);3.7;55 (14:50);43 (14:30);0.0;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;13.9 (16:20);2.5 (00:00);8.2;54 (02:00);21 (11:00);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;8.6 (15:50);-0.7 (23:20);4.0;44 (01:30);26 (15:10);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;11.3 (16:10);-0.6 (23:59);5.4;30 (13:50);18 (13:50);0.0;0.0;0.0;0.0
Villadiego;Burgos;8.6 (15:10);0.9 (22:50);4.8;51 (06:20);32 (17:10);0.6;0.6;0.0;0.0
Pedrosa del Príncipe;Burgos;9.9 (16:50);1.2 (23:59);5.5;42 (15:00);26 (14:50);0.0;0.0;0.0;0.0
Ólvega;Soria;8.3 (15:50);1.0 (23:59);4.7;59 (02:40);37 (05:50);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;9.4 (22:50);2.2 (08:10);5.8;;;0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;6.1 (14:40);1.3 (08:40);3.7;60 (07:40);32 (09:50);0.2;0.2;0.0;0.0
Villamayor de los Montes;Burgos;7.3 (15:20);1.6 (23:10);4.5;42 (10:10);25 (12:00);0.6;0.4;0.2;0.0
Burgos Aeropuerto;Burgos;6.8 (17:00);1.5 (20:50);4.2;33 (08:40);23 (17:40);1.8;1.4;0.4;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;13.5 (16:20);1.2 (07:50);7.4;72 (01:20);36 (00:10);0.0;0.0;0.0;0.0
Carrión de los Condes;Palencia;10.9 (15:20);-3.1 (06:00);3.9;52 (13:50);23 (13:40);0.0;0.0;0.0;0.0
Autilla del Pino;Palencia;9.4 (16:00);-1.1 (02:20);4.1;47 (15:00);37 (15:00);0.0;0.0;0.0;0.0
Palencia;Palencia;10.6 (14:10);-3.3 (03:30);3.7;37 (13:40);19 (13:30);0.0;0.0;0.0;0.0
Valladolid;Valladolid;11.0 (15:40);-1.3 (06:30);4.9;37 (11:50);13 (14:10);0.0;0.0;0.0;0.0
Muñotello;Ávila;8.3 (16:30);-0.1 (04:30);4.1;32 (08:10);19 (14:30);0.0;0.0;0.0;0.0
Ávila;Ávila;9.0 (17:20);0.2 (23:59);4.6;35 (15:40);20 (14:00);0.0;0.0;0.0;0.0
Arevalo;Ávila;10.7 (15:50);-3.7 (07:10);3.5;37 (14:50);24 (15:20);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;8.7 (16:10);-4.0 (07:40);2.3;76 (23:50);35 (23:59);0.0;0.0;0.0;0.0
Segovia;Segovia;10.8 (16:30);1.4 (22:40);6.1;56 (15:40);32 (15:40);0.0;0.0;0.0;0.0
San Rafael;Segovia;9.5 (16:40);-0.6 (23:40);4.4;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;;;;47 (12:30);34 (12:00);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;10.0 (23:50);-3.7 (09:00);3.1;92 (13:10);68 (10:50);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;11.2 (15:20);-2.1 (06:20);4.5;49 (14:20);32 (14:20);;0.0;;0.0
Rueda;Valladolid;11.3 (14:50);-3.1 (07:00);4.1;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;9.8 (16:10);-0.3 (08:30);4.8;36 (10:40);24 (12:30);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;12.1 (15:40);-4.8 (07:20);3.7;40 (15:20);29 (15:20);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;12.9 (15:20);-4.3 (05:00);4.3;58 (14:50);44 (14:50);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;10.9 (16:20);-3.1 (08:40);3.9;42 (12:40);32 (15:30);0.0;0.0;0.0;0.0
Coreses;Zamora;12.5 (15:40);-3.2 (08:30);4.6;48 (16:40);35 (16:40);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;11.8 (14:20);-2.7 (03:50);4.6;31 (13:50);21 (14:00);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;11.8 (15:20);-5.3 (06:50);3.3;40 (16:10);22 (16:20);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;11.7 (15:20);-5.7 (05:00);3.0;41 (15:00);23 (15:00);0.0;0.0;0.0;0.0
Villafáfila;Zamora;13.6 (16:10);-5.2 (08:50);4.2;34 (16:50);26 (15:10);0.0;0.0;0.0;0.0
Zamora;Zamora;12.7 (16:20);-3.2 (08:20);4.7;36 (16:10);21 (16:30);0.0;0.0;0.0;0.0
Riaño;León;12.6 (15:10);0.6 (23:59);6.6;38 (05:50);30 (11:40);0.0;0.0;0.0;0.0
Cubillas de Rueda;León;14.5 (16:20);-2.4 (07:30);6.0;29 (11:20);19 (11:10);0.0;0.0;0.0;0.0
Puerto de San Isidro;León;9.3 (14:30);-1.0 (06:10);4.2;51 (00:30);26 (02:30);0.4;0.4;0.0;0.0
