Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Estaca de Bares;A Coruña;11.3 (12:50);8.7 (23:20);10.0;71 (23:40);55 (09:10);;;;
As Pontes;A Coruña;9.9 (11:50);5.1 (08:50);7.5;;;;;;
A Coruña;A Coruña;12.9 (15:00);9.1 (05:50);11.0;52 (11:00);31 (11:10);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;13.2 (14:10);7.6 (08:00);10.4;46 (15:10);27 (11:30);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;13.7 (14:40);7.5 (09:20);10.6;;;;;;
Cabo Vilan;A Coruña;;;;74 (16:10);60 (16:10);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;11.3 (15:00);6.2 (07:30);8.8;;;;;;
Fisterra;A Coruña;12.4 (15:40);6.3 (07:50);9.3;59 (23:50);34 (23:50);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;10.9 (15:20);5.1 (08:30);8.0;;;;;;
Santiago de Compostela Aeropuerto;A Coruña;11.8 (15:00);4.3 (08:50);8.1;42 (13:10);15 (13:40);0.0;0.0;0.0;0.0
Noia;A Coruña;14.0 (15:40);7.1 (09:00);10.5;39 (11:30);14 (11:50);;;;
Boiro;A Coruña;15.3 (16:00);8.3 (08:40);11.8;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;14.7 (15:30);5.5 (23:50);10.1;56 (11:50);39 (11:50);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;13.2 (15:10);6.2 (08:40);9.7;37 (18:20);10 (17:20);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;12.6 (15:50);6.0 (23:20);9.3;;;;;;
Ossa de Montiel;Albacete;9.3 (15:30);0.5 (08:10);4.9;41 (11:00);24 (18:00);0.0;0.0;0.0;0.0
Villarrobledo;Albacete;14.8 (15:10);0.7 (07:40);7.8;48 (11:40);27 (11:40);0.0;0.0;0.0;0.0
Munera;Albacete;9.5 (15:50);-2.8 (23:59);3.4;40 (10:40);22 (11:50);0.0;0.0;0.0;0.0
Yeste, Embalse Fuensanta;Albacete;11.3 (15:10);1.7 (07:50);6.5;;;0.8;0.0;0.0;0.0
Nerpio;Albacete;4.2 (15:10);-2.4 (07:50);0.9;;;0.0;0.0;0.0;0.0
Yeste;Albacete;10.1 (13:50);2.5 (07:50);6.3;;;0.2;0.0;0.0;0.0
Hellín;Albacete;12.7 (16:50);4.5 (06:40);8.6;48 (08:10);27 (10:10);0.0;0.0;0.0;0.0
Tobarra;Albacete;13.7 (16:20);5.2 (06:40);9.4;;;0.0;0.0;0.0;0.0
Albacete Base Aérea;Albacete;12.4 (15:20);1.8 (06:10);7.1;;;0.0;0.0;0.0;0.0
Chinchilla;Albacete;9.6 (15:40);-1.1 (07:20);4.3;40 (13:00);27 (02:50);0.0;0.0;0.0;0.0
Albacete;Albacete;13.1 (15:50);1.7 (05:50);7.4;30 (10:40);9 (07:50);0.0;0.0;0.0;0.0
Alcalá del Júcar;Albacete;12.6 (14:50);0.5 (08:00);6.6;35 (11:30);19 (11:20);0.0;0.0;0.0;0.0
Almansa;Albacete;12.1 (14:40);0.0 (06:30);6.1;33 (11:10);14 (10:40);0.0;0.0;0.0;0.0
Orihuela;Alacant/Alicante;17.5 (15:20);9.0 (23:59);13.3;37 (18:20);18 (18:20);0.0;0.0;0.0;0.0
Pinoso;Alacant/Alicante;12.3 (15:40);3.3 (07:00);7.8;35 (20:00);26 (20:30);0.0;0.0;0.0;0.0
Rojales;Alacant/Alicante;16.6 (14:30);8.7 (07:00);12.7;51 (19:30);32 (19:30);0.0;0.0;0.0;0.0
Villena;Alacant/Alicante;13.5 (14:10);4.4 (06:00);9.0;40 (16:10);25 (16:20);0.0;0.0;0.0;0.0
Novelda;Alacant/Alicante;16.2 (14:40);8.1 (07:20);12.2;;;0.0;0.0;0.0;0.0
Elche/Elx;Alacant/Alicante;17.3 (14:00);8.4 (23:59);12.8;;;0.0;0.0;0.0;0.0
Alicante-Elche Aeropuerto;Alacant/Alicante;16.6 (13:50);9.8 (22:20);13.2;52 (17:20);38 (17:40);0.0;0.0;0.0;0.0
Alicante/Alacant;Alacant/Alicante;15.9 (13:40);8.7 (04:00);12.3;33 (19:40);20 (16:50);0.0;0.0;0.0;0.0
Benidorm;Alacant/Alicante;15.5 (12:40);7.6 (23:59);11.5;40 (15:00);21 (15:00);3.8;0.0;0.0;0.8
Jávea/ Xàbia;Alacant/Alicante;16.0 (11:40);8.6 (23:40);12.3;53 (14:40);28 (14:10);3.4;0.0;0.0;3.2
Pego;Alacant/Alicante;14.8 (13:30);7.4 (23:59);11.1;32 (13:30);17 (13:30);10.6;0.0;0.0;4.4
Alcoy/Alcoi;Alacant/Alicante;11.4 (13:40);4.4 (23:59);7.9;35 (17:50);19 (14:10);0.8;0.0;0.0;0.6
Vélez Blanco - Topares;Almería;7.3 (12:20);-0.8 (06:50);3.3;;;0.0;0.0;0.0;0.0
Adra;Almería;16.6 (15:10);10.9 (05:10);13.8;26 (12:00);15 (12:10);1.7;0.0;0.0;0.4
El Ejido;Almería;18.3 (14:30);9.8 (05:20);14.0;;;1.8;0.0;0.0;0.0
Roquetas de Mar;Almería;17.9 (15:40);8.8 (05:30);13.3;;;0.4;0.0;0.0;0.0
Abla;Almería;14.0 (14:00);5.5 (23:59);9.8;36 (07:50);18 (08:10);0.0;0.0;0.0;0.0
Almería Aeropuerto;Almería;19.4 (15:30);9.8 (04:40);14.6;45 (15:50);33 (16:00);0.0;0.0;0.0;0.0
Cabo de Gata;Almería;16.7 (13:20);10.8 (23:59);13.8;69 (15:00);49 (14:20);0.6;0.0;0.0;0.0
Garrucha, Puerto;Almería;16.7 (12:50);10.2 (07:40);13.5;53 (14:20);40 (14:30);0.0;0.0;0.0;0.0
Albox;Almería;15.7 (16:50);6.9 (08:10);11.3;56 (07:10);41 (07:00);0.0;0.0;0.0;0.0
Huercal Overa;Almería;16.4 (16:10);5.7 (08:00);11.0;35 (23:20);17 (16:40);0.0;0.0;0.0;0.0
Alborán;Almería;;;;;;;;;
Aramaio;Araba/Álava;5.9 (00:00);1.7 (19:10);3.8;;;20.2;16.0;4.2;0.0
Amurrio;Araba/Álava;8.5 (00:40);4.5 (22:40);6.5;44 (05:20);20 (05:20);10.0;6.8;2.4;0.8
Lalastra;Araba/Álava;3.6 (00:20);-0.9 (19:40);1.3;60 (06:30);35 (06:30);4.4;2.4;1.6;0.4
Agurain/Salvatierra;Araba/Álava;5.5 (00:30);1.3 (19:30);3.4;51 (05:10);28 (06:10);0.0;0.0;0.0;0.0
Vitoria Gasteiz Aeropuerto;Araba/Álava;6.6 (00:10);1.3 (21:00);3.9;59 (05:40);37 (05:30);4.3;3.3;1.0;0.0
Labastida;Araba/Álava;;;;71 (19:40);39 (19:30);4.8;1.8;2.8;0.0
Leza;Araba/Álava;6.6 (00:00);2.2 (21:40);4.4;;;9.0;7.0;2.0;0.0
Campezo/Kanpezu;Araba/Álava;6.2 (00:00);2.0 (20:40);4.1;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;6.9 (00:00);1.7 (23:50);4.3;35 (01:20);24 (01:50);6.2;2.8;0.8;2.4
Llanes;Asturias;10.4 (00:00);6.0 (23:10);8.2;48 (08:30);24 (00:40);2.8;0.2;0.6;2.0
Amieva, Panizales;Asturias;7.8 (00:10);1.7 (23:50);4.8;22 (11:20);12 (15:10);7.4;4.4;1.4;1.2
Piloña;Asturias;8.8 (13:10);2.8 (23:59);5.8;23 (15:30);10 (15:20);4.8;1.6;0.0;2.8
Colunga;Asturias;10.7 (12:20);4.4 (23:59);7.5;42 (18:10);23 (18:20);2.6;0.4;1.0;1.0
Gijón, Campus;Asturias;11.5 (13:00);4.2 (23:20);7.8;31 (13:10);15 (00:30);1.2;0.0;0.2;0.6
Cabo Peñas;Asturias;9.4 (12:50);7.2 (23:00);8.3;44 (13:20);24 (17:50);0.3;0.1;0.2;0.0
Asturias Aeropuerto;Asturias;11.4 (14:30);4.7 (22:40);8.0;30 (13:30);17 (01:20);0.6;0.1;0.2;0.3
Puerto de Pajares;Asturias;1.2 (00:00);-3.4 (23:50);-1.1;59 (03:20);31 (04:30);1.8;0.4;0.3;0.4
Pola de Lena;Asturias;8.2 (00:20);3.5 (23:59);5.8;31 (02:10);18 (02:10);2.2;1.0;0.2;0.8
