Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Sitges;Barcelona;11.3 (15:30);5.7 (01:20);8.5;33 (01:20);14 (21:40);0.0;0.0;0.0;0.0
Barcelona Aeropuerto;Barcelona;12.2 (15:50);5.0 (23:00);8.6;30 (12:20);23 (03:20);1.9;1.9;0.0;0.0
Berga;Barcelona;6.4 (14:40);0.3 (08:00);3.4;62 (23:10);27 (23:30);0.0;0.0;0.0;0.0
Balsareny;Barcelona;9.0 (16:50);-2.8 (23:40);3.1;33 (18:00);20 (17:10);0.0;0.0;0.0;0.0
Prats de Lluçanès;Barcelona;7.4 (16:00);-2.4 (22:30);2.5;35 (15:30);18 (15:50);0.0;0.0;0.0;0.0
Moià;Barcelona;5.8 (15:40);-1.0 (23:50);2.4;22 (15:50);13 (15:20);0.0;0.0;0.0;0.0
Manresa;Barcelona;9.5 (17:00);-1.4 (23:59);4.1;26 (15:10);15 (15:10);0.2;0.2;0.0;0.0
Monistrol de Montserrat;Barcelona;4.8 (16:10);0.7 (08:00);2.8;;;0.2;0.2;0.0;0.0
Igualada;Barcelona;9.6 (16:40);3.0 (07:40);6.3;27 (16:10);9 (12:50);1.5;1.5;0.0;0.0
Corbera, Pic d'Agulles;Barcelona;4.5 (15:50);0.1 (01:10);2.3;;;4.0;4.0;0.0;0.0
Barcelona;Barcelona;11.1 (17:20);6.2 (01:00);8.7;28 (01:00);15 (00:40);0.8;0.8;0.0;0.0
Barcelona, Museo Marítimo;Barcelona;11.8 (16:00);6.9 (01:10);9.4;21 (00:50);9 (16:10);1.2;1.2;0.0;0.0
Caldes de Montbui;Barcelona;10.8 (15:30);1.1 (21:10);6.0;21 (16:20);14 (16:20);0.6;0.6;0.0;0.0
Vilassar de Dalt;Barcelona;11.8 (16:10);6.3 (04:10);9.1;32 (00:10);17 (21:50);0.2;0.2;0.0;0.0
Arenys de Mar;Barcelona;11.7 (15:10);2.0 (23:50);6.8;23 (00:30);10 (01:50);0.0;0.0;0.0;0.0
Santa Susanna;Barcelona;12.1 (14:40);-0.9 (23:59);5.6;22 (06:00);14 (05:50);;;;
Fogars de Montclús;Barcelona;4.4 (15:50);-1.3 (23:30);1.6;;;0.0;0.0;0.0;0.0
Tona;Barcelona;6.5 (17:00);-1.5 (23:50);2.5;24 (21:50);8 (21:50);;;;
Sant Julià  de Vilatorta;Barcelona;5.7 (17:00);-3.1 (23:59);1.3;13 (18:10);6 (01:00);0.1;0.1;0.0;0.0
Lekeitio;Bizkaia;9.1 (22:40);3.4 (07:20);6.3;74 (08:50);54 (17:50);5.1;2.7;0.2;2.0
Forua;Bizkaia;8.9 (15:30);2.6 (07:30);5.7;42 (03:20);23 (03:20);18.0;9.6;2.6;2.6
Punta Galea;Bizkaia;8.5 (17:00);2.4 (08:40);5.5;65 (03:40);30 (03:30);10.1;4.2;2.8;0.5
Orozko;Bizkaia;4.4 (16:40);0.0 (06:20);2.2;22 (19:10);8 (19:10);21.8;3.4;4.0;8.8
Abadiño;Bizkaia;2.3 (15:50);-1.0 (04:00);0.6;;;24.0;12.0;0.6;2.4
Amorebieta--Etxano;Bizkaia;7.5 (15:00);2.0 (05:30);4.8;39 (16:30);21 (16:00);21.0;11.2;1.0;1.6
Balmaseda;Bizkaia;6.8 (14:10);0.3 (08:40);3.6;;;34.4;11.4;7.2;5.8
Güeñes;Bizkaia;5.6 (14:10);0.0 (08:40);2.8;41 (04:00);17 (21:10);27.4;11.4;6.1;4.8
Bilbao Aeropuerto;Bizkaia;8.2 (16:20);2.5 (07:30);5.3;33 (21:30);19 (16:30);30.5;13.9;3.9;0.5
Sopuerta;Bizkaia;8.1 (13:40);0.3 (08:50);4.2;40 (03:20);14 (03:30);29.4;10.8;9.0;4.2
Coruña del Conde;Burgos;2.3 (15:20);-2.7 (06:30);-0.2;46 (19:00);32 (19:00);0.8;0.0;0.8;0.0
Aranda de Duero;Burgos;3.2 (14:50);-3.7 (01:20);-0.3;39 (14:50);19 (14:50);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;4.4 (16:10);-3.2 (23:30);0.6;37 (15:00);25 (15:00);0.8;0.0;0.6;0.2
Palacios de la Sierra;Burgos;1.6 (13:00);-2.6 (01:10);-0.5;49 (15:00);25 (15:00);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;-0.2 (14:30);-2.9 (10:00);-1.6;52 (07:50);32 (07:50);1.8;0.0;0.2;1.6
Villamayor de los Montes;Burgos;;;;;;0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;3.0 (14:50);-2.0 (07:00);0.5;41 (14:50);27 (14:50);0.8;0.2;0.6;0.0
Santa Gadea de Alfoz;Burgos;-0.2 (13:00);-2.9 (06:00);-1.6;;;6.0;0.0;0.0;5.8
Sargentes de la Lora;Burgos;1.7 (14:40);-3.1 (06:00);-0.7;49 (03:30);32 (17:20);9.4;2.4;3.8;3.0
Briviesca;Burgos;3.0 (16:00);-1.8 (06:40);0.6;33 (17:50);21 (17:40);6.4;0.0;4.6;1.8
Medina de Pomar;Burgos;6.0 (12:20);-0.2 (01:20);2.9;82 (10:50);13 (10:50);25.8;4.8;12.6;7.2
Miranda de Ebro;Burgos;6.1 (12:40);0.4 (03:30);3.2;30 (18:00);15 (16:00);5.8;4.2;0.4;0.2
Belorado;Burgos;1.6 (16:20);-1.3 (08:20);0.2;24 (16:10);15 (17:10);2.7;2.1;0.5;0.1
Puerto Rey;Cáceres;9.0 (15:00);0.4 (23:40);4.7;;;0.0;0.0;0.0;0.0
Navalvillar de Ibor;Cáceres;6.6 (15:50);-1.4 (07:50);2.6;26 (14:50);14 (13:40);0.0;0.0;0.0;0.0
Madrigal de la Vera;Cáceres;9.9 (16:50);4.1 (08:10);7.0;71 (09:50);30 (09:50);0.2;0.0;0.2;0.0
Navalmoral de la Mata;Cáceres;12.0 (15:40);-0.4 (08:50);5.8;35 (14:30);18 (12:30);0.0;0.0;0.0;0.0
Garganta de la Olla;Cáceres;6.8 (14:20);2.2 (08:40);4.5;80 (05:20);47 (12:20);0.0;0.0;0.0;0.0
Serradilla;Cáceres;8.7 (16:00);3.9 (06:10);6.3;66 (05:50);37 (03:50);0.0;0.0;0.0;0.0
Jaraicejo;Cáceres;10.0 (15:50);-0.5 (07:30);4.8;31 (17:00);19 (17:00);0.0;0.0;0.0;0.0
Trujillo;Cáceres;10.6 (14:40);-0.1 (06:00);5.3;38 (16:50);24 (15:20);0.0;0.0;0.0;0.0
Cáceres;Cáceres;9.8 (16:30);2.1 (08:20);6.0;54 (11:00);32 (11:50);0.0;0.0;0.0;0.0
Cañaveral;Cáceres;9.8 (16:00);2.3 (06:00);6.1;58 (13:10);41 (12:30);0.0;0.0;0.0;0.0
Nuñomoral;Cáceres;9.5 (17:00);2.5 (08:00);6.0;40 (07:20);23 (07:10);0.0;0.0;0.0;0.0
Guijo de Granadilla;Cáceres;9.7 (16:30);2.3 (07:10);6.0;37 (12:40);23 (14:50);0.0;0.0;0.0;0.0
Hervás;Cáceres;5.9 (17:20);-0.5 (23:50);2.7;37 (02:30);19 (02:40);0.0;0.0;0.0;0.0
Montehermoso;Cáceres;10.9 (16:10);-0.3 (05:30);5.3;40 (12:30);24 (00:10);0.0;0.0;0.0;0.0
Tornavacas;Cáceres;3.8 (16:30);-1.1 (08:40);1.3;53 (00:20);29 (02:00);0.0;0.0;0.0;0.0
Piornal;Cáceres;2.7 (14:30);-3.2 (08:40);-0.3;67 (09:00);38 (08:50);0.0;0.0;0.0;0.0
Plasencia;Cáceres;9.5 (15:50);3.5 (07:20);6.5;54 (14:10);23 (13:40);0.0;0.0;0.0;0.0
Coria;Cáceres;11.4 (16:00);2.6 (03:00);7.0;43 (15:30);21 (15:20);0.0;0.0;0.0;0.0
Torrecilla de los Angeles;Cáceres;10.1 (15:50);1.1 (08:20);5.6;45 (23:20);24 (23:20);0.0;0.0;0.0;0.0
Hoyos;Cáceres;9.4 (15:00);3.4 (08:00);6.4;63 (06:20);33 (06:20);0.0;0.0;0.0;0.0
Zarza La Mayor;Cáceres;10.6 (15:40);1.8 (08:10);6.2;38 (12:20);26 (16:20);0.0;0.0;0.0;0.0
Valverde del Fresno;Cáceres;9.5 (15:20);2.5 (08:20);6.0;58 (05:30);36 (04:30);0.0;0.0;0.0;0.0
Aliseda;Cáceres;10.7 (15:50);0.4 (08:30);5.5;35 (16:00);18 (14:50);0.0;0.0;0.0;0.0
Brozas;Cáceres;9.5 (16:00);0.6 (04:30);5.1;41 (13:20);32 (00:40);0.0;0.0;0.0;0.0
Valencia de Alcántara;Cáceres;10.3 (16:20);2.3 (09:20);6.3;39 (04:40);23 (15:40);0.0;0.0;0.0;0.0
Guadalupe;Cáceres;8.9 (13:50);1.7 (04:20);5.3;31 (10:50);13 (14:50);0.0;0.0;0.0;0.0
Cañamero;Cáceres;9.6 (14:50);0.1 (04:20);4.9;30 (14:10);14 (14:10);0.0;0.0;0.0;0.0
Zorita;Cáceres;10.5 (15:50);1.2 (07:10);5.9;41 (15:10);27 (08:30);0.0;0.0;0.0;0.0
Alcuescar;Cáceres;9.1 (15:00);0.7 (06:40);4.9;45 (16:30);27 (10:00);0.0;0.0;0.0;0.0
Chipiona;Cádiz;12.9 (17:00);6.9 (08:40);9.9;41 (02:00);27 (02:10);0.0;0.0;0.0;0.0
Rota, Base Naval;Cádiz;12.5 (17:20);6.2 (08:40);9.3;;;0.0;0.0;0.0;0.0
Grazalema;Cádiz;7.1 (13:40);-0.3 (23:59);3.4;33 (01:10);13 (06:30);0.0;0.0;0.0;0.0
Olvera;Cádiz;9.5 (17:00);0.9 (08:50);5.2;30 (01:30);13 (14:30);0.0;0.0;0.0;0.0
El Bosque;Cádiz;11.5 (15:30);2.6 (07:20);7.0;39 (15:10);22 (15:40);0.0;0.0;0.0;0.0
San José del Valle;Cádiz;13.2 (16:00);3.6 (08:20);8.4;31 (01:00);15 (01:00);0.0;0.0;0.0;0.0
Jerez de la Frontera Aeropuerto;Cádiz;13.4 (16:10);2.3 (08:40);7.8;37 (00:20);28 (00:40);0.0;0.0;0.0;0.0
San Fernando;Cádiz;13.0 (17:40);7.7 (09:10);10.3;53 (00:30);29 (00:10);0.0;0.0;0.0;0.0
Cádiz;Cádiz;12.8 (17:50);8.1 (10:00);10.5;54 (00:10);36 (00:20);0.0;0.0;0.0;0.0
Medina Sidonia;Cádiz;13.8 (16:20);4.2 (08:10);9.0;36 (00:20);25 (00:10);0.0;0.0;0.0;0.0
Vejer de la Frontera;Cádiz;13.3 (15:50);5.2 (08:20);9.3;33 (00:20);15 (00:20);0.0;0.0;0.0;0.0
Barbate;Cádiz;14.6 (15:40);6.0 (23:59);10.3;35 (16:10);19 (00:50);0.0;0.0;0.0;0.0
Tarifa;Cádiz;13.0 (17:20);5.2 (23:30);9.1;46 (08:40);30 (08:50);0.0;0.0;0.0;0.0
Jimena de la Frontera;Cádiz;14.8 (14:30);3.3 (23:59);9.1;46 (17:10);26 (16:30);0.0;0.0;0.0;0.0
San Roque;Cádiz;16.0 (16:10);6.2 (21:30);11.1;51 (07:00);32 (07:00);;;;
Castro Urdiales;Cantabria;9.4 (13:40);2.8 (08:20);6.1;58 (03:10);41 (03:10);11.7;5.9;2.7;0.8
Ramales de la Victoria;Cantabria;7.0 (14:00);2.1 (06:40);4.5;28 (14:30);16 (14:30);27.4;10.4;6.6;5.2
Barcena de Cicero, Treto;Cantabria;8.2 (16:20);3.0 (09:10);5.6;41 (16:30);19 (16:30);19.2;3.6;9.0;2.8
Soba, Alto Miera;Cantabria;1.7 (12:10);-0.4 (07:40);0.7;;;;;;
Santander Aeropuerto;Cantabria;9.4 (11:50);3.7 (04:50);6.5;55 (03:40);28 (03:40);7.6;2.7;2.4;0.9
Santander;Cantabria;9.0 (11:10);4.6 (08:10);6.8;84 (03:30);51 (23:40);;;;
Villacarriedo;Cantabria;5.2 (13:20);1.0 (08:20);3.1;24 (15:10);13 (04:40);18.8;5.4;4.0;6.6
Los Tojos, Bárcena Mayor;Cantabria;3.5 (14:20);0.1 (19:50);1.8;43 (09:30);23 (09:30);40.6;13.0;3.8;9.6
San Felices de Buelna;Cantabria;8.1 (13:10);1.8 (08:30);5.0;30 (14:20);15 (14:20);26.0;8.8;9.2;3.0
Torrelavega, Sierrapando;Cantabria;9.1 (15:00);2.9 (05:40);6.0;46 (16:10);29 (03:50);14.8;8.4;4.0;0.4
San Vicente de la Barquera;Cantabria;9.2 (13:20);4.2 (20:10);6.7;75 (07:50);41 (08:40);25.5;4.4;0.8;8.5
Camaleño, Fuente De;Cantabria;1.3 (12:10);-2.7 (09:10);-0.7;20 (01:40);5 (12:00);40.6;8.0;13.0;15.8
Cillórigo de Liébana, Tama;Cantabria;4.2 (15:30);1.1 (20:30);2.6;26 (07:30);18 (07:30);19.0;5.0;5.8;7.4
Tresviso;Cantabria;0.7 (15:10);-1.5 (08:50);-0.4;56 (02:20);30 (20:00);0.2;0.0;0.0;0.2
Santillana del Mar, Altamira;Cantabria;;;;;;;;;2.4
Reinosa;Cantabria;0.1 (14:10);-1.9 (06:00);-0.9;48 (02:20);32 (02:20);15.6;6.6;2.2;3.7
