Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Estaca de Bares;A Coruña;12.8 (16:30);10.2 (19:00);11.5;50 (20:20);35 (20:40);;;;
As Pontes;A Coruña;12.1 (13:20);6.3 (07:20);9.2;;;;;;
A Coruña;A Coruña;14.3 (13:50);10.2 (05:30);12.3;38 (15:50);24 (16:10);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;14.9 (13:50);7.8 (08:40);11.3;39 (14:20);22 (14:20);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;14.0 (14:10);7.0 (07:40);10.5;;;;;;
Cabo Vilan;A Coruña;;;;67 (16:20);55 (16:30);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;12.4 (13:40);7.8 (09:10);10.1;;;;;;
Fisterra;A Coruña;13.2 (15:00);8.4 (08:10);10.8;63 (15:20);33 (17:50);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;11.8 (15:10);7.2 (08:00);9.5;;;;;;
Santiago de Compostela Aeropuerto;A Coruña;13.9 (14:20);5.8 (08:00);9.8;39 (12:40);14 (13:50);0.0;0.0;0.0;0.0
Noia;A Coruña;15.3 (15:40);7.9 (08:00);11.6;41 (17:40);16 (17:40);;;;
Boiro;A Coruña;16.8 (16:40);9.4 (08:40);13.1;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;16.7 (13:10);6.1 (08:40);11.4;56 (17:10);36 (15:30);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;15.3 (15:40);7.2 (07:50);11.3;36 (17:00);13 (17:00);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;14.5 (16:10);7.2 (09:00);10.8;;;;;;
Ossa de Montiel;Albacete;13.6 (15:40);3.1 (06:30);8.4;36 (15:20);22 (16:30);0.0;0.0;0.0;0.0
Villarrobledo;Albacete;17.8 (14:50);3.2 (06:10);10.5;41 (12:40);25 (16:10);0.0;0.0;0.0;0.0
Munera;Albacete;12.8 (16:20);-1.0 (02:40);5.9;38 (13:10);23 (12:50);0.0;0.0;0.0;0.0
Yeste, Embalse Fuensanta;Albacete;17.0 (15:40);1.8 (07:10);9.4;;;0.0;0.0;0.0;0.0
Nerpio;Albacete;8.2 (15:40);-1.9 (04:00);3.1;;;0.0;0.0;0.0;0.0
Yeste;Albacete;13.7 (15:20);4.3 (05:50);9.0;;;0.0;0.0;0.0;0.0
Hellín;Albacete;16.3 (16:10);6.9 (03:10);11.6;53 (13:20);31 (10:00);0.0;0.0;0.0;0.0
Tobarra;Albacete;17.3 (14:50);6.7 (01:40);12.0;;;0.0;0.0;0.0;0.0
Albacete Base Aérea;Albacete;16.8 (15:40);2.1 (03:40);9.4;;;0.0;0.0;0.0;0.0
Chinchilla;Albacete;12.7 (16:00);2.0 (04:00);7.3;44 (17:10);27 (17:10);0.0;0.0;0.0;0.0
Albacete;Albacete;16.9 (14:50);4.5 (03:50);10.7;32 (11:10);11 (09:50);0.0;0.0;0.0;0.0
Alcalá del Júcar;Albacete;17.9 (16:40);3.5 (05:30);10.7;32 (16:00);21 (17:40);0.0;0.0;0.0;0.0
Almansa;Albacete;16.6 (15:20);1.4 (02:20);9.0;30 (13:10);12 (15:00);0.2;0.2;0.0;0.0
Orihuela;Alacant/Alicante;21.7 (16:40);7.3 (05:40);14.5;40 (11:10);21 (22:00);0.0;0.0;0.0;0.0
Pinoso;Alacant/Alicante;16.2 (15:30);0.8 (03:50);8.5;32 (11:10);14 (12:10);0.0;0.0;0.0;0.0
