Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Estaca de Bares;A Coruña;14.0 (15:50);10.3 (01:10);12.2;29 (20:50);20 (22:10);;;;
As Pontes;A Coruña;12.4 (16:40);5.2 (03:40);8.8;;;;;;
A Coruña;A Coruña;13.5 (14:10);9.8 (08:40);11.7;28 (22:20);19 (19:00);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;13.0 (15:10);7.7 (02:40);10.3;;;0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;12.6 (15:10);7.7 (02:50);10.2;;;;;;
Cabo Vilan;A Coruña;;;;40 (21:40);35 (22:50);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;;;;;;;;;
Fisterra;A Coruña;;;;;;;;;0.8
Mazaricos;A Coruña;11.3 (13:10);7.4 (04:10);9.4;;;;;;
Santiago de Compostela Aeropuerto;A Coruña;11.0 (14:40);6.9 (02:40);9.0;32 (16:00);17 (19:50);0.0;0.0;0.0;0.0
Noia;A Coruña;13.8 (15:30);8.6 (08:30);11.2;21 (20:40);7 (20:30);;;;
Boiro;A Coruña;15.3 (16:30);8.3 (09:10);11.8;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;15.2 (15:20);7.5 (08:50);11.3;32 (15:30);22 (13:50);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;13.1 (16:20);8.1 (06:10);10.6;27 (16:30);12 (16:50);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;13.0 (15:20);8.1 (06:50);10.6;;;;;;
Ossa de Montiel;Albacete;13.1 (14:40);0.7 (00:00);6.9;21 (16:50);12 (11:30);0.0;0.0;0.0;0.0
Villarrobledo;Albacete;15.7 (15:40);1.7 (02:10);8.7;23 (18:20);11 (18:50);0.0;0.0;0.0;0.0
Munera;Albacete;12.1 (16:20);-2.2 (02:20);5.0;19 (16:10);9 (13:10);0.0;0.0;0.0;0.0
Yeste, Embalse Fuensanta;Albacete;18.6 (15:00);3.5 (07:30);11.1;;;0.0;0.0;0.0;0.0
Nerpio;Albacete;8.3 (16:50);-2.0 (05:40);3.2;;;0.0;0.0;0.0;0.0
Yeste;Albacete;14.0 (15:50);3.4 (04:50);8.7;;;0.0;0.0;0.0;0.0
Hellín;Albacete;14.7 (16:20);4.0 (05:40);9.3;22 (11:50);15 (03:40);0.0;0.0;0.0;0.0
Tobarra;Albacete;16.2 (15:40);3.1 (04:40);9.7;;;0.0;0.0;0.0;0.0
Albacete Base Aérea;Albacete;14.8 (15:20);-0.2 (04:10);7.3;;;0.0;0.0;0.0;0.0
Chinchilla;Albacete;12.3 (16:40);0.2 (07:30);6.3;24 (16:30);16 (16:30);0.0;0.0;0.0;0.0
Albacete;Albacete;16.1 (15:50);2.4 (04:00);9.3;16 (17:50);6 (17:50);0.0;0.0;0.0;0.0
Alcalá del Júcar;Albacete;17.8 (16:40);1.4 (08:30);9.6;30 (17:40);15 (17:30);0.2;0.0;0.0;0.0
Almansa;Albacete;15.1 (16:00);2.8 (06:00);9.0;19 (12:00);6 (11:40);0.2;0.0;0.0;0.0
Orihuela;Alacant/Alicante;18.4 (16:10);8.4 (23:59);13.4;26 (11:10);16 (10:20);0.0;0.0;0.0;0.0
Pinoso;Alacant/Alicante;15.0 (16:20);2.4 (23:50);8.7;20 (17:20);10 (17:20);0.0;0.0;0.0;0.0
Rojales;Alacant/Alicante;16.9 (13:30);9.2 (07:30);13.0;22 (16:30);13 (16:30);0.0;0.0;0.0;0.0
Villena;Alacant/Alicante;17.0 (16:10);5.6 (08:00);11.3;;18 (17:00);0.0;0.0;0.0;0.0
Novelda;Alacant/Alicante;18.4 (15:10);8.4 (08:00);13.4;;;0.0;0.0;0.0;0.0
Elche/Elx;Alacant/Alicante;17.8 (13:50);7.6 (06:10);12.7;;;0.0;0.0;0.0;0.0
Alicante-Elche Aeropuerto;Alacant/Alicante;16.2 (14:10);7.6 (06:10);11.9;24 (15:00);17 (14:40);0.0;0.0;0.0;0.0
Alicante/Alacant;Alacant/Alicante;16.8 (13:40);6.9 (07:50);11.8;19 (14:10);12 (15:10);0.0;0.0;0.0;0.0
Benidorm;Alacant/Alicante;16.2 (15:00);6.4 (07:50);11.3;18 (15:00);11 (14:20);0.2;0.2;0.0;0.0
Jávea/ Xàbia;Alacant/Alicante;17.9 (13:40);4.6 (07:40);11.2;19 (16:30);12 (17:00);0.2;0.0;0.2;0.0
Pego;Alacant/Alicante;18.1 (16:50);8.1 (00:50);13.1;18 (15:40);11 (16:00);0.2;0.0;0.0;0.0
Alcoy/Alcoi;Alacant/Alicante;15.4 (13:30);5.1 (06:50);10.2;20 (21:40);10 (21:20);0.0;0.0;0.0;0.0
Vélez Blanco - Topares;Almería;11.3 (15:30);2.2 (07:50);6.8;;;0.0;0.0;0.0;0.0
Adra;Almería;16.9 (16:00);12.0 (23:30);14.4;10 (02:10);6 (11:40);0.5;0.2;0.3;0.0
El Ejido;Almería;15.3 (15:20);10.5 (23:59);12.9;;;12.0;7.6;3.6;0.8
Roquetas de Mar;Almería;15.3 (13:40);9.0 (23:00);12.2;;;0.0;0.0;0.0;0.0
Abla;Almería;13.9 (12:40);7.5 (21:40);10.7;22 (14:00);12 (14:10);0.5;0.5;0.0;0.0
Almería Aeropuerto;Almería;15.8 (14:00);9.2 (23:30);12.5;22 (20:40);14 (00:10);3.6;2.4;0.8;0.4
Cabo de Gata;Almería;14.5 (12:30);12.1 (23:59);13.3;32 (13:50);26 (13:50);0.2;0.0;0.2;0.0
Garrucha, Puerto;Almería;15.4 (13:00);10.9 (23:59);13.1;22 (17:50);19 (18:30);0.2;0.2;0.0;0.0
Albox;Almería;17.2 (16:20);7.8 (23:59);12.5;22 (18:10);15 (18:10);4.4;1.6;2.6;0.0
Huercal Overa;Almería;16.6 (14:50);7.6 (23:50);12.1;23 (16:20);13 (17:40);0.2;0.1;0.1;0.0
Alborán;Almería;;;;;;;;;
Aramaio;Araba/Álava;8.3 (13:20);6.2 (00:40);7.3;;;41.2;2.8;9.6;13.4
Amurrio;Araba/Álava;10.9 (13:50);8.0 (02:50);9.4;23 (23:20);10 (23:20);13.0;0.8;1.8;2.0
Lalastra;Araba/Álava;8.5 (13:40);3.5 (03:30);6.0;29 (13:50);15 (13:50);2.4;0.0;0.0;0.0
Agurain/Salvatierra;Araba/Álava;8.2 (15:10);5.7 (00:10);6.9;23 (13:20);14 (13:10);0.0;0.0;0.0;0.0
Vitoria Gasteiz Aeropuerto;Araba/Álava;10.8 (14:40);6.6 (06:20);8.7;37 (14:40);24 (15:10);2.0;0.1;0.0;0.0
Labastida;Araba/Álava;10.9 (14:10);5.8 (06:20);8.3;36 (17:10);19 (14:50);3.6;0.2;0.4;0.2
Leza;Araba/Álava;11.0 (15:20);5.8 (07:10);8.4;;;7.0;1.4;0.2;0.4
Campezo/Kanpezu;Araba/Álava;10.1 (14:50);6.2 (06:00);8.2;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;8.8 (14:00);6.8 (03:50);7.8;35 (15:00);26 (15:00);27.4;4.4;12.0;6.2
Llanes;Asturias;11.9 (16:10);10.4 (07:10);11.1;33 (07:10);16 (17:30);23.6;3.4;7.2;10.2
Amieva, Panizales;Asturias;9.2 (16:00);6.6 (08:10);7.9;12 (17:50);5 (17:50);24.4;4.6;9.0;7.2
Piloña;Asturias;10.1 (16:20);7.9 (04:40);9.0;17 (15:50);8 (12:30);19.8;2.6;7.8;6.6
Colunga;Asturias;11.9 (14:00);9.9 (04:40);10.9;19 (12:00);11 (12:00);12.8;2.6;2.6;4.4
Gijón, Campus;Asturias;12.5 (14:00);9.6 (08:10);11.1;22 (15:20);15 (15:30);7.2;0.8;3.4;1.2
Cabo Peñas;Asturias;11.1 (13:30);9.4 (07:40);10.3;34 (06:10);22 (06:40);1.9;0.0;1.1;0.7
Asturias Aeropuerto;Asturias;11.9 (16:10);9.3 (03:00);10.6;26 (06:20);18 (12:50);8.9;0.0;6.3;1.9
Puerto de Pajares;Asturias;2.2 (16:10);0.2 (05:00);1.2;46 (18:40);23 (19:10);21.7;0.1;3.1;7.5
Pola de Lena;Asturias;9.0 (17:40);6.7 (07:30);7.8;17 (23:59);8 (23:59);9.2;0.2;0.0;3.2
Aller;Asturias;4.7 (16:10);3.3 (02:50);4.0;15 (21:40);9 (21:40);13.6;4.0;3.4;2.6
Mieres;Asturias;11.5 (15:30);8.2 (05:30);9.8;12 (15:50);5 (16:10);9.8;0.0;0.8;4.6
Oviedo;Asturias;10.0 (15:20);7.5 (06:00);8.8;21 (16:00);10 (15:40);6.6;0.0;2.6;2.4
Tineo, Soto de la Barca;Asturias;10.1 (17:10);7.2 (02:30);8.7;8 (18:30);5 (14:20);3.6;0.2;0.2;3.0
Pola de Somiedo;Asturias;7.8 (16:30);4.8 (06:20);6.3;18 (16:50);6 (16:50);2.8;0.2;0.6;1.6
Salas;Asturias;10.7 (14:50);7.9 (06:00);9.3;12 (12:50);7 (15:30);5.0;0.2;0.6;3.0
Cabo Busto;Asturias;12.4 (16:10);10.7 (04:00);11.5;31 (11:00);26 (11:10);1.2;0.2;1.0;0.0
Degaña;Asturias;3.2 (16:40);1.0 (02:00);2.1;37 (03:50);9 (19:00);3.0;0.0;0.0;1.8
Ibias, San Antolin;Asturias;7.3 (15:50);4.7 (05:10);6.0;27 (18:50);10 (06:10);0.2;0.0;0.0;0.0
Villayón, Oneta;Asturias;8.7 (13:00);7.3 (05:00);8.0;30 (18:30);21 (18:30);0.2;0.2;0.0;0.0
Castropol;Asturias;12.1 (14:30);8.5 (05:40);10.3;15 (14:30);8 (09:00);1.9;0.0;0.7;1.2
Taramundi, Ouria;Asturias;9.0 (13:40);7.3 (01:30);8.2;28 (21:40);19 (21:50);4.6;0.0;0.2;4.2
