Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Güeñes;Bizkaia;6.7 (14:40);1.6 (21:50);4.1;38 (01:40);23 (16:20);2.3;0.2;0.4;0.0
Bilbao Aeropuerto;Bizkaia;8.3 (15:30);2.0 (08:00);5.2;42 (16:10);24 (16:10);8.2;0.0;0.3;3.4
Sopuerta;Bizkaia;7.6 (12:30);1.9 (23:59);4.7;29 (13:50);14 (12:50);3.4;0.0;0.2;0.0
Coruña del Conde;Burgos;2.1 (14:40);-3.2 (23:50);-0.6;61 (08:10);43 (08:10);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;3.1 (15:30);-2.6 (23:00);0.3;55 (13:50);26 (14:00);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;4.3 (15:00);-3.2 (23:59);0.6;54 (02:00);38 (01:40);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;1.9 (13:20);-4.6 (08:00);-1.3;53 (11:40);24 (15:00);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;-0.6 (15:10);-4.3 (08:20);-2.5;62 (02:30);30 (00:10);2.6;0.0;0.0;2.6
Villamayor de los Montes;Burgos;2.2 (16:40);-2.1 (07:00);0.1;60 (12:10);39 (04:30);0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;2.5 (14:10);-2.6 (07:00);0.0;52 (11:20);38 (11:20);0.0;0.0;0.0;0.0
Santa Gadea de Alfoz;Burgos;-0.6 (13:20);-2.9 (02:50);-1.8;;;0.6;0.0;0.0;0.6
Sargentes de la Lora;Burgos;0.6 (13:50);-3.4 (08:10);-1.4;61 (01:40);40 (01:30);1.2;0.2;0.0;0.8
Briviesca;Burgos;2.8 (15:10);-0.5 (09:30);1.1;41 (02:10);23 (02:30);0.0;0.0;0.0;0.0
Medina de Pomar;Burgos;4.4 (15:30);-0.5 (22:00);2.0;35 (02:20);17 (02:20);;0.0;0.0;
Miranda de Ebro;Burgos;5.6 (14:40);0.1 (21:00);2.8;32 (03:40);15 (15:30);0.2;0.0;0.2;0.0
Belorado;Burgos;1.7 (16:20);-3.0 (07:20);-0.6;27 (03:50);15 (03:50);0.8;0.7;0.1;0.0
Puerto Rey;Cáceres;8.5 (14:50);2.0 (03:40);5.3;;;0.0;0.0;0.0;0.0
Navalvillar de Ibor;Cáceres;6.2 (15:30);-1.1 (09:00);2.5;38 (00:20);16 (00:20);0.4;0.4;0.0;0.0
Madrigal de la Vera;Cáceres;9.9 (13:50);2.7 (09:00);6.3;55 (17:20);23 (06:50);0.0;0.0;0.0;0.0
Navalmoral de la Mata;Cáceres;12.0 (15:20);0.0 (08:40);6.0;30 (16:00);18 (16:50);0.0;0.0;0.0;0.0
Garganta de la Olla;Cáceres;8.1 (13:20);1.2 (23:59);4.7;69 (17:30);39 (17:30);0.0;0.0;0.0;0.0
Serradilla;Cáceres;8.3 (14:00);2.2 (08:30);5.3;63 (17:00);37 (17:10);0.0;0.0;0.0;0.0
Jaraicejo;Cáceres;9.7 (16:00);-0.5 (06:40);4.6;36 (21:50);24 (22:10);0.0;0.0;0.0;0.0
Trujillo;Cáceres;9.5 (15:40);-0.3 (09:30);4.6;36 (16:00);23 (17:40);0.0;0.0;0.0;0.0
Cáceres;Cáceres;8.2 (15:10);0.9 (08:40);4.5;55 (17:20);30 (15:50);0.0;0.0;0.0;0.0
Cañaveral;Cáceres;7.6 (13:40);2.1 (08:10);4.8;70 (17:00);42 (17:30);0.0;0.0;0.0;0.0
Nuñomoral;Cáceres;6.7 (13:10);-1.3 (23:30);2.7;44 (10:10);16 (03:10);0.0;0.0;0.0;0.0
Guijo de Granadilla;Cáceres;7.2 (16:00);1.4 (23:59);4.3;60 (14:00);37 (14:00);0.0;0.0;0.0;0.0
Hervás;Cáceres;5.1 (12:00);-0.2 (09:20);2.4;58 (15:40);32 (15:40);0.2;0.2;0.0;0.0
Montehermoso;Cáceres;8.2 (16:10);2.6 (23:20);5.4;54 (05:30);28 (13:40);0.0;0.0;0.0;0.0
Tornavacas;Cáceres;0.9 (13:50);-2.2 (08:30);-0.7;61 (13:10);37 (13:40);0.4;0.0;0.0;0.4
Piornal;Cáceres;1.9 (13:50);-4.6 (07:00);-1.3;62 (05:50);32 (10:20);0.0;0.0;0.0;0.0
Plasencia;Cáceres;8.7 (13:20);2.5 (07:40);5.6;49 (15:20);21 (14:30);0.0;0.0;0.0;0.0
Coria;Cáceres;9.5 (15:00);2.1 (08:40);5.8;55 (00:20);27 (11:00);0.0;0.0;0.0;0.0
Hoyos;Cáceres;7.4 (16:00);0.1 (08:50);3.8;55 (00:30);26 (00:10);0.0;0.0;0.0;0.0
Zarza La Mayor;Cáceres;8.8 (15:40);2.2 (08:40);5.5;53 (03:20);30 (07:20);0.0;0.0;0.0;0.0
Valverde del Fresno;Cáceres;8.0 (15:20);1.2 (08:10);4.6;52 (13:20);33 (13:20);0.0;0.0;0.0;0.0
Aliseda;Cáceres;9.4 (15:40);0.8 (09:00);5.1;46 (14:30);23 (16:30);0.0;0.0;0.0;0.0
Brozas;Cáceres;8.2 (15:40);0.6 (07:30);4.4;61 (12:20);48 (12:20);0.0;0.0;0.0;0.0
Valencia de Alcántara;Cáceres;8.5 (15:30);-0.6 (23:59);3.9;44 (15:40);26 (18:00);0.0;0.0;0.0;0.0
Guadalupe;Cáceres;8.8 (15:10);2.0 (02:20);5.4;35 (08:50);18 (10:30);0.2;0.2;0.0;0.0
Cañamero;Cáceres;9.0 (15:30);2.6 (02:20);5.8;29 (20:00);18 (16:50);0.0;0.0;0.0;0.0
Zorita;Cáceres;9.5 (15:10);2.4 (05:20);6.0;51 (07:50);36 (07:40);0.0;0.0;0.0;0.0
Alcuescar;Cáceres;8.8 (14:50);-0.8 (08:40);4.0;54 (17:20);31 (17:30);0.0;0.0;0.0;0.0
Chipiona;Cádiz;12.9 (16:40);5.6 (07:30);9.2;37 (18:20);24 (18:50);0.0;0.0;0.0;0.0
Rota, Base Naval;Cádiz;12.2 (17:00);3.8 (03:40);8.0;;;0.0;0.0;0.0;0.0
Grazalema;Cádiz;3.3 (15:20);-1.1 (04:10);1.1;27 (13:30);10 (16:10);0.1;0.0;0.0;0.1
Olvera;Cádiz;8.1 (17:10);1.1 (02:20);4.6;19 (14:00);10 (15:00);0.2;0.0;0.0;0.2
El Bosque;Cádiz;9.4 (15:50);-0.3 (08:40);4.5;30 (15:20);18 (14:10);0.0;0.0;0.0;0.0
San José del Valle;Cádiz;12.0 (15:30);2.6 (04:50);7.3;21 (13:00);9 (15:00);0.0;0.0;0.0;0.0
Jerez de la Frontera Aeropuerto;Cádiz;;;;;;;0.0;0.0;
San Fernando;Cádiz;12.4 (15:50);5.7 (08:30);9.0;33 (19:20);22 (19:50);0.0;0.0;0.0;0.0
Cádiz;Cádiz;12.4 (17:00);6.7 (08:30);9.5;35 (19:10);23 (10:10);0.0;0.0;0.0;0.0
Medina Sidonia;Cádiz;12.3 (16:10);0.1 (04:20);6.2;35 (18:10);24 (18:10);0.0;0.0;0.0;0.0
Vejer de la Frontera;Cádiz;11.6 (16:50);3.8 (07:40);7.7;31 (18:10);17 (18:20);0.0;0.0;0.0;0.0
Barbate;Cádiz;12.8 (16:30);2.3 (05:50);7.6;34 (14:20);19 (17:50);0.0;0.0;0.0;0.0
Tarifa;Cádiz;11.3 (18:10);5.5 (08:40);8.4;48 (00:50);26 (00:50);0.0;0.0;0.0;0.0
Jimena de la Frontera;Cádiz;12.6 (16:30);-0.3 (06:10);6.2;38 (14:10);22 (14:30);0.0;0.0;0.0;0.0
San Roque;Cádiz;13.3 (14:50);2.2 (06:10);7.8;36 (11:20);21 (14:00);;;;
Castro Urdiales;Cantabria;8.3 (12:40);4.0 (20:50);6.2;64 (10:10);33 (02:30);2.8;0.0;0.0;0.1
Ramales de la Victoria;Cantabria;8.3 (14:40);1.2 (08:40);4.8;32 (15:20);15 (15:20);6.6;0.0;0.0;4.4
Barcena de Cicero, Treto;Cantabria;8.3 (13:40);2.4 (08:40);5.4;31 (00:30);16 (15:00);4.6;0.0;0.0;1.4
Soba, Alto Miera;Cantabria;1.3 (13:40);-1.2 (04:20);0.0;31 (09:20);15 (02:20);;;0.6;6.8
Santander Aeropuerto;Cantabria;8.8 (14:00);3.9 (19:30);6.4;39 (01:20);27 (01:20);4.1;0.0;0.0;2.6
Santander;Cantabria;;;;58 (01:20);39 (00:10);;;;
Villacarriedo;Cantabria;4.9 (10:30);0.8 (22:20);2.9;32 (01:50);18 (02:00);11.4;0.0;0.8;6.0
Los Tojos, Bárcena Mayor;Cantabria;;;;;;;;;
San Felices de Buelna;Cantabria;7.7 (14:40);2.4 (16:10);5.0;31 (14:50);16 (14:50);13.2;0.0;0.4;8.2
Torrelavega, Sierrapando;Cantabria;6.7 (12:10);2.9 (22:40);4.8;42 (01:30);25 (14:40);;0.0;;6.4
San Vicente de la Barquera;Cantabria;6.7 (00:20);1.5 (08:30);4.1;45 (00:30);32 (00:40);18.2;0.0;3.1;7.0
Camaleño, Fuente De;Cantabria;0.3 (14:40);-4.7 (07:50);-2.2;;;;;;
Cillórigo de Liébana, Tama;Cantabria;6.6 (14:30);1.1 (09:00);3.8;33 (18:00);18 (18:10);5.6;0.0;0.2;0.8
Tresviso;Cantabria;-0.2 (13:00);-3.4 (04:30);-1.8;;;;;;
Santillana del Mar, Altamira;Cantabria;6.9 (14:00);2.5 (09:30);4.7;42 (01:10);25 (00:10);8.4;0.2;0.4;6.8
Reinosa;Cantabria;-0.1 (11:20);-2.9 (06:30);-1.5;44 (00:20);25 (04:40);4.4;0.0;0.2;0.2
Alto Campoo;Cantabria;;;;;;;;;
Valderredible, Cubillo de Ebro;Cantabria;2.4 (12:40);-1.1 (03:40);0.7;38 (01:50);16 (02:00);2.2;0.4;0.6;0.0
