Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Estaca de Bares;A Coruña;15.0 (13:10);11.1 (00:10);13.1;89 (10:00);70 (05:00);;;;
As Pontes;A Coruña;13.3 (16:00);9.2 (00:20);11.3;;;;;;
A Coruña;A Coruña;16.3 (15:30);12.2 (00:00);14.2;54 (12:20);31 (06:00);0.2;0.0;0.0;0.2
A Coruña Aeropuerto;A Coruña;16.3 (12:50);11.5 (00:10);13.9;63 (04:10);41 (04:00);0.1;0.0;0.1;0.0
Carballo, Depuradora;A Coruña;16.0 (12:40);11.6 (00:00);13.8;;;;;;
Cabo Vilan;A Coruña;;;;73 (04:40);56 (04:50);7.7;4.8;2.0;0.2
Vimianzo;A Coruña;12.6 (12:30);10.5 (02:20);11.6;;;;;;
Fisterra;A Coruña;;;;;;;1.8;3.2;
Mazaricos;A Coruña;12.5 (13:20);9.9 (02:40);11.2;;;;;;
Santiago de Compostela Aeropuerto;A Coruña;12.1 (14:50);9.3 (04:00);10.7;58 (07:40);33 (08:00);9.9;3.9;2.2;2.2
Noia;A Coruña;13.4 (11:10);11.3 (04:10);12.3;47 (03:30);16 (05:30);;;;
Boiro;A Coruña;13.7 (16:20);11.7 (04:10);12.7;;;19.6;6.8;8.8;1.8
Padrón;A Coruña;13.4 (13:50);10.6 (03:30);12.0;56 (08:30);26 (07:20);15.2;5.6;5.1;2.7
Santiago de Compostela;A Coruña;;;;;;;;;
Rois, Casas do Porto;A Coruña;12.5 (13:40);10.6 (03:10);11.6;;;;;;
Ossa de Montiel;Albacete;8.4 (15:50);3.1 (00:00);5.7;31 (15:00);15 (15:10);0.0;0.0;0.0;0.0
Villarrobledo;Albacete;9.5 (14:00);4.4 (00:00);7.0;45 (15:20);29 (16:30);0.0;0.0;0.0;0.0
Munera;Albacete;9.4 (14:50);2.5 (00:00);5.9;37 (14:40);16 (14:00);0.0;0.0;0.0;0.0
Yeste, Embalse Fuensanta;Albacete;;;;;;;0.0;0.0;0.0
Nerpio;Albacete;7.2 (12:40);-0.4 (00:00);3.4;;;0.0;0.0;0.0;0.0
Yeste;Albacete;11.1 (15:10);4.4 (03:00);7.8;;;0.0;0.0;0.0;0.0
Hellín;Albacete;13.7 (14:00);4.6 (04:50);9.1;47 (11:00);29 (10:50);0.0;0.0;0.0;0.0
Tobarra;Albacete;13.6 (14:50);2.9 (03:20);8.3;;;0.0;0.0;0.0;0.0
Albacete Base Aérea;Albacete;10.6 (14:50);4.7 (00:10);7.7;;;0.0;0.0;0.0;0.0
Chinchilla;Albacete;;;;;;;;;
Albacete;Albacete;10.5 (14:20);4.3 (00:00);7.4;41 (11:10);18 (11:10);0.0;0.0;0.0;0.0
Alcalá del Júcar;Albacete;11.3 (15:10);4.3 (01:30);7.8;46 (14:00);26 (14:00);0.0;0.0;0.0;0.0
Almansa;Albacete;11.1 (15:10);5.1 (01:00);8.1;47 (14:10);24 (08:00);0.0;0.0;0.0;0.0
Orihuela;Alacant/Alicante;19.8 (16:10);10.3 (00:00);15.0;48 (01:50);25 (03:00);0.0;0.0;0.0;0.0
Pinoso;Alacant/Alicante;13.2 (15:00);5.7 (04:20);9.4;41 (14:50);23 (01:50);0.0;0.0;0.0;0.0
Rojales;Alacant/Alicante;19.5 (16:30);10.9 (05:50);15.2;46 (13:00);30 (13:10);0.0;0.0;0.0;0.0
Villena;Alacant/Alicante;15.3 (15:30);5.2 (00:00);10.3;52 (07:00);36 (07:00);0.0;0.0;0.0;0.0
Novelda;Alacant/Alicante;19.0 (14:00);10.6 (00:40);14.8;;;0.0;0.0;0.0;0.0
Elche/Elx;Alacant/Alicante;20.9 (16:00);10.5 (00:40);15.7;;;0.0;0.0;0.0;0.0
Alicante-Elche Aeropuerto;Alacant/Alicante;18.7 (15:20);10.3 (00:10);14.5;59 (15:40);41 (15:40);0.0;0.0;0.0;0.0
Alicante/Alacant;Alacant/Alicante;19.3 (16:00);11.4 (01:20);15.3;37 (04:20);18 (04:30);0.0;0.0;0.0;0.0
Benidorm;Alacant/Alicante;19.5 (15:10);9.1 (05:30);14.3;21 (01:30);12 (15:40);0.0;0.0;0.0;0.0
Jávea/ Xàbia;Alacant/Alicante;20.8 (16:00);7.9 (00:00);14.3;41 (22:20);21 (22:20);0.0;0.0;0.0;0.0
Pego;Alacant/Alicante;18.8 (16:30);11.9 (03:50);15.3;50 (06:10);29 (05:50);0.0;0.0;0.0;0.0
Alcoy/Alcoi;Alacant/Alicante;15.5 (16:10);7.8 (05:50);11.7;44 (01:10);26 (01:10);0.0;0.0;0.0;0.0
Vélez Blanco - Topares;Almería;12.2 (16:20);-0.9 (07:40);5.6;;;0.0;0.0;0.0;0.0
Adra;Almería;18.3 (12:40);11.1 (08:00);14.7;40 (18:40);22 (15:10);0.0;0.0;0.0;0.0
El Ejido;Almería;19.9 (13:20);8.2 (04:50);14.0;;;0.0;0.0;0.0;0.0
Roquetas de Mar;Almería;17.6 (13:10);4.5 (06:00);11.1;;;0.0;0.0;0.0;0.0
Abla;Almería;16.5 (13:50);3.9 (05:30);10.2;30 (14:20);13 (14:40);0.0;0.0;0.0;0.0
Almería Aeropuerto;Almería;17.4 (15:50);7.1 (05:50);12.2;32 (17:10);23 (17:10);0.0;0.0;0.0;0.0
Cabo de Gata;Almería;17.9 (13:50);11.9 (07:50);14.9;38 (17:10);22 (05:30);0.0;0.0;0.0;0.0
Garrucha, Puerto;Almería;17.1 (11:00);8.2 (06:20);12.7;28 (14:30);26 (14:30);0.0;0.0;0.0;0.0
Albox;Almería;20.2 (15:20);6.3 (05:20);13.3;54 (06:20);40 (06:20);0.0;0.0;0.0;0.0
Huercal Overa;Almería;19.3 (14:30);7.2 (05:50);13.2;35 (15:00);22 (08:20);0.0;0.0;0.0;0.0
Alborán;Almería;;;;;;;;;
Aramaio;Araba/Álava;9.7 (17:20);1.8 (00:40);5.7;;;7.2;1.2;3.8;2.2
Amurrio;Araba/Álava;14.7 (17:10);5.1 (00:00);9.9;35 (11:10);15 (18:10);0.6;0.2;0.4;0.0
Lalastra;Araba/Álava;8.4 (16:20);1.6 (00:40);5.0;52 (22:30);28 (22:30);0.2;0.2;0.0;0.0
Agurain/Salvatierra;Araba/Álava;9.5 (18:10);2.2 (00:00);5.9;21 (11:20);8 (11:20);4.2;0.0;1.2;3.0
Vitoria Gasteiz Aeropuerto;Araba/Álava;11.6 (16:40);3.0 (00:00);7.3;42 (11:10);31 (10:30);3.0;0.3;2.4;0.3
Labastida;Araba/Álava;10.3 (22:30);4.4 (03:30);7.4;35 (16:40);15 (17:00);2.0;0.2;0.2;1.6
Leza;Araba/Álava;10.5 (22:40);4.1 (03:00);7.3;;;4.8;0.2;2.2;2.4
Campezo/Kanpezu;Araba/Álava;10.7 (23:00);3.2 (06:20);6.9;;;3.6;1.0;1.6;1.0
Cabrales;Asturias;19.4 (15:50);4.1 (03:30);11.7;30 (16:00);18 (17:50);0.6;0.2;0.4;0.0
Llanes;Asturias;15.7 (15:00);7.8 (04:10);11.8;18 (06:00);10 (13:40);0.8;0.2;0.6;0.0
Amieva, Panizales;Asturias;16.8 (16:20);5.9 (00:10);11.3;52 (12:10);31 (13:50);0.2;0.0;0.2;0.0
Piloña;Asturias;20.1 (15:40);5.5 (03:30);12.8;21 (17:00);10 (16:40);1.8;0.2;1.6;0.0
Colunga;Asturias;20.8 (14:00);7.6 (01:50);14.2;18 (13:20);10 (15:10);2.4;0.4;2.0;0.0
Gijón, Campus;Asturias;21.4 (15:20);7.3 (03:20);14.3;39 (15:00);20 (15:20);0.4;0.0;0.4;0.0
Cabo Peñas;Asturias;16.7 (13:30);8.2 (00:10);12.5;63 (12:20);43 (12:20);0.2;0.1;0.1;0.0
Asturias Aeropuerto;Asturias;19.8 (15:00);8.1 (00:10);13.9;65 (12:30);39 (12:30);0.0;0.0;0.0;0.0
Puerto de Pajares;Asturias;5.3 (16:10);0.8 (00:10);3.1;59 (05:30);28 (05:30);;;;
Pola de Lena;Asturias;17.8 (15:30);4.5 (03:20);11.1;35 (06:30);19 (15:20);0.8;0.2;0.6;0.0
Aller;Asturias;10.7 (14:50);2.4 (00:10);6.5;18 (18:20);11 (17:50);0.8;0.0;0.8;0.0
Mieres;Asturias;20.8 (15:50);7.1 (02:40);13.9;30 (16:10);12 (13:40);0.4;0.0;0.4;0.0
Oviedo;Asturias;20.1 (14:50);6.6 (00:00);13.4;46 (15:40);26 (16:30);0.0;0.0;0.0;0.0
Tineo, Soto de la Barca;Asturias;16.6 (14:20);6.7 (00:00);11.7;32 (10:20);12 (07:50);0.2;0.0;0.2;0.0
Pola de Somiedo;Asturias;16.5 (14:50);4.1 (00:00);10.3;38 (20:40);14 (15:40);1.8;0.0;1.6;0.2
Salas;Asturias;17.5 (15:10);6.8 (00:00);12.2;63 (12:00);33 (12:00);1.2;0.6;0.4;0.2
Cabo Busto;Asturias;18.2 (13:40);10.6 (00:00);14.4;92 (08:20);65 (14:50);;;;0.0
