Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Estaca de Bares;A Coruña;10.0 (14:40);6.8 (23:20);8.4;95 (23:30);67 (18:30);;;;
As Pontes;A Coruña;13.5 (13:40);-1.2 (05:40);6.1;;;;;;
A Coruña;A Coruña;14.5 (13:10);5.8 (06:10);10.2;43 (23:30);29 (16:30);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;16.3 (15:20);0.4 (07:30);8.3;41 (19:50);29 (19:50);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;17.7 (14:40);-2.2 (08:00);7.8;;;;;;
Cabo Vilan;A Coruña;;;;66 (22:00);46 (21:20);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;16.7 (14:10);1.6 (04:20);9.2;;;;;;
Fisterra;A Coruña;18.5 (14:10);7.2 (23:59);12.8;58 (23:30);42 (23:30);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;17.1 (16:00);0.3 (05:30);8.7;;;;;;
Santiago de Compostela Aeropuerto;A Coruña;17.1 (15:30);2.9 (23:50);10.0;21 (14:10);8 (11:20);0.0;0.0;0.0;0.0
Noia;A Coruña;20.2 (16:10);5.4 (05:40);12.8;27 (19:50);10 (19:40);;;;
Boiro;A Coruña;20.9 (16:30);1.4 (08:10);11.1;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;20.6 (15:00);-1.1 (08:10);9.8;38 (19:50);26 (03:10);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;17.7 (14:20);2.8 (08:00);10.3;30 (17:40);13 (17:40);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;18.4 (16:40);3.6 (08:30);11.0;;;;;;
Ossa de Montiel;Albacete;16.2 (15:50);-3.9 (06:50);6.2;17 (12:30);10 (13:20);0.0;0.0;0.0;0.0
Villarrobledo;Albacete;18.3 (15:40);-2.9 (05:40);7.7;23 (17:00);13 (17:30);0.0;0.0;0.0;0.0
Munera;Albacete;14.2 (16:30);-5.0 (07:50);4.6;22 (13:40);11 (14:20);0.0;0.0;0.0;0.0
Yeste, Embalse Fuensanta;Albacete;22.0 (16:00);-1.3 (07:20);10.4;;;0.0;0.0;0.0;0.0
Nerpio;Albacete;12.6 (15:30);-6.5 (06:40);3.1;;;0.0;0.0;0.0;0.0
Yeste;Albacete;17.0 (14:50);1.0 (06:50);9.0;;;0.0;0.0;0.0;0.0
Hellín;Albacete;18.7 (16:10);3.0 (06:40);10.9;22 (13:20);13 (12:00);0.0;0.0;0.0;0.0
Tobarra;Albacete;19.3 (15:10);1.6 (08:10);10.4;;;0.0;0.0;0.0;0.0
Albacete Base Aérea;Albacete;17.2 (16:20);-3.2 (07:20);7.0;;;0.0;0.0;0.0;0.0
Chinchilla;Albacete;15.2 (16:20);0.9 (06:40);8.0;27 (15:20);20 (05:50);0.0;0.0;0.0;0.0
Albacete;Albacete;18.0 (16:00);-1.3 (07:30);8.4;21 (14:20);8 (13:00);0.0;0.0;0.0;0.0
Alcalá del Júcar;Albacete;17.9 (16:50);-0.6 (08:00);8.6;23 (23:59);13 (23:59);0.0;0.0;0.0;0.0
Almansa;Albacete;17.9 (15:40);1.5 (23:00);9.7;23 (03:40);14 (03:30);0.0;0.0;0.0;0.0
Orihuela;Alacant/Alicante;20.3 (13:50);5.1 (07:20);12.7;30 (14:20);20 (10:10);0.0;0.0;0.0;0.0
Pinoso;Alacant/Alicante;16.6 (14:10);-2.9 (08:10);6.9;26 (14:50);15 (14:50);0.0;0.0;0.0;0.0
Rojales;Alacant/Alicante;17.7 (12:50);8.7 (07:20);13.2;34 (13:40);21 (13:00);0.0;0.0;0.0;0.0
Villena;Alacant/Alicante;17.6 (14:40);-1.8 (07:50);7.9;36 (16:10);27 (16:10);0.0;0.0;0.0;0.0
Novelda;Alacant/Alicante;18.9 (12:20);8.6 (08:30);13.8;;;0.0;0.0;0.0;0.0
Elche/Elx;Alacant/Alicante;19.1 (11:20);7.2 (01:40);13.2;;;0.0;0.0;0.0;0.0
Alicante-Elche Aeropuerto;Alacant/Alicante;17.7 (11:10);7.5 (01:30);12.6;37 (09:40);24 (14:00);;0.0;;
Alicante/Alacant;Alacant/Alicante;16.4 (11:10);6.3 (03:50);11.3;30 (12:00);14 (12:10);0.0;0.0;0.0;0.0
Benidorm;Alacant/Alicante;17.9 (12:30);5.7 (01:40);11.8;28 (14:50);15 (14:50);0.0;0.0;0.0;0.0
Jávea/ Xàbia;Alacant/Alicante;16.7 (13:30);2.2 (03:30);9.5;34 (09:20);21 (09:20);0.0;0.0;0.0;0.0
Pego;Alacant/Alicante;16.3 (13:30);10.2 (07:40);13.2;31 (01:00);19 (01:50);0.0;0.0;0.0;0.0
Alcoy/Alcoi;Alacant/Alicante;15.2 (14:50);5.6 (07:10);10.4;24 (06:10);17 (01:50);0.0;0.0;0.0;0.0
