Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Alforja;Tarragona;16.9 (14:50);3.2 (23:00);10.0;47 (02:40);22 (00:10);0.0;0.0;0.0;0.0
Reus Aeropuerto;Tarragona;17.6 (13:20);2.3 (08:40);10.0;22 (00:10);16 (14:10);0.0;0.0;0.0;0.0
Valls;Tarragona;17.0 (14:30);1.6 (07:40);9.3;;;0.0;0.0;0.0;0.0
Tarragona;Tarragona;16.4 (14:40);6.3 (03:50);11.3;;;0.0;0.0;0.0;0.0
Pontons;Barcelona;14.5 (15:10);0.7 (08:10);7.6;18 (16:40);13 (16:00);0.0;0.0;0.0;0.0
Vilafranca del Penedès;Barcelona;16.2 (15:30);2.7 (05:30);9.5;22 (16:50);13 (16:50);0.0;0.0;0.0;0.0
Sitges;Barcelona;15.5 (14:10);5.9 (04:50);10.7;24 (16:50);13 (16:50);0.0;0.0;0.0;0.0
Barcelona Aeropuerto;Barcelona;16.0 (13:10);6.8 (05:20);11.4;26 (05:30);21 (09:00);;0.0;0.0;
Berga;Barcelona;;;;;;;0.0;0.0;
Balsareny;Barcelona;16.5 (17:00);-2.4 (06:40);7.0;16 (14:20);10 (03:20);0.0;0.0;0.0;0.0
Prats de Lluçanès;Barcelona;15.4 (16:00);-1.5 (08:30);6.9;15 (15:20);7 (23:30);0.0;0.0;0.0;0.0
Moià;Barcelona;14.9 (16:10);2.4 (06:50);8.6;20 (13:50);10 (13:50);0.0;0.0;0.0;0.0
Manresa;Barcelona;17.8 (16:40);-0.5 (09:20);8.6;23 (20:00);14 (20:10);0.0;0.0;0.0;0.0
Monistrol de Montserrat;Barcelona;11.6 (15:20);4.2 (06:40);7.9;;;0.0;0.0;0.0;0.0
