Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Baztan, Irurita;Navarra;18.0 (16:40);2.7 (06:00);10.4;15 (17:50);9 (17:50);0.0;0.0;0.0;0.0
Bera;Navarra;18.2 (15:40);3.2 (07:00);10.7;16 (16:50);9 (17:40);0.2;0.0;0.0;0.2
Irún;Gipuzkoa;15.6 (15:00);7.7 (08:00);11.7;15 (12:40);8 (01:00);0.0;0.0;0.0;0.0
San Sebastián Aeropuerto;Gipuzkoa;15.2 (15:20);7.4 (08:20);11.3;17 (15:40);13 (16:00);0.0;0.0;0.0;0.0
Renteria;Gipuzkoa;17.1 (15:30);3.7 (23:59);10.4;16 (16:20);8 (16:20);0.0;0.0;0.0;0.0
Segura - Lastala;Gipuzkoa;18.2 (16:20);2.6 (08:30);10.4;18 (15:30);8 (15:10);0.0;0.0;0.0;0.0
Beasain;Gipuzkoa;18.4 (15:10);2.9 (08:40);10.6;22 (18:20);12 (18:20);0.0;0.0;0.0;0.0
Ordizia;Gipuzkoa;18.0 (16:10);3.6 (08:20);10.8;23 (15:30);13 (15:30);0.0;0.0;0.0;0.0
Areso;Navarra;15.3 (15:00);2.5 (08:40);8.9;19 (17:50);9 (17:40);0.2;0.2;0.0;0.0
Legazpia;Gipuzkoa;14.9 (15:40);1.6 (08:10);8.2;;;0.0;0.0;0.0;0.0
Zumarraga;Gipuzkoa;14.3 (17:10);1.9 (08:10);8.1;18 (15:00);10 (17:30);0.0;0.0;0.0;0.0
Azpeitia;Gipuzkoa;18.2 (15:20);3.8 (23:59);11.0;20 (17:40);8 (00:50);0.0;0.0;0.0;0.0
Zumaia;Gipuzkoa;15.5 (11:40);5.6 (23:59);10.5;26 (15:40);17 (13:40);0.0;0.0;0.0;0.0
Aramaio;Araba/Álava;15.3 (15:30);1.9 (07:40);8.6;;;0.0;0.0;0.0;0.0
Aretxabaleta;Gipuzkoa;17.3 (14:50);1.6 (08:40);9.4;;;0.0;0.0;0.0;0.0
Elgeta;Gipuzkoa;15.6 (15:50);3.5 (07:50);9.6;17 (00:20);8 (00:10);0.0;0.0;0.0;0.0
Elgoibar;Gipuzkoa;17.4 (15:50);2.9 (23:59);10.1;17 (16:50);10 (16:50);0.0;0.0;0.0;0.0
Mutriku;Gipuzkoa;14.2 (16:10);8.0 (08:30);11.1;20 (05:20);12 (05:20);0.0;0.0;0.0;0.0
Forua;Bizkaia;18.2 (14:30);3.6 (23:59);10.9;22 (17:10);14 (16:50);0.0;0.0;0.0;0.0
Machichaco;Bizkaia;13.7 (15:50);7.6 (07:50);10.6;32 (00:20);26 (00:20);0.0;0.0;0.0;0.0
Punta Galea;Bizkaia;16.1 (15:20);5.6 (08:20);10.9;;;;0.0;;0.0
Amurrio;Araba/Álava;17.4 (17:10);1.1 (07:50);9.2;15 (17:30);10 (19:00);0.0;0.0;0.0;0.0
Orozko;Bizkaia;19.3 (15:20);1.5 (08:20);10.4;17 (18:20);12 (18:30);0.0;0.0;0.0;0.0
Abadiño;Bizkaia;14.1 (14:40);0.7 (08:40);7.4;;;0.0;0.0;0.0;0.0
Amorebieta--Etxano;Bizkaia;19.2 (16:40);2.8 (23:59);11.0;24 (17:40);15 (17:50);0.0;0.0;0.0;0.0
Balmaseda;Bizkaia;18.8 (16:00);-0.1 (08:00);9.3;;;0.0;0.0;0.0;0.0
Güeñes;Bizkaia;18.2 (15:30);2.8 (08:40);10.5;10 (15:30);5 (19:30);0.0;0.0;0.0;0.0
Bilbao Aeropuerto;Bizkaia;19.2 (16:00);3.8 (23:59);11.5;22 (17:00);15 (17:30);0.0;0.0;0.0;0.0
Sopuerta;Bizkaia;20.5 (16:00);3.0 (08:20);11.8;18 (17:10);10 (17:30);0.0;0.0;0.0;0.0
Castro Urdiales;Cantabria;15.5 (14:30);6.1 (08:20);10.8;15 (12:10);11 (12:00);0.0;0.0;0.0;0.0
Ramales de la Victoria;Cantabria;17.5 (16:50);1.0 (08:00);9.3;12 (17:10);5 (15:10);0.0;0.0;0.0;0.0
Barcena de Cicero, Treto;Cantabria;15.4 (14:50);3.3 (08:20);9.3;22 (16:40);14 (16:50);0.0;0.0;0.0;0.0
Soba, Alto Miera;Cantabria;17.4 (15:50);2.6 (00:40);10.0;15 (06:30);9 (04:40);0.0;0.0;0.0;0.0
Santander Aeropuerto;Cantabria;16.2 (14:30);2.6 (08:10);9.4;30 (15:40);17 (16:20);0.0;0.0;0.0;0.0
Santander;Cantabria;15.1 (13:10);7.2 (07:30);11.2;23 (16:30);17 (16:30);0.0;0.0;0.0;0.0
Villacarriedo;Cantabria;19.1 (15:30);-0.3 (08:30);9.4;25 (17:10);19 (17:20);0.0;0.0;0.0;0.0
Los Tojos, Bárcena Mayor;Cantabria;19.9 (15:40);-2.1 (07:50);8.9;30 (16:50);15 (16:40);0.0;0.0;0.0;0.0
San Felices de Buelna;Cantabria;20.7 (15:30);0.9 (08:30);10.8;20 (17:10);12 (17:10);0.0;0.0;0.0;0.0
Torrelavega, Sierrapando;Cantabria;19.5 (15:00);4.2 (08:10);11.8;23 (15:40);17 (15:40);0.0;0.0;0.0;0.0
San Vicente de la Barquera;Cantabria;15.2 (14:40);4.6 (08:20);9.9;18 (06:40);13 (08:30);0.0;0.0;0.0;0.0
Camaleño, Fuente De;Cantabria;18.2 (15:50);1.0 (00:30);9.6;14 (14:30);6 (14:00);0.0;0.0;0.0;0.0
Cillórigo de Liébana, Tama;Cantabria;20.3 (16:00);-1.7 (08:20);9.3;45 (17:30);24 (17:30);0.0;0.0;0.0;0.0
Tresviso;Cantabria;16.4 (15:40);3.0 (00:20);9.7;18 (16:20);10 (16:20);0.0;0.0;0.0;0.0
Posada de Valdeón, Soto;León;16.6 (15:10);-1.9 (02:20);7.4;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;19.4 (15:30);3.8 (04:00);11.6;36 (17:10);27 (16:10);0.0;0.0;0.0;0.0
Llanes;Asturias;16.1 (14:30);6.3 (07:40);11.2;18 (13:50);12 (14:50);0.0;0.0;0.0;0.0
Amieva, Panizales;Asturias;21.4 (15:30);1.6 (08:20);11.5;28 (15:50);14 (15:50);0.0;0.0;0.0;0.0
Piloña, Bargaéu;Asturias;20.6 (15:10);0.8 (09:00);10.7;23 (15:30);11 (15:30);0.0;0.0;0.0;0.0
Colunga;Asturias;15.6 (13:10);4.3 (07:50);10.0;17 (08:00);13 (09:00);0.0;0.0;0.0;0.0
Gijón, Campus;Asturias;16.4 (14:00);1.7 (08:30);9.0;27 (14:30);16 (14:30);0.0;0.0;0.0;0.0
Cabo Peñas;Asturias;13.2 (13:30);7.5 (05:30);10.3;21 (10:40);15 (10:40);0.0;0.0;0.0;0.0
Asturias Aeropuerto;Asturias;15.2 (12:40);5.2 (08:20);10.2;28 (07:20);17 (07:20);0.0;0.0;0.0;0.0
Pajares-Valgrande;Asturias;12.6 (16:00);0.0 (01:20);6.3;24 (16:40);17 (23:59);0.0;0.0;0.0;0.0
Lena, Ronzón;Asturias;20.0 (15:20);-0.9 (07:10);9.6;33 (15:50);19 (15:50);0.0;0.0;0.0;0.0
Aller, Felechosa;Asturias;18.6 (14:40);0.1 (07:20);9.4;17 (17:30);11 (17:40);0.0;0.0;0.0;0.0
Mieres, Baiña;Asturias;21.4 (14:50);2.1 (09:00);11.7;26 (15:30);14 (15:40);0.0;0.0;0.0;0.0
Oviedo;Asturias;18.6 (14:20);3.9 (08:10);11.3;27 (15:20);14 (15:20);0.0;0.0;0.0;0.0
Tineo, Soutu;Asturias;20.6 (15:20);0.1 (09:00);10.4;27 (15:30);16 (15:30);0.0;0.0;0.0;0.0
Pola de Somiedo;Asturias;20.0 (15:00);-1.0 (07:00);9.5;26 (16:20);13 (16:20);0.0;0.0;0.0;0.0
Salas, Camuño;Asturias;19.4 (14:40);3.3 (07:30);11.3;26 (15:10);18 (15:00);0.0;0.0;0.0;0.0
Cabo Busto;Asturias;13.7 (13:20);4.7 (08:40);9.2;24 (07:00);19 (07:00);0.0;0.0;0.0;0.0
Cervantes;Lugo;18.0 (13:30);5.6 (00:30);11.8;18 (18:00);11 (19:10);0.0;0.0;0.0;0.0
Degaña;Asturias;16.4 (16:00);0.4 (00:30);8.4;26 (14:00);15 (23:50);0.0;0.0;0.0;0.0
Ibias, San Antolin;Asturias;18.4 (16:10);3.0 (07:30);10.7;22 (16:30);15 (13:30);0.0;0.0;0.0;0.0
Villayón, Oneta;Asturias;15.4 (13:30);5.2 (06:50);10.3;29 (15:10);20 (15:10);0.0;0.0;0.0;0.0
Castropol;Asturias;15.9 (12:50);3.1 (08:20);9.5;27 (09:50);14 (10:30);0.0;0.0;0.0;0.0
Taramundi, Ouria;Asturias;16.4 (13:20);4.3 (02:30);10.3;36 (14:50);27 (14:50);0.0;0.0;0.0;0.0
Ribadeo;Lugo;15.1 (12:50);2.8 (08:30);9.0;21 (14:30);14 (06:30);0.0;0.0;0.0;0.0
Mondoñedo;Lugo;17.3 (14:20);-0.2 (08:30);8.5;;;0.0;0.0;0.0;0.0
Burela;Lugo;13.2 (12:50);4.8 (07:50);9.0;;;0.0;0.0;0.0;0.0
Estaca de Bares;A Coruña;13.7 (13:30);7.8 (07:30);10.8;36 (22:30);26 (22:00);0.0;0.0;0.0;0.0
Ferrol;A Coruña;16.3 (13:30);2.9 (08:30);9.6;31 (16:40);23 (16:40);0.0;0.0;0.0;0.0
As Pontes;A Coruña;18.9 (15:30);-1.3 (06:40);8.8;;;0.0;0.0;0.0;0.0
A Coruña;A Coruña;13.8 (12:30);5.7 (07:50);9.8;30 (16:10);18 (15:50);0.0;0.0;0.0;0.0
A Coruña Bens;A Coruña;12.6 (17:30);6.0 (08:10);9.3;27 (15:00);22 (14:10);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;14.3 (18:10);1.3 (08:00);7.8;30 (14:30);18 (14:30);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;14.5 (13:30);-0.3 (08:10);7.1;;;0.0;0.0;0.0;0.0
Cabo Vilán;A Coruña;13.8 (17:20);7.6 (08:50);10.7;47 (14:20);37 (14:20);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;16.3 (13:50);2.5 (06:10);9.4;;;0.0;0.0;0.0;0.0
Fisterra;A Coruña;15.6 (12:10);8.9 (23:20);12.3;54 (22:00);41 (07:20);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;17.3 (14:30);4.4 (06:40);10.8;;;0.0;0.0;0.0;0.0
Sobrado;A Coruña;23.3 (15:00);-3.0 (08:00);10.1;;;0.0;0.0;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;19.2 (15:10);2.2 (06:30);10.7;30 (19:00);19 (19:00);0.0;0.0;0.0;0.0
Noia;A Coruña;20.6 (15:20);7.9 (08:50);14.3;19 (05:40);6 (05:50);0.0;0.0;0.0;0.0
Monte Iroite;A Coruña;;;;;;0.0;0.0;0.0;0.0
Boiro;A Coruña;20.1 (12:20);3.0 (08:10);11.6;;;0.0;0.0;0.0;0.0
Monterroso;Lugo;19.6 (15:50);5.4 (03:40);12.5;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;20.3 (16:10);6.3 (03:50);13.3;31 (11:50);21 (11:50);0.0;0.0;0.0;0.0
A Estrada;Pontevedra;20.1 (16:00);2.5 (06:10);11.3;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;21.7 (16:00);0.6 (09:10);11.2;27 (17:50);16 (09:00);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;20.5 (15:10);5.1 (08:00);12.8;34 (17:20);15 (17:20);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;;;;;;;0.0;0.0;
Vilagarcía de Arousa;Pontevedra;21.3 (15:40);5.5 (06:50);13.4;33 (19:50);16 (19:50);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;20.3 (14:30);7.0 (09:10);13.6;22 (20:40);13 (03:40);0.0;0.0;0.0;0.0
A Lama;Pontevedra;21.5 (14:50);7.0 (08:50);14.3;35 (10:30);19 (10:50);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;20.2 (14:00);6.2 (08:40);13.2;32 (16:50);18 (15:00);0.0;0.0;0.0;0.0
Vigo;Pontevedra;19.7 (15:30);11.6 (06:40);15.7;19 (23:10);8 (14:10);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;18.9 (16:30);-2.0 (08:10);8.4;27 (16:40);12 (16:30);0.0;0.0;0.0;0.0
Lugo;Lugo;19.4 (17:00);1.5 (08:50);10.4;25 (17:40);12 (17:20);0.0;0.0;0.0;0.0
O Páramo;Lugo;19.0 (16:00);0.8 (09:20);9.9;;;0.0;0.0;0.0;0.0
Becerreá;Lugo;16.4 (13:30);3.8 (02:40);10.1;21 (17:00);14 (17:20);0.0;0.0;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;21.2 (15:20);-4.8 (08:20);8.2;27 (17:40);17 (17:30);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;14.7 (16:30);0.8 (01:30);7.7;27 (14:20);18 (18:30);0.0;0.0;0.0;0.0
Ponferrada;León;19.9 (17:20);-0.7 (08:00);9.6;12 (21:50);9 (21:50);0.0;0.0;0.0;0.0
Vega de Espinareda;León;20.5 (16:40);-1.4 (08:20);9.6;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;18.6 (16:40);0.2 (09:10);9.4;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;17.6 (16:10);0.3 (08:10);9.0;21 (20:00);12 (19:40);0.0;0.0;0.0;0.0
Chandrexa de Queixa;Ourense;;;;;;;0.0;0.0;0.0
Folgoso do Courel;Lugo;21.2 (15:50);0.3 (08:10);10.8;;;0.0;0.0;0.0;0.0
Monforte de Lemos;Lugo;22.4 (16:30);-1.8 (08:40);10.3;23 (17:50);9 (17:50);0.0;0.0;0.0;0.0
Ourense;Ourense;24.8 (17:30);1.0 (09:00);12.9;16 (19:30);6 (13:10);0.0;0.0;0.0;0.0
Beariz;Ourense;21.5 (17:00);-2.4 (08:20);9.5;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;23.6 (17:00);0.1 (08:10);11.9;19 (18:30);9 (18:30);0.0;0.0;0.0;0.0
Ribadavia;Ourense;23.9 (17:20);0.3 (08:50);12.1;10 (19:00);5 (13:40);0.0;0.0;0.0;0.0
Allariz;Ourense;21.8 (16:40);-0.6 (07:50);10.6;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;21.8 (16:00);6.6 (05:20);14.2;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;22.8 (15:50);2.0 (08:30);12.4;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;22.0 (16:30);6.1 (08:50);14.0;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;20.3 (17:10);-5.8 (08:10);7.2;23 (12:10);13 (13:40);0.0;0.0;0.0;0.0
Santillana del Mar, Altamira;Cantabria;18.6 (15:00);3.3 (07:40);11.0;22 (16:50);14 (08:50);0.0;0.0;0.0;0.0
Vinuesa, Quintanarejo;Soria;14.3 (14:10);-4.2 (07:30);5.1;;;0.0;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;12.8 (15:50);-1.2 (06:00);5.8;44 (10:50);32 (11:10);0.0;0.0;0.0;0.0
Soria;Soria;17.5 (14:20);-1.6 (08:00);7.9;35 (12:10);15 (12:00);0.0;0.0;0.0;0.0
Lubia;Soria;18.4 (15:10);-4.2 (07:40);7.1;27 (22:30);16 (20:10);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;18.3 (16:50);-7.0 (07:30);5.6;23 (20:10);15 (11:10);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;15.8 (17:40);-3.6 (06:40);6.1;26 (15:10);15 (15:20);0.0;0.0;0.0;0.0
Ucero;Soria;18.2 (15:50);-6.2 (08:40);6.0;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;18.2 (15:30);-6.3 (08:10);6.0;29 (15:50);18 (15:50);0.0;0.0;0.0;0.0
Liceras;Soria;15.0 (15:40);-0.2 (06:40);7.4;25 (15:30);18 (05:50);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;16.9 (16:50);-2.7 (06:00);7.1;25 (14:40);16 (15:30);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;16.6 (16:30);-5.0 (08:30);5.8;51 (15:40);13 (15:20);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;16.0 (16:30);-5.0 (07:50);5.5;24 (16:50);14 (16:50);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;13.9 (16:20);1.8 (07:50);7.8;27 (23:00);18 (23:00);0.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;10.5 (14:40);-0.5 (05:00);5.0;36 (23:59);31 (23:59);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;17.1 (16:10);-4.7 (08:30);6.2;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;20.3 (18:20);-6.0 (07:50);7.1;23 (15:10);11 (15:30);0.0;0.0;0.0;0.0
Pedraza;Segovia;15.1 (16:10);0.7 (05:40);7.9;29 (12:40);18 (12:40);0.0;0.0;0.0;0.0
Cuéllar;Segovia;19.1 (16:20);-5.9 (04:40);6.6;33 (16:10);19 (17:00);0.0;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;19.3 (14:50);0.7 (08:10);10.0;27 (16:40);12 (10:30);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;17.2 (16:30);-6.6 (08:10);5.3;30 (18:30);18 (19:20);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;17.0 (17:00);-4.9 (08:20);6.0;23 (03:40);13 (20:00);0.0;0.0;0.0;0.0
Villadiego;Burgos;19.6 (17:30);-3.4 (06:20);8.1;31 (19:10);23 (00:10);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;18.1 (17:00);-5.3 (06:50);6.4;18 (20:40);10 (20:40);0.0;0.0;0.0;0.0
Ólvega;Soria;14.6 (16:10);-3.7 (07:20);5.5;51 (16:40);23 (13:20);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;17.5 (16:00);-6.6 (08:20);5.5;28 (16:10);14 (01:10);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;13.7 (14:50);-4.7 (07:50);4.5;33 (19:10);19 (11:50);0.0;0.0;0.0;0.0
Villamayor de los Montes;Burgos;16.7 (16:30);-4.2 (07:30);6.3;27 (17:10);15 (16:50);0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;16.2 (16:20);-6.1 (08:20);5.1;22 (00:10);16 (17:40);0.0;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;16.1 (16:40);1.7 (02:20);8.9;31 (16:00);17 (16:00);0.0;0.0;0.0;0.0
Carrión de los Condes;Palencia;17.1 (16:20);-4.6 (08:10);6.3;23 (22:50);11 (23:20);0.0;0.0;0.0;0.0
Autilla del Pino;Palencia;15.8 (17:10);-3.8 (08:00);6.0;17 (08:30);15 (08:30);0.0;0.0;0.0;0.0
Palencia;Palencia;17.7 (16:50);-4.7 (08:00);6.5;16 (21:30);9 (19:30);0.0;0.0;0.0;0.0
Valladolid;Valladolid;17.0 (16:50);-0.6 (08:30);8.2;19 (15:50);7 (18:40);0.0;0.0;0.0;0.0
Muñotello;Ávila;15.4 (15:30);1.9 (07:00);8.6;21 (16:30);13 (16:30);0.0;0.0;0.0;0.0
Ávila;Ávila;15.3 (16:20);-1.3 (07:40);7.0;28 (17:10);17 (17:20);0.0;0.0;0.0;0.0
Arevalo;Ávila;17.0 (16:50);-3.4 (08:30);6.8;23 (14:40);13 (13:40);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;11.2 (11:50);1.8 (01:00);6.5;45 (00:10);30 (00:10);0.0;0.0;0.0;0.0
Segovia;Segovia;16.2 (14:40);0.9 (08:00);8.6;33 (17:10);19 (18:10);0.0;0.0;0.0;0.0
San Rafael;Segovia;15.3 (16:00);-0.2 (07:40);7.6;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;16.8 (16:20);-1.5 (06:50);7.6;35 (13:30);24 (00:50);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;11.4 (12:30);2.9 (03:20);7.1;31 (05:30);26 (00:10);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;17.7 (16:50);-1.7 (08:20);8.0;26 (14:40);18 (00:50);0.0;0.0;0.0;0.0
Rueda;Valladolid;16.8 (17:20);-1.1 (05:40);7.8;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;15.5 (16:20);3.7 (08:50);9.6;28 (16:30);20 (17:00);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;17.7 (16:50);-4.1 (07:00);6.8;22 (16:40);14 (10:40);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;19.3 (16:30);-2.5 (08:10);8.4;23 (23:59);17 (23:20);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;15.3 (16:40);-2.6 (07:50);6.4;24 (15:10);16 (10:10);0.0;0.0;0.0;0.0
Coreses;Zamora;17.5 (16:20);-2.4 (07:30);7.5;26 (08:10);20 (08:20);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;15.3 (15:20);-3.7 (07:00);5.8;21 (14:10);13 (12:20);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;18.4 (17:10);-3.7 (07:10);7.3;19 (22:10);9 (22:20);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;16.7 (17:20);-4.5 (08:10);6.1;16 (15:50);11 (07:10);0.0;0.0;0.0;0.0
Villafáfila;Zamora;17.7 (17:00);-3.7 (06:40);7.0;18 (17:50);13 (07:00);0.0;0.0;0.0;0.0
Zamora;Zamora;17.6 (16:30);-1.6 (08:30);8.0;15 (14:00);9 (17:30);0.0;0.0;0.0;0.0
Riaño;León;15.8 (15:00);-5.4 (08:10);5.2;30 (18:10);15 (18:00);0.0;0.0;0.0;0.0
