Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Baztan, Irurita;Navarra;16.7 (16:50);1.1 (05:50);8.9;12 (17:30);5 (14:00);0.0;0.0;0.0;0.0
Bera;Navarra;18.3 (15:10);3.9 (05:40);11.1;19 (16:10);10 (14:00);0.0;0.0;0.0;0.0
Irún;Gipuzkoa;14.0 (13:40);6.0 (09:00);10.0;11 (14:20);7 (23:10);0.0;0.0;0.0;0.0
San Sebastián Aeropuerto;Gipuzkoa;14.2 (13:40);6.1 (08:20);10.1;24 (09:30);13 (14:20);0.0;0.0;0.0;0.0
Renteria;Gipuzkoa;18.2 (15:40);3.5 (08:30);10.9;17 (17:10);11 (17:10);0.0;0.0;0.0;0.0
Segura - Lastala;Gipuzkoa;16.6 (16:30);2.7 (07:10);9.7;9 (03:10);5 (12:50);0.0;0.0;0.0;0.0
Beasain;Gipuzkoa;17.6 (16:10);4.1 (08:10);10.9;17 (18:20);10 (18:20);0.0;0.0;0.0;0.0
Ordizia;Gipuzkoa;16.5 (16:00);3.9 (06:10);10.2;17 (18:20);10 (18:20);0.0;0.0;0.0;0.0
Areso;Navarra;14.6 (16:00);2.4 (05:40);8.5;39 (23:30);22 (22:50);0.0;0.0;0.0;0.0
Legazpia;Gipuzkoa;14.6 (16:20);1.4 (08:20);8.0;;;0.0;0.0;0.0;0.0
Zumarraga;Gipuzkoa;12.9 (16:30);2.1 (08:10);7.5;10 (17:20);4 (13:40);;;;
Azpeitia;Gipuzkoa;17.3 (15:50);3.7 (08:30);10.5;24 (17:50);8 (17:50);0.0;0.0;0.0;0.0
Zumaia;Gipuzkoa;12.9 (13:10);5.7 (08:30);9.3;18 (13:30);14 (13:40);0.0;0.0;0.0;0.0
Aramaio;Araba/Álava;12.8 (15:10);1.8 (04:30);7.3;;;0.0;0.0;0.0;0.0
Aretxabaleta;Gipuzkoa;14.7 (15:10);1.1 (08:50);7.9;;;0.0;0.0;0.0;0.0
Elgeta;Gipuzkoa;14.1 (16:20);2.4 (06:30);8.3;14 (08:20);10 (06:00);0.0;0.0;0.0;0.0
Elgoibar;Gipuzkoa;14.9 (15:30);3.1 (05:40);9.0;25 (17:30);12 (17:30);0.0;0.0;0.0;0.0
Mutriku;Gipuzkoa;12.1 (13:40);6.5 (08:10);9.3;15 (04:40);9 (05:40);0.0;0.0;0.0;0.0
Forua;Bizkaia;13.6 (13:40);1.1 (07:00);7.4;26 (16:40);17 (16:10);0.2;0.2;0.0;0.0
Machichaco;Bizkaia;11.7 (12:00);6.8 (01:40);9.3;30 (04:10);19 (23:59);0.0;0.0;0.0;0.0
Punta Galea;Bizkaia;;;;17 (06:10);10 (06:20);0.0;0.0;0.0;0.0
Amurrio;Araba/Álava;15.4 (16:10);0.7 (08:20);8.0;21 (13:50);12 (14:00);0.0;0.0;0.0;0.0
Orozko;Bizkaia;17.2 (16:10);1.0 (04:00);9.1;13 (17:50);7 (17:00);0.0;0.0;0.0;0.0
Abadiño;Bizkaia;11.9 (15:20);1.0 (02:20);6.4;;;0.0;0.0;0.0;0.0
Amorebieta--Etxano;Bizkaia;17.1 (16:00);1.8 (06:30);9.5;29 (17:00);18 (17:00);0.2;0.0;0.2;0.0
Balmaseda;Bizkaia;15.3 (16:00);1.6 (08:50);8.5;;;0.0;0.0;0.0;0.0
Güeñes;Bizkaia;15.8 (16:10);2.5 (08:10);9.2;13 (17:30);8 (17:30);0.1;0.1;0.0;0.0
Bilbao Aeropuerto;Bizkaia;15.6 (14:50);2.4 (05:00);9.0;30 (16:30);23 (16:30);0.0;0.0;0.0;0.0
Sopuerta;Bizkaia;15.9 (15:40);2.4 (06:10);9.1;25 (16:20);14 (16:20);0.2;0.2;0.0;0.0
Castro Urdiales;Cantabria;11.8 (15:30);5.2 (07:20);8.5;17 (16:20);12 (16:20);0.0;0.0;0.0;0.0
Ramales de la Victoria;Cantabria;14.9 (15:40);2.5 (08:30);8.7;18 (16:50);9 (16:00);0.0;0.0;0.0;0.0
Barcena de Cicero, Treto;Cantabria;12.7 (15:50);2.4 (07:00);7.5;18 (16:00);10 (03:00);0.0;0.0;0.0;0.0
Soba, Alto Miera;Cantabria;14.4 (15:10);3.9 (01:40);9.1;22 (15:40);15 (15:40);0.0;0.0;0.0;0.0
Santander Aeropuerto;Cantabria;12.6 (12:30);2.6 (04:50);7.6;22 (15:10);15 (15:10);0.0;0.0;0.0;0.0
Santander;Cantabria;11.6 (16:40);6.1 (07:10);8.9;29 (00:10);20 (00:10);0.0;0.0;0.0;0.0
Villacarriedo;Cantabria;13.7 (14:30);1.8 (08:40);7.7;21 (15:10);13 (15:10);0.0;0.0;0.0;0.0
Los Tojos, Bárcena Mayor;Cantabria;14.4 (13:50);0.6 (04:40);7.5;21 (15:40);12 (15:40);0.0;0.0;0.0;0.0
San Felices de Buelna;Cantabria;15.4 (14:20);3.1 (09:30);9.2;20 (15:00);11 (15:00);0.0;0.0;0.0;0.0
Torrelavega, Sierrapando;Cantabria;11.3 (13:20);4.3 (07:10);7.8;23 (14:50);16 (14:50);0.0;0.0;0.0;0.0
San Vicente de la Barquera;Cantabria;12.1 (13:40);4.8 (05:20);8.5;22 (14:00);15 (14:00);0.0;0.0;0.0;0.0
Camaleño, Fuente De;Cantabria;12.3 (15:30);2.0 (00:00);7.2;21 (12:30);7 (12:40);0.0;0.0;0.0;0.0
Cillórigo de Liébana, Tama;Cantabria;15.0 (15:20);1.8 (07:40);8.4;25 (16:40);10 (16:20);0.0;0.0;0.0;0.0
Tresviso;Cantabria;12.2 (12:40);4.0 (23:00);8.1;12 (07:20);9 (07:20);0.0;0.0;0.0;0.0
Posada de Valdeón, Soto;León;12.5 (13:30);1.2 (23:59);6.9;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;11.7 (14:20);4.6 (08:50);8.1;24 (15:00);16 (14:50);0.0;0.0;0.0;0.0
Llanes;Asturias;12.7 (11:20);7.1 (06:20);9.9;30 (14:00);17 (13:40);0.0;0.0;0.0;0.0
Amieva, Panizales;Asturias;13.4 (14:20);5.2 (07:40);9.3;23 (14:20);11 (14:20);0.0;0.0;0.0;0.0
Piloña, Bargaéu;Asturias;10.4 (13:20);7.3 (23:59);8.8;12 (00:30);7 (01:00);0.0;0.0;0.0;0.0
Colunga;Asturias;11.8 (12:30);6.1 (23:59);9.0;23 (00:10);15 (00:20);0.0;0.0;0.0;0.0
Gijón, Campus;Asturias;12.2 (15:10);5.7 (03:50);8.9;17 (13:40);10 (13:50);0.0;0.0;0.0;0.0
Cabo Peñas;Asturias;12.0 (14:40);9.3 (23:30);10.7;40 (00:20);28 (00:20);0.0;0.0;0.0;0.0
Asturias Aeropuerto;Asturias;12.0 (13:40);8.3 (23:59);10.2;22 (09:10);14 (11:50);0.0;0.0;0.0;0.0
Pajares-Valgrande;Asturias;7.6 (14:40);1.0 (22:40);4.3;27 (19:20);20 (23:59);0.1;0.1;0.0;0.0
Lena, Ronzón;Asturias;12.1 (13:10);6.7 (08:30);9.4;23 (14:30);15 (14:30);0.0;0.0;0.0;0.0
Aller, Felechosa;Asturias;13.6 (14:10);4.4 (01:40);9.0;23 (14:40);15 (14:40);0.0;0.0;0.0;0.0
Mieres, Baiña;Asturias;11.3 (16:00);7.8 (00:20);9.6;13 (12:40);6 (12:40);0.0;0.0;0.0;0.0
Oviedo;Asturias;10.6 (17:00);7.6 (04:40);9.1;14 (17:30);9 (17:50);0.0;0.0;0.0;0.0
Tineo, Soutu;Asturias;13.8 (15:40);5.9 (23:59);9.9;18 (17:20);11 (17:20);0.2;0.2;0.0;0.0
Pola de Somiedo;Asturias;12.8 (14:10);2.7 (09:00);7.8;20 (15:50);10 (13:50);0.0;0.0;0.0;0.0
Salas, Camuño;Asturias;12.1 (13:50);6.2 (23:50);9.2;16 (15:10);12 (15:20);0.0;0.0;0.0;0.0
Cabo Busto;Asturias;13.5 (13:10);8.2 (23:59);10.8;30 (01:20);16 (23:50);0.0;0.0;0.0;0.0
Cervantes;Lugo;11.2 (17:10);3.8 (23:00);7.5;25 (00:10);14 (00:20);0.0;0.0;0.0;0.0
Degaña;Asturias;9.3 (16:00);0.6 (23:30);5.0;16 (12:30);8 (12:30);0.0;0.0;0.0;0.0
Ibias, San Antolin;Asturias;12.1 (16:20);3.0 (08:40);7.6;26 (18:40);17 (18:20);0.0;0.0;0.0;0.0
Villayón, Oneta;Asturias;10.6 (15:20);6.0 (09:00);8.3;18 (15:40);12 (15:40);0.0;0.0;0.0;0.0
Castropol;Asturias;14.8 (15:00);7.3 (23:10);11.1;17 (23:40);8 (16:30);0.0;0.0;0.0;0.0
Taramundi, Ouria;Asturias;12.0 (13:30);5.6 (22:20);8.8;19 (11:10);14 (11:10);0.0;0.0;0.0;0.0
Ribadeo;Lugo;12.9 (13:30);7.5 (23:59);10.2;16 (23:10);12 (21:30);0.0;0.0;0.0;0.0
Mondoñedo;Lugo;14.3 (16:20);6.6 (22:40);10.5;;;0.0;0.0;0.0;0.0
Burela;Lugo;12.3 (12:40);7.6 (22:30);10.0;;;0.0;0.0;0.0;0.0
Estaca de Bares;A Coruña;12.7 (15:10);9.4 (21:20);11.0;44 (00:30);31 (00:10);0.0;0.0;0.0;0.0
Ferrol;A Coruña;15.0 (17:00);4.8 (08:40);9.9;24 (23:20);16 (23:20);0.0;0.0;0.0;0.0
As Pontes;A Coruña;13.9 (15:20);2.4 (04:00);8.1;;;0.2;0.0;0.0;0.2
A Coruña;A Coruña;13.6 (15:40);6.7 (08:50);10.2;19 (23:59);12 (23:59);0.0;0.0;0.0;0.0
A Coruña Bens;A Coruña;12.2 (14:30);6.5 (06:10);9.3;18 (22:40);14 (06:10);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;12.6 (15:50);1.8 (07:40);7.2;17 (15:20);12 (20:40);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;14.2 (17:00);2.8 (04:10);8.5;;;0.0;0.0;0.0;0.0
Cabo Vilán;A Coruña;14.5 (14:30);7.6 (07:00);11.0;36 (23:50);26 (23:40);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;12.3 (15:00);1.6 (07:40);7.0;;;0.0;0.0;0.0;0.0
Fisterra;A Coruña;12.0 (17:40);8.3 (07:30);10.2;46 (23:59);36 (23:50);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;12.0 (17:10);1.3 (08:30);6.6;;;0.2;0.0;0.2;0.0
Sobrado;A Coruña;15.3 (15:30);-1.2 (06:30);7.1;;;0.2;0.2;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;12.9 (15:50);2.4 (04:20);7.6;18 (16:20);13 (16:20);0.0;0.0;0.0;0.0
Noia;A Coruña;12.6 (14:00);6.0 (07:40);9.3;16 (17:20);6 (23:20);0.0;0.0;0.0;0.0
Monte Iroite;A Coruña;;;;;;0.0;0.0;0.0;0.0
Boiro;A Coruña;12.6 (18:10);2.8 (08:40);7.7;;;0.0;0.0;0.0;0.0
Monterroso;Lugo;13.2 (16:40);4.1 (08:50);8.6;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;13.7 (11:40);2.6 (07:50);8.1;18 (22:00);12 (01:20);0.0;0.0;0.0;0.0
A Estrada;Pontevedra;12.7 (16:20);4.6 (09:30);8.6;;;0.2;0.0;0.2;0.0
Padrón;A Coruña;14.5 (16:30);5.1 (07:50);9.8;22 (09:20);15 (06:30);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;14.5 (17:00);2.6 (09:00);8.5;15 (17:50);6 (05:40);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;;;;;;;0.0;;0.0
Vilagarcía de Arousa;Pontevedra;14.3 (16:40);4.3 (08:50);9.3;19 (17:40);12 (17:20);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;14.5 (15:20);6.3 (08:10);10.4;23 (18:00);11 (04:10);0.0;0.0;0.0;0.0
A Lama;Pontevedra;13.2 (16:00);2.5 (06:50);7.8;21 (16:10);11 (16:10);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;13.8 (15:40);6.3 (06:20);10.1;28 (18:10);20 (18:20);0.0;0.0;0.0;0.0
Vigo;Pontevedra;13.8 (15:20);8.0 (06:40);10.9;18 (17:40);7 (16:40);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;13.8 (15:40);4.0 (23:59);8.9;15 (16:20);8 (16:20);0.0;0.0;0.0;0.0
Lugo;Lugo;15.7 (17:20);5.2 (23:59);10.4;13 (18:50);6 (14:30);0.0;0.0;0.0;0.0
O Páramo;Lugo;13.2 (17:20);4.5 (23:59);8.8;;;0.0;0.0;0.0;0.0
Becerreá;Lugo;7.7 (16:40);3.5 (22:40);5.6;26 (20:50);14 (14:00);0.0;0.0;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;14.5 (16:10);1.2 (23:50);7.9;26 (14:00);17 (14:00);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;9.0 (13:50);0.8 (09:50);4.9;26 (13:50);15 (14:00);0.0;0.0;0.0;0.0
Ponferrada;León;15.3 (17:40);6.1 (03:50);10.7;13 (16:00);7 (18:00);;0.0;0.0;
Vega de Espinareda;León;13.9 (16:00);1.9 (23:59);7.9;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;14.9 (17:00);4.5 (09:10);9.7;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;;;;;;;;;
Chandrexa de Queixa;Ourense;11.9 (16:00);3.1 (04:50);7.5;23 (15:20);11 (14:00);0.0;0.0;0.0;0.0
Folgoso do Courel;Lugo;13.2 (17:20);3.7 (09:00);8.4;;;0.0;0.0;0.0;0.0
Monforte de Lemos;Lugo;16.1 (16:30);3.5 (05:50);9.8;19 (17:50);9 (17:50);0.0;0.0;0.0;0.0
Ourense;Ourense;16.8 (16:10);6.2 (23:59);11.5;17 (17:00);9 (17:10);0.0;0.0;0.0;0.0
Beariz;Ourense;14.7 (15:30);-1.0 (07:20);6.8;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;16.4 (16:10);3.8 (07:00);10.1;13 (17:30);5 (18:30);0.0;0.0;0.0;0.0
Ribadavia;Ourense;17.2 (16:40);4.9 (23:59);11.1;29 (17:20);15 (17:20);0.0;0.0;0.0;0.0
Allariz;Ourense;13.9 (15:30);3.1 (09:50);8.5;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;13.9 (17:20);6.0 (23:59);9.9;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;17.0 (16:30);5.0 (23:50);11.0;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;16.0 (15:10);6.3 (07:50);11.2;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;12.1 (16:10);-0.6 (08:40);5.8;24 (18:40);12 (18:40);0.0;0.0;0.0;0.0
Muiños;Ourense;11.8 (16:00);1.8 (08:40);6.8;;;0.0;0.0;0.0;0.0
Santillana del Mar, Altamira;Cantabria;11.8 (14:30);4.4 (03:20);8.1;24 (14:40);13 (14:00);0.0;0.0;0.0;0.0
Vinuesa, Quintanarejo;Soria;10.3 (14:30);-1.3 (02:50);4.5;;;1.0;0.0;0.4;0.4
La Póveda de Soria, Barriomartín;Soria;10.6 (14:20);-2.2 (02:50);4.2;28 (14:30);13 (14:10);0.2;0.0;0.0;0.2
Soria;Soria;13.8 (15:40);-0.6 (04:00);6.6;20 (16:00);11 (15:20);0.2;0.2;0.0;0.0
Lubia;Soria;14.5 (15:10);0.1 (03:20);7.3;22 (15:20);13 (17:30);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;13.9 (13:20);-2.2 (01:30);5.8;33 (12:40);22 (12:40);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;12.9 (14:00);-0.1 (01:20);6.4;39 (11:40);31 (11:40);0.0;0.0;0.0;0.0
Ucero;Soria;13.8 (15:10);-1.9 (03:50);6.0;;;0.4;0.0;0.2;0.0
Burgo de Osma;Soria;15.9 (14:20);-2.3 (04:20);6.8;22 (16:40);16 (16:40);0.8;0.0;0.0;0.0
Liceras;Soria;13.8 (15:20);1.0 (02:50);7.4;31 (15:40);19 (15:50);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;15.0 (16:00);2.1 (03:10);8.5;27 (15:50);17 (15:50);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;14.7 (15:00);0.0 (01:00);7.3;26 (14:50);9 (14:50);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;13.9 (15:30);-1.3 (03:10);6.3;33 (14:40);19 (15:30);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;13.1 (16:20);4.4 (01:10);8.8;37 (20:10);22 (20:10);1.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;6.4 (15:20);2.3 (04:30);4.4;34 (17:40);22 (17:10);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;15.3 (14:40);-0.1 (06:40);7.6;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;16.0 (16:30);-1.1 (05:40);7.4;27 (15:50);15 (16:10);0.0;0.0;0.0;0.0
Pedraza;Segovia;13.3 (15:00);3.3 (06:10);8.3;32 (14:20);19 (14:20);0.8;0.0;0.0;0.0
Cuéllar;Segovia;16.9 (16:00);-3.8 (04:00);6.5;27 (16:10);14 (15:20);0.2;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;14.1 (14:40);0.2 (03:20);7.2;37 (15:40);18 (14:20);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;12.7 (15:50);-2.4 (04:10);5.1;22 (15:40);12 (15:30);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;12.3 (17:00);-0.2 (09:00);6.1;24 (16:20);16 (17:10);0.0;0.0;0.0;0.0
Villadiego;Burgos;13.5 (15:50);0.2 (01:40);6.9;16 (14:00);10 (02:40);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;14.2 (15:40);0.1 (08:50);7.1;18 (05:40);9 (17:50);0.0;0.0;0.0;0.0
Ólvega;Soria;14.6 (17:00);0.0 (01:00);7.3;27 (16:00);21 (03:50);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;13.7 (16:30);-0.9 (02:00);6.4;31 (14:30);15 (22:00);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;10.5 (14:00);-1.8 (05:00);4.4;45 (15:10);22 (15:10);1.0;0.0;0.2;0.8
Villamayor de los Montes;Burgos;14.0 (15:10);1.0 (03:40);7.5;23 (13:10);13 (13:10);0.6;0.0;0.0;0.6
Burgos Aeropuerto;Burgos;13.4 (15:40);-2.8 (02:40);5.3;24 (14:30);16 (14:30);0.4;0.0;0.4;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;9.6 (15:00);1.0 (07:50);5.3;33 (16:00);21 (16:30);0.2;0.2;0.0;0.0
Carrión de los Condes;Palencia;13.6 (15:30);0.1 (08:20);6.9;19 (00:30);10 (00:40);0.6;0.0;0.0;0.6
Autilla del Pino;Palencia;13.4 (16:40);-0.2 (06:10);6.6;27 (12:00);16 (23:00);0.0;0.0;0.0;0.0
Palencia;Palencia;15.1 (16:40);-0.6 (07:40);7.3;18 (15:30);12 (16:10);0.0;0.0;0.0;0.0
Valladolid;Valladolid;15.3 (16:00);1.3 (08:30);8.3;22 (15:10);9 (15:10);0.0;0.0;0.0;0.0
Muñotello;Ávila;13.1 (16:00);1.9 (05:50);7.5;24 (18:10);14 (18:10);0.0;0.0;0.0;0.0
Ávila;Ávila;13.4 (13:30);2.8 (06:20);8.1;21 (15:20);11 (14:30);0.0;0.0;0.0;0.0
Arevalo;Ávila;15.3 (16:20);-0.7 (04:00);7.3;28 (17:20);18 (21:50);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;7.2 (12:10);0.6 (03:30);3.9;30 (18:10);18 (02:30);0.0;0.0;0.0;0.0
Segovia;Segovia;14.6 (14:20);5.2 (03:10);9.9;26 (15:00);16 (16:50);0.0;0.0;0.0;0.0
San Rafael;Segovia;12.5 (13:30);2.7 (01:40);7.6;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;15.2 (16:10);1.4 (08:20);8.3;29 (13:50);21 (13:50);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;7.8 (14:30);0.0 (23:30);3.9;43 (13:00);24 (10:50);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;15.6 (15:40);-0.9 (08:10);7.4;23 (13:20);17 (00:40);0.0;0.0;0.0;0.0
Rueda;Valladolid;15.0 (17:00);0.0 (08:30);7.5;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;14.9 (15:10);3.3 (07:30);9.1;36 (16:00);24 (16:00);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;17.3 (16:50);-1.7 (07:50);7.8;25 (14:10);14 (15:00);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;15.9 (15:30);-0.4 (08:30);7.7;22 (14:30);14 (15:40);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;15.5 (16:10);0.2 (07:20);7.9;29 (14:20);19 (13:50);0.0;0.0;0.0;0.0
Coreses;Zamora;14.4 (16:40);1.6 (08:20);8.0;22 (21:30);18 (21:30);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;12.1 (16:10);0.3 (07:30);6.2;19 (15:40);11 (15:50);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;14.5 (16:00);0.7 (07:20);7.6;26 (16:10);14 (23:10);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;14.1 (15:30);-0.5 (08:00);6.8;22 (15:40);12 (15:20);0.0;0.0;0.0;0.0
Villafáfila;Zamora;13.3 (16:00);1.2 (08:20);7.3;26 (22:20);20 (22:20);0.0;0.0;0.0;0.0
Zamora;Zamora;14.8 (15:50);2.1 (08:30);8.5;15 (22:00);7 (03:10);0.0;0.0;0.0;0.0
Riaño;León;9.9 (17:00);-0.7 (07:10);4.6;16 (17:40);9 (16:40);0.0;0.0;0.0;0.0
