Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Fisterra;A Coruña;11.1 (14:30);6.9 (08:40);9.0;53 (04:40);34 (00:20);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;10.8 (15:30);5.1 (23:50);8.0;;;0.0;0.0;0.0;0.0
Sobrado;A Coruña;13.2 (15:30);2.8 (23:59);8.0;;;0.2;0.2;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;11.9 (15:00);3.6 (09:10);7.7;32 (15:50);14 (14:30);0.0;0.0;0.0;0.0
Noia;A Coruña;13.3 (13:50);5.4 (08:50);9.4;25 (15:30);9 (14:30);0.2;0.0;0.2;0.0
Monte Iroite;A Coruña;;;;;;0.2;0.2;0.0;0.0
Boiro;A Coruña;14.1 (15:20);8.1 (08:30);11.1;;;0.2;0.0;0.2;0.0
Monterroso;Lugo;9.9 (15:00);3.2 (22:50);6.5;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;14.3 (16:50);2.9 (23:59);8.6;25 (11:20);10 (11:20);0.4;0.4;0.0;0.0
A Estrada;Pontevedra;12.7 (15:10);4.0 (23:40);8.3;;;0.6;0.6;0.0;0.0
Padrón;A Coruña;14.8 (15:00);5.0 (23:59);9.9;37 (14:20);22 (14:00);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;13.7 (14:00);6.2 (09:30);9.9;32 (04:10);17 (04:10);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;12.3 (15:50);5.7 (09:20);9.0;;;0.0;0.0;0.0;0.0
Vilagarcía de Arousa;Pontevedra;14.8 (15:20);8.0 (09:00);11.4;38 (16:10);21 (16:00);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;15.2 (14:30);7.5 (23:59);11.3;30 (16:30);15 (16:00);0.0;0.0;0.0;0.0
A Lama;Pontevedra;13.3 (15:30);4.2 (02:00);8.8;42 (11:40);22 (12:40);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;14.0 (14:40);5.0 (08:30);9.5;39 (20:50);24 (16:30);0.0;0.0;0.0;0.0
Vigo;Pontevedra;15.9 (15:00);8.2 (08:10);12.0;35 (19:50);15 (17:20);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;11.3 (15:20);-0.2 (23:59);5.6;28 (15:00);15 (15:00);0.0;0.0;0.0;0.0
Lugo;Lugo;11.0 (13:30);2.9 (23:59);7.0;28 (16:00);14 (15:50);0.0;0.0;0.0;0.0
O Páramo;Lugo;12.5 (14:40);2.4 (23:59);7.5;;;0.0;0.0;0.0;0.0
Becerreá;Lugo;6.3 (13:50);0.4 (23:00);3.4;29 (09:00);10 (09:20);0.2;0.2;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;11.5 (15:30);-2.7 (23:59);4.4;27 (16:10);17 (16:10);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;2.7 (15:30);-2.9 (23:59);-0.1;25 (16:40);18 (16:30);1.4;0.6;0.2;0.6
Ponferrada;León;13.8 (17:00);0.6 (06:20);7.2;12 (12:40);6 (12:10);0.0;0.0;0.0;0.0
Vega de Espinareda;León;14.0 (16:40);-1.3 (08:50);6.4;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;12.1 (16:50);2.8 (03:40);7.5;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;11.0 (15:30);1.0 (23:59);6.0;26 (16:30);12 (16:40);0.0;0.0;0.0;0.0
Chandrexa de Queixa;Ourense;9.0 (14:30);-1.0 (23:59);4.0;20 (15:00);10 (14:50);0.0;0.0;0.0;0.0
Folgoso do Courel;Lugo;13.0 (15:00);-0.6 (09:40);6.2;;;0.0;0.0;0.0;0.0
Monforte de Lemos;Lugo;15.5 (15:30);0.3 (09:00);7.9;26 (17:20);10 (17:20);0.0;0.0;0.0;0.0
Ourense;Ourense;16.2 (16:40);3.3 (08:50);9.8;21 (21:50);8 (13:30);0.0;0.0;0.0;0.0
Beariz;Ourense;14.2 (14:50);-1.0 (23:59);6.6;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;16.0 (16:00);1.2 (08:00);8.6;21 (17:00);10 (16:40);0.0;0.0;0.0;0.0
Ribadavia;Ourense;16.7 (15:50);3.2 (08:50);10.0;21 (17:30);13 (17:30);0.0;0.0;0.0;0.0
Allariz;Ourense;13.1 (16:10);1.7 (23:59);7.4;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;15.1 (16:00);3.8 (01:50);9.5;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;18.8 (16:40);2.6 (09:00);10.7;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;17.1 (16:40);5.5 (06:20);11.3;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;11.0 (15:50);-2.9 (23:59);4.0;22 (17:30);15 (17:00);0.0;0.0;0.0;0.0
Muiños;Ourense;;;;;;;;;
Santillana del Mar, Altamira;Cantabria;11.7 (14:00);5.1 (23:59);8.4;35 (01:50);19 (02:00);4.4;4.4;0.0;0.0
Vinuesa, Quintanarejo;Soria;5.8 (14:30);-1.6 (23:59);2.1;;;0.0;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;4.6 (14:40);-1.6 (23:59);1.5;40 (13:30);26 (15:30);0.0;0.0;0.0;0.0
Soria;Soria;9.6 (14:50);-2.4 (23:59);3.6;39 (11:40);21 (13:40);0.0;0.0;0.0;0.0
Lubia;Soria;11.1 (15:20);-2.0 (23:30);4.6;31 (12:00);19 (12:20);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;10.8 (15:20);-4.8 (23:59);3.0;33 (14:50);22 (11:40);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;10.2 (16:20);-2.2 (08:40);4.0;32 (18:30);24 (11:50);0.0;0.0;0.0;0.0
Ucero;Soria;12.1 (16:40);-4.0 (09:00);4.1;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;12.6 (16:40);-3.6 (23:40);4.5;16 (17:30);10 (18:20);0.0;0.0;0.0;0.0
Liceras;Soria;9.6 (15:30);-2.7 (23:59);3.5;24 (13:20);15 (12:40);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;11.7 (16:40);-3.4 (09:20);4.1;25 (17:10);17 (17:20);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;10.1 (14:40);-3.9 (23:59);3.1;32 (17:50);17 (16:30);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;9.9 (15:30);-4.6 (23:59);2.6;27 (17:50);19 (17:50);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;8.2 (15:50);-0.5 (22:50);3.8;30 (13:30);17 (12:10);0.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;5.6 (15:00);-2.0 (00:20);1.8;38 (11:20);29 (10:10);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;10.3 (14:30);-2.0 (07:20);4.2;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;12.1 (14:40);-2.3 (06:30);4.9;34 (12:50);17 (14:00);0.0;0.0;0.0;0.0
Pedraza;Segovia;10.0 (16:00);-1.1 (23:50);4.4;21 (12:50);13 (12:50);0.0;0.0;0.0;0.0
Cuéllar;Segovia;13.3 (15:00);-1.9 (23:40);5.7;41 (12:50);31 (13:00);0.0;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;7.0 (15:20);-2.5 (23:59);2.3;37 (13:20);19 (13:20);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;7.4 (14:30);-0.7 (06:20);3.4;38 (16:00);22 (16:40);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;7.9 (15:10);-2.8 (09:00);2.6;41 (16:40);23 (16:30);0.0;0.0;0.0;0.0
Villadiego;Burgos;8.0 (14:00);-0.8 (21:50);3.6;42 (12:30);33 (12:30);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;9.6 (14:10);-3.3 (23:40);3.2;46 (11:20);29 (11:20);0.0;0.0;0.0;0.0
Ólvega;Soria;7.8 (15:20);-2.2 (23:59);2.8;40 (16:40);22 (16:40);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;9.4 (12:10);-5.1 (23:59);2.1;35 (17:40);22 (13:10);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;5.5 (14:10);-3.6 (23:59);1.0;40 (12:30);25 (12:30);0.2;0.0;0.2;0.0
Villamayor de los Montes;Burgos;7.8 (14:30);0.0 (23:59);3.9;50 (10:40);31 (10:40);0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;7.5 (14:20);-2.1 (22:10);2.7;41 (15:50);30 (16:50);0.0;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;8.4 (14:50);-3.3 (23:59);2.5;27 (16:50);12 (00:20);0.0;0.0;0.0;0.0
Carrión de los Condes;Palencia;9.0 (14:50);-2.8 (05:40);3.1;40 (12:10);20 (17:00);0.0;0.0;0.0;0.0
Autilla del Pino;Palencia;8.8 (14:50);-1.3 (23:59);3.8;43 (15:30);30 (11:20);0.0;0.0;0.0;0.0
Palencia;Palencia;10.1 (15:10);-1.4 (04:50);4.4;33 (14:10);18 (12:20);0.0;0.0;0.0;0.0
Valladolid;Valladolid;10.8 (16:00);0.7 (23:59);5.8;31 (12:00);11 (13:20);0.0;0.0;0.0;0.0
Muñotello;Ávila;7.7 (16:00);0.0 (07:30);3.8;23 (14:50);16 (14:40);0.0;0.0;0.0;0.0
Ávila;Ávila;8.2 (16:40);-0.1 (23:59);4.0;26 (15:00);14 (15:00);0.0;0.0;0.0;0.0
Arevalo;Ávila;11.0 (15:50);-2.2 (23:59);4.4;27 (13:40);17 (14:10);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;4.9 (12:20);-2.0 (08:00);1.5;15 (19:20);10 (05:40);0.0;0.0;0.0;0.0
Segovia;Segovia;9.7 (17:10);-0.3 (23:59);4.7;28 (18:20);14 (19:50);0.0;0.0;0.0;0.0
San Rafael;Segovia;7.8 (16:50);-1.5 (23:50);3.2;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;11.2 (16:00);-0.9 (07:30);5.1;34 (13:30);25 (17:50);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;3.3 (00:00);-3.0 (23:00);0.1;37 (21:20);28 (21:20);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;11.8 (16:00);0.4 (08:00);6.1;36 (13:10);23 (12:00);0.0;0.0;0.0;0.0
Rueda;Valladolid;11.2 (15:30);0.2 (09:00);5.7;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;9.4 (15:50);0.2 (23:59);4.8;35 (11:50);26 (11:50);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;12.3 (16:10);-4.3 (23:59);4.0;33 (12:50);22 (17:00);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;12.5 (14:40);-0.9 (07:30);5.8;40 (12:50);28 (12:20);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;10.4 (15:20);-1.6 (08:20);4.4;45 (13:40);28 (13:40);0.0;0.0;0.0;0.0
Coreses;Zamora;11.3 (13:20);-0.7 (08:30);5.3;40 (11:50);27 (11:50);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;8.9 (15:10);-3.2 (23:59);2.8;33 (17:40);20 (17:00);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;10.0 (15:30);-2.2 (06:30);3.9;32 (17:40);17 (17:40);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;10.3 (16:00);-2.7 (06:10);3.8;54 (12:00);25 (11:50);0.0;0.0;0.0;0.0
Villafáfila;Zamora;12.1 (15:40);-0.9 (23:40);5.6;31 (11:40);23 (12:20);0.0;0.0;0.0;0.0
Zamora;Zamora;11.7 (15:50);0.2 (08:30);5.9;36 (15:10);22 (12:10);0.0;0.0;0.0;0.0
Riaño;León;5.8 (15:20);-1.4 (23:59);2.2;35 (15:00);23 (15:50);0.2;0.2;0.0;0.0
