Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Les Planes d'Hostoles;Girona;19.1 (14:20);3.3 (00:40);11.2;18 (15:40);6 (10:40);0.0;0.0;0.0;0.0
Sant Hilari;Girona;15.4 (15:20);5.7 (07:50);10.5;29 (03:50);18 (03:50);0.0;0.0;0.0;0.0
Girona Aeropuerto;Girona;18.6 (13:00);4.5 (01:50);11.6;41 (11:40);31 (11:50);0.0;0.0;0.0;0.0
Girona;Girona;19.6 (13:30);6.8 (04:20);13.2;24 (13:10);10 (12:20);0.0;0.0;0.0;0.0
Porqueres;Girona;19.3 (14:40);4.6 (01:40);11.9;21 (15:10);11 (15:00);0.0;0.0;0.0;0.0
L'Estartit;Girona;17.1 (13:50);7.7 (07:00);12.4;30 (15:50);15 (16:00);0.0;0.0;0.0;0.0
La Vall de Bianya;Girona;17.6 (13:00);2.7 (04:20);10.2;25 (14:40);16 (17:00);0.0;0.0;0.0;0.0
Castelló d'Empúries;Girona;17.4 (13:00);4.2 (07:40);10.8;30 (14:30);16 (14:30);0.0;0.0;0.0;0.0
Maçanet de Cabrenys;Girona;17.1 (14:40);4.5 (06:50);10.8;19 (15:10);11 (14:30);0.0;0.0;0.0;0.0
Espolla;Girona;17.5 (14:30);6.2 (07:10);11.8;60 (23:10);26 (23:10);0.0;0.0;0.0;0.0
Figueres;Girona;18.5 (14:00);6.8 (05:20);12.7;28 (23:59);13 (23:50);0.0;0.0;0.0;0.0
Cabo de Creus;Girona;14.6 (11:10);10.6 (08:00);12.6;;50 (23:30);0.0;0.0;0.0;0.0
Baztan, Irurita;Navarra;11.9 (14:20);0.5 (08:10);6.2;21 (13:30);9 (13:30);0.4;0.0;0.0;0.0
Bera;Navarra;12.1 (12:10);3.0 (07:20);7.6;26 (12:30);11 (12:30);1.4;0.0;0.0;0.6
Irún;Gipuzkoa;11.3 (01:30);9.7 (22:00);10.5;31 (03:30);14 (03:30);1.0;0.0;0.0;1.0
San Sebastián Aeropuerto;Gipuzkoa;13.1 (17:00);7.5 (04:40);10.3;28 (18:20);16 (18:10);1.3;0.0;0.0;1.0
Renteria;Gipuzkoa;10.2 (18:00);3.8 (06:20);7.0;25 (14:00);7 (14:00);3.8;0.0;0.0;0.8
Segura - Lastala;Gipuzkoa;11.0 (14:00);2.4 (08:10);6.7;20 (14:40);6 (14:50);0.0;0.0;0.0;0.0
Beasain;Gipuzkoa;10.4 (13:40);2.8 (07:30);6.6;19 (14:10);11 (14:20);0.2;0.0;0.0;0.2
Ordizia;Gipuzkoa;10.3 (17:30);4.2 (08:20);7.3;24 (15:10);12 (14:40);0.0;0.0;0.0;0.0
Areso;Navarra;11.6 (02:40);4.8 (08:40);8.2;23 (04:50);9 (04:50);1.2;0.0;0.0;0.2
Legazpia;Gipuzkoa;8.3 (11:40);3.9 (06:00);6.1;;;0.4;0.0;0.0;0.4
Zumarraga;Gipuzkoa;8.8 (00:40);4.7 (05:40);6.8;25 (14:20);15 (14:20);0.2;0.0;0.0;0.2
Azpeitia;Gipuzkoa;11.4 (16:50);3.7 (07:40);7.5;21 (14:30);13 (14:30);1.0;0.0;0.0;0.0
Zumaia;Gipuzkoa;12.6 (17:00);6.0 (07:00);9.3;40 (12:50);23 (12:50);3.0;0.0;0.0;1.0
Aramaio;Araba/Álava;10.3 (03:40);3.6 (07:50);7.0;;;0.0;0.0;0.0;0.0
Aretxabaleta;Gipuzkoa;9.8 (15:40);1.7 (07:30);5.8;;;0.0;0.0;0.0;0.0
Elgeta;Gipuzkoa;9.7 (00:00);5.5 (04:30);7.6;23 (14:00);9 (08:50);0.8;0.0;0.0;0.8
Elgoibar;Gipuzkoa;10.9 (17:00);3.7 (07:30);7.3;23 (13:40);11 (13:40);0.4;0.0;0.0;0.0
Mutriku;Gipuzkoa;11.5 (16:30);8.8 (13:00);10.2;38 (13:00);23 (13:00);1.8;0.0;0.0;1.0
Forua;Bizkaia;12.7 (16:20);6.0 (01:20);9.3;27 (12:40);14 (12:40);1.2;0.0;0.0;0.4
Machichaco;Bizkaia;11.8 (15:50);9.4 (12:00);10.6;61 (06:50);44 (06:40);0.4;0.0;0.2;0.2
Punta Galea;Bizkaia;12.8 (14:10);8.6 (08:20);10.7;35 (11:50);22 (10:20);0.7;0.0;0.3;0.0
Amurrio;Araba/Álava;11.6 (16:00);1.7 (08:00);6.7;21 (16:10);12 (15:30);0.0;0.0;0.0;0.0
Orozko;Bizkaia;11.3 (15:10);3.0 (07:20);7.2;17 (16:30);7 (13:30);0.0;0.0;0.0;0.0
Abadiño;Bizkaia;6.9 (00:00);3.8 (08:10);5.4;;;0.2;0.0;0.0;0.2
Amorebieta--Etxano;Bizkaia;11.9 (15:10);3.6 (08:20);7.7;27 (15:20);17 (17:00);0.0;0.0;0.0;0.0
Balmaseda;Bizkaia;12.4 (15:10);1.4 (07:40);6.9;;;0.0;0.0;0.0;0.0
Güeñes;Bizkaia;12.7 (15:10);2.9 (08:10);7.8;23 (13:00);13 (12:50);0.4;0.0;0.0;0.0
Bilbao Aeropuerto;Bizkaia;13.1 (14:50);4.5 (07:30);8.8;37 (15:30);26 (15:40);1.4;0.0;0.0;0.0
Sopuerta;Bizkaia;12.8 (14:40);4.9 (06:40);8.9;21 (12:20);10 (12:20);2.8;0.0;0.0;0.0
Castro Urdiales;Cantabria;13.1 (14:10);9.6 (00:10);11.4;40 (03:20);24 (03:10);0.4;0.0;0.1;0.0
Ramales de la Victoria;Cantabria;12.3 (14:40);3.3 (08:30);7.8;21 (16:50);11 (12:00);1.6;0.0;0.0;0.0
Barcena de Cicero, Treto;Cantabria;13.3 (15:50);6.5 (00:00);9.9;27 (15:40);14 (16:00);2.0;0.0;0.0;0.0
Soba, Alto Miera;Cantabria;9.3 (00:00);3.0 (04:40);6.2;21 (15:10);12 (15:40);1.0;0.0;0.2;0.4
Santander Aeropuerto;Cantabria;13.8 (16:50);9.1 (00:10);11.5;33 (14:40);22 (14:40);1.1;0.0;0.1;0.0
Santander;Cantabria;12.8 (16:40);9.5 (00:00);11.2;39 (10:30);26 (10:30);0.2;0.0;0.2;0.0
Villacarriedo;Cantabria;11.4 (14:30);4.5 (02:40);7.9;24 (16:30);13 (16:20);1.6;0.0;0.2;0.2
Los Tojos, Bárcena Mayor;Cantabria;9.9 (15:20);2.3 (03:10);6.1;28 (15:30);12 (15:30);0.0;0.0;0.0;0.0
San Felices de Buelna;Cantabria;12.9 (17:10);6.2 (00:10);9.5;27 (15:00);14 (15:00);3.8;0.0;1.2;0.2
Torrelavega, Sierrapando;Cantabria;12.8 (15:40);9.0 (00:00);10.9;30 (10:30);19 (10:30);2.8;0.0;0.2;0.0
San Vicente de la Barquera;Cantabria;14.0 (16:20);10.6 (06:40);12.3;35 (09:40);23 (09:50);0.2;0.0;0.2;0.0
Camaleño, Fuente De;Cantabria;6.5 (13:30);-0.4 (08:30);3.0;12 (12:20);5 (12:30);0.0;0.0;0.0;0.0
Cillórigo de Liébana, Tama;Cantabria;12.3 (16:00);1.7 (04:00);7.0;21 (18:40);10 (18:50);0.0;0.0;0.0;0.0
Tresviso;Cantabria;8.8 (15:50);3.0 (06:20);5.9;34 (10:40);20 (10:40);0.0;0.0;0.0;0.0
Posada de Valdeón, Soto;León;7.9 (16:20);-0.5 (07:40);3.7;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;12.5 (15:20);6.7 (23:30);9.6;30 (14:30);17 (14:30);0.8;0.0;0.0;0.0
Llanes;Asturias;13.9 (12:20);10.1 (00:00);12.0;33 (22:30);26 (22:40);0.2;0.0;0.0;0.0
Amieva, Panizales;Asturias;13.1 (14:50);5.0 (01:00);9.1;18 (20:30);8 (14:50);0.2;0.0;0.2;0.0
Piloña, Bargaéu;Asturias;13.3 (17:00);8.1 (23:59);10.7;18 (19:10);9 (11:00);0.6;0.0;0.0;0.0
Colunga;Asturias;14.5 (12:30);9.8 (07:50);12.2;31 (23:20);14 (23:50);0.0;0.0;0.0;0.0
Gijón, Campus;Asturias;14.9 (16:20);9.5 (07:10);12.2;24 (21:40);13 (14:20);1.8;0.0;0.0;0.0
Cabo Peñas;Asturias;13.0 (15:40);9.6 (23:30);11.3;30 (08:40);19 (07:50);0.0;0.0;0.0;0.0
Asturias Aeropuerto;Asturias;13.4 (14:40);9.1 (06:10);11.3;32 (23:59);20 (23:59);0.0;0.0;0.0;0.0
Pajares-Valgrande;Asturias;6.4 (05:30);-0.1 (21:40);3.2;25 (17:10);15 (17:10);0.1;0.0;0.1;0.0
Lena, Ronzón;Asturias;11.9 (15:20);6.0 (21:10);8.9;17 (15:30);8 (15:30);0.4;0.2;0.2;0.0
Aller, Felechosa;Asturias;8.4 (16:40);3.2 (02:30);5.8;18 (13:10);11 (13:10);0.0;0.0;0.0;0.0
Mieres, Baiña;Asturias;14.1 (16:30);9.0 (08:30);11.6;13 (15:50);6 (15:50);0.0;0.0;0.0;0.0
Oviedo;Asturias;12.8 (16:20);7.8 (04:20);10.3;24 (23:40);15 (23:00);0.0;0.0;0.0;0.0
Tineo, Soutu;Asturias;13.4 (16:30);7.5 (03:50);10.4;21 (20:20);11 (20:10);0.0;0.0;0.0;0.0
Pola de Somiedo;Asturias;9.9 (15:50);2.4 (21:40);6.1;16 (17:20);8 (17:20);0.0;0.0;0.0;0.0
Salas, Camuño;Asturias;13.9 (16:00);7.9 (23:50);10.9;27 (23:00);16 (23:00);0.4;0.0;0.0;0.0
Cabo Busto;Asturias;14.5 (14:40);9.5 (09:20);12.0;44 (23:59);19 (23:59);0.0;0.0;0.0;0.0
Cervantes;Lugo;9.7 (00:00);0.5 (08:20);5.1;27 (15:20);13 (15:00);0.0;0.0;0.0;0.0
Degaña;Asturias;6.4 (15:50);0.3 (10:00);3.4;30 (18:00);17 (17:10);0.0;0.0;0.0;0.0
Ibias, San Antolin;Asturias;10.9 (15:50);3.7 (06:10);7.3;37 (18:20);22 (18:00);0.0;0.0;0.0;0.0
Villayón, Oneta;Asturias;11.2 (14:30);5.7 (07:30);8.4;40 (22:50);25 (17:40);1.0;0.2;0.0;0.0
Castropol;Asturias;;;;;;;;;0.0
Taramundi, Ouria;Asturias;11.8 (15:30);5.2 (06:30);8.5;33 (23:40);24 (17:30);0.4;0.0;0.0;0.0
Ribadeo;Lugo;14.5 (14:00);6.8 (06:00);10.7;34 (22:40);21 (22:40);1.0;0.0;0.2;0.0
Mondoñedo;Lugo;14.1 (14:30);4.3 (06:20);9.2;;;0.8;0.0;0.2;0.0
Burela;Lugo;14.0 (15:50);6.7 (04:10);10.3;;;0.0;0.0;0.0;0.0
Estaca de Bares;A Coruña;14.3 (14:00);8.9 (05:10);11.6;56 (22:20);35 (23:30);1.0;0.0;0.0;0.8
Ferrol;A Coruña;15.6 (14:10);5.2 (05:40);10.4;42 (23:59);24 (17:00);0.0;0.0;0.0;0.0
As Pontes;A Coruña;13.9 (14:30);1.7 (05:30);7.8;;;0.0;0.0;0.0;0.0
A Coruña;A Coruña;14.6 (14:00);8.4 (06:00);11.5;45 (17:00);29 (17:00);0.0;0.0;0.0;0.0
A Coruña Bens;A Coruña;12.8 (13:30);7.2 (05:20);10.0;42 (17:00);34 (17:00);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;13.8 (15:40);3.4 (06:40);8.6;39 (17:20);22 (17:00);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;13.8 (13:40);1.9 (06:10);7.9;;;0.0;0.0;0.0;0.0
Cabo Vilán;A Coruña;13.3 (13:40);9.0 (02:40);11.2;69 (22:00);59 (20:40);0.1;0.0;0.0;0.0
Vimianzo;A Coruña;13.5 (14:20);4.4 (05:00);9.0;;;0.0;0.0;0.0;0.0
Fisterra;A Coruña;12.6 (13:10);8.0 (03:00);10.3;60 (17:00);40 (18:20);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;12.7 (15:00);5.1 (05:20);8.9;;;0.0;0.0;0.0;0.0
Sobrado;A Coruña;15.2 (15:30);0.1 (07:00);7.6;;;0.2;0.0;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;13.7 (15:10);4.1 (07:00);8.9;37 (16:50);17 (18:10);0.0;0.0;0.0;0.0
Noia;A Coruña;14.9 (14:20);7.4 (05:10);11.1;32 (16:20);10 (16:00);0.0;0.0;0.0;0.0
Monte Iroite;A Coruña;;;;;;0.0;0.0;0.0;0.0
Boiro;A Coruña;16.3 (14:30);8.8 (07:50);12.5;;;0.0;0.0;0.0;0.0
Monterroso;Lugo;10.0 (16:10);4.4 (08:50);7.2;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;13.9 (15:50);3.6 (07:50);8.7;27 (14:50);12 (12:10);0.0;0.0;0.0;0.0
A Estrada;Pontevedra;14.2 (15:40);4.6 (06:50);9.4;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;16.1 (16:00);5.1 (08:10);10.6;44 (20:20);29 (13:30);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;14.4 (15:00);5.1 (08:20);9.7;36 (14:40);14 (17:10);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;13.7 (14:50);5.3 (08:00);9.5;;;0.0;0.0;0.0;0.0
Vilagarcía de Arousa;Pontevedra;16.5 (15:40);7.9 (08:40);12.2;44 (19:50);22 (20:10);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;15.6 (15:20);6.4 (08:00);11.0;42 (13:20);19 (12:50);0.0;0.0;0.0;0.0
A Lama;Pontevedra;13.2 (15:20);4.2 (05:10);8.7;44 (11:00);22 (08:50);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;14.6 (15:10);5.0 (08:30);9.8;48 (15:30);25 (15:30);0.0;0.0;0.0;0.0
Vigo;Pontevedra;15.3 (16:00);7.1 (07:50);11.2;41 (12:30);18 (12:10);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;12.1 (15:50);3.8 (07:40);8.0;37 (16:40);16 (16:40);0.0;0.0;0.0;0.0
Lugo;Lugo;12.8 (16:30);5.2 (08:00);9.0;32 (17:20);13 (17:10);0.0;0.0;0.0;0.0
O Páramo;Lugo;12.8 (16:00);5.3 (23:40);9.1;;;0.0;0.0;0.0;0.0
Becerreá;Lugo;8.0 (00:30);1.6 (09:50);4.8;33 (17:50);14 (19:50);0.0;0.0;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;12.3 (14:50);-2.2 (05:40);5.1;40 (14:00);20 (13:20);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;5.8 (04:50);-2.5 (23:59);1.7;36 (17:30);24 (16:40);0.0;0.0;0.0;0.0
Ponferrada;León;13.9 (16:50);1.8 (08:20);7.8;18 (16:50);11 (17:00);0.0;0.0;0.0;0.0
Vega de Espinareda;León;15.1 (16:00);0.9 (08:30);8.0;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;13.3 (17:10);2.4 (08:40);7.9;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;10.1 (15:50);2.3 (06:40);6.2;29 (15:20);14 (14:20);0.0;0.0;0.0;0.0
Chandrexa de Queixa;Ourense;8.7 (17:00);0.8 (23:59);4.7;23 (10:10);11 (10:10);0.0;0.0;0.0;0.0
Folgoso do Courel;Lugo;;;;;;;0.0;;0.0
Monforte de Lemos;Lugo;14.8 (15:20);2.8 (02:50);8.8;33 (15:00);15 (15:00);0.0;0.0;0.0;0.0
Ourense;Ourense;15.5 (15:30);3.8 (06:40);9.6;28 (18:10);10 (14:50);0.0;0.0;0.0;0.0
Beariz;Ourense;13.5 (15:30);0.5 (07:10);7.0;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;14.8 (14:20);2.0 (08:30);8.4;37 (18:30);15 (15:40);0.0;0.0;0.0;0.0
Ribadavia;Ourense;16.5 (15:30);3.0 (08:50);9.8;37 (18:00);17 (18:10);0.0;0.0;0.0;0.0
Allariz;Ourense;12.6 (16:40);1.2 (07:00);6.9;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;12.7 (16:00);3.6 (08:20);8.1;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;16.4 (16:00);3.4 (08:50);9.9;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;16.5 (16:40);6.1 (06:30);11.3;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;10.6 (17:00);-3.1 (06:40);3.8;31 (14:30);19 (14:00);0.0;0.0;0.0;0.0
Santillana del Mar, Altamira;Cantabria;12.5 (16:50);8.6 (23:40);10.6;30 (23:10);17 (14:40);5.0;0.0;1.2;0.0
Vinuesa, Quintanarejo;Soria;13.4 (14:50);-2.2 (07:10);5.6;;;0.0;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;13.0 (12:10);-1.5 (05:30);5.8;48 (21:10);26 (18:40);0.0;0.0;0.0;0.0
Soria;Soria;14.9 (14:40);-1.2 (07:40);6.8;36 (19:20);20 (18:50);0.0;0.0;0.0;0.0
Lubia;Soria;15.8 (14:10);-1.6 (06:00);7.1;29 (20:20);20 (15:50);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;17.3 (15:10);-5.4 (07:30);5.9;37 (18:50);27 (16:40);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;15.4 (14:40);-0.1 (08:00);7.6;43 (18:20);31 (18:00);0.0;0.0;0.0;0.0
Ucero;Soria;15.2 (16:00);-3.1 (07:30);6.0;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;15.6 (14:40);-3.5 (07:40);6.1;27 (23:00);18 (18:40);0.0;0.0;0.0;0.0
Liceras;Soria;14.7 (14:30);1.6 (05:50);8.1;30 (23:40);23 (23:40);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;14.4 (15:50);-0.2 (06:40);7.1;19 (15:40);12 (15:20);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;14.5 (15:40);-2.7 (07:50);5.9;31 (18:20);12 (18:20);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;14.6 (15:20);-2.9 (05:30);5.9;27 (23:50);19 (23:59);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;12.8 (11:00);3.6 (22:10);8.2;33 (23:50);22 (23:50);0.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;10.4 (15:40);3.3 (05:20);6.8;30 (02:20);17 (02:10);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;14.8 (16:00);-1.8 (07:20);6.5;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;16.8 (16:00);-3.6 (05:30);6.6;31 (20:30);14 (21:10);0.0;0.0;0.0;0.0
Pedraza;Segovia;15.0 (15:20);2.1 (05:10);8.5;18 (17:30);14 (03:30);0.0;0.0;0.0;0.0
Cuéllar;Segovia;16.5 (14:40);-4.9 (05:50);5.8;41 (20:20);30 (20:20);0.0;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;11.3 (14:20);1.3 (23:30);6.3;36 (15:00);17 (16:00);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;9.2 (14:00);-3.8 (08:00);2.7;41 (15:50);25 (15:50);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;;;;37 (18:00);22 (15:50);;0.0;;0.0
Villadiego;Burgos;9.9 (13:20);-0.3 (07:50);4.8;50 (16:20);40 (16:30);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;12.3 (12:50);-4.9 (06:50);3.7;47 (17:30);33 (16:40);0.0;0.0;0.0;0.0
Ólvega;Soria;14.3 (12:10);1.5 (07:40);7.9;33 (14:40);20 (14:00);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;13.9 (15:00);-2.5 (07:40);5.7;;;0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;14.2 (13:30);-2.4 (08:00);5.9;46 (18:10);31 (17:10);0.0;0.0;0.0;0.0
Villamayor de los Montes;Burgos;12.7 (12:40);-1.1 (06:40);5.8;56 (18:10);33 (18:10);0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;10.2 (12:00);-3.1 (06:00);3.5;51 (17:10);39 (17:10);0.0;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;13.6 (14:20);-1.9 (23:40);5.9;26 (15:00);15 (15:00);0.0;0.0;0.0;0.0
Carrión de los Condes;Palencia;11.5 (13:50);-2.7 (06:50);4.4;39 (16:40);19 (16:20);0.4;0.0;0.0;0.4
Autilla del Pino;Palencia;12.5 (15:10);1.4 (06:50);6.9;45 (17:30);33 (17:30);0.0;0.0;0.0;0.0
Palencia;Palencia;14.0 (15:10);-2.4 (06:40);5.8;35 (17:30);17 (17:50);0.0;0.0;0.0;0.0
Valladolid;Valladolid;13.9 (16:40);1.1 (07:50);7.5;32 (23:40);9 (18:50);0.0;0.0;0.0;0.0
Muñotello;Ávila;15.5 (15:40);3.3 (07:50);9.4;26 (17:00);18 (17:00);0.0;0.0;0.0;0.0
Ávila;Ávila;15.1 (16:20);1.5 (06:10);8.3;27 (16:30);17 (16:50);0.0;0.0;0.0;0.0
Arevalo;Ávila;15.8 (15:20);-0.2 (05:40);7.8;27 (19:50);12 (21:40);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;9.8 (15:10);2.7 (08:20);6.3;25 (17:00);15 (20:50);0.0;0.0;0.0;0.0
Segovia;Segovia;15.7 (15:40);4.7 (23:50);10.2;22 (16:30);11 (18:50);0.0;0.0;0.0;0.0
San Rafael;Segovia;14.3 (14:40);2.2 (07:20);8.3;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;15.3 (15:20);1.4 (05:20);8.4;26 (19:50);18 (17:00);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;9.3 (15:10);0.8 (08:20);5.1;33 (22:10);25 (21:50);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;14.7 (16:20);-0.7 (08:30);7.0;33 (20:50);23 (21:00);0.0;0.0;0.0;0.0
Rueda;Valladolid;14.7 (15:10);-0.2 (06:30);7.2;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;14.7 (16:00);4.7 (23:59);9.7;24 (16:30);19 (16:30);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;15.4 (15:50);-1.4 (03:30);7.0;30 (19:40);19 (19:30);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;15.4 (15:40);-1.2 (06:50);7.1;46 (21:40);35 (21:30);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;14.2 (14:20);2.3 (07:40);8.2;34 (21:20);22 (21:10);0.0;0.0;0.0;0.0
Coreses;Zamora;14.0 (16:30);0.3 (08:10);7.2;48 (21:10);34 (20:50);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;11.0 (13:20);-0.1 (07:40);5.4;32 (16:50);21 (17:10);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;13.3 (15:20);-2.7 (07:00);5.3;36 (17:10);19 (17:20);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;13.7 (14:50);-2.1 (06:30);5.8;46 (19:30);26 (21:10);0.0;0.0;0.0;0.0
Villafáfila;Zamora;14.6 (15:20);-2.5 (06:30);6.1;47 (21:50);30 (20:00);0.0;0.0;0.0;0.0
Zamora;Zamora;13.7 (16:30);0.3 (08:30);7.0;28 (19:00);15 (19:00);0.0;0.0;0.0;0.0
Riaño;León;8.2 (14:20);-2.6 (07:50);2.8;49 (15:30);29 (15:40);0.0;0.0;0.0;0.0
Cubillas de Rueda;León;14.1 (14:10);-2.5 (07:00);5.8;28 (16:20);18 (14:40);0.0;0.0;0.0;0.0
