Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Castell, Platja d'Aro;Girona;15.2 (15:30);8.2 (03:20);11.7;50 (16:10);19 (17:10);0.0;0.0;0.0;0.0
Sant Pau de Segúries;Girona;7.7 (13:40);4.5 (07:10);6.1;36 (11:20);16 (04:00);5.8;0.0;0.0;4.6
Planoles;Girona;9.7 (13:20);0.5 (03:50);5.1;35 (14:00);22 (14:00);1.6;0.0;0.0;0.8
Ripoll;Girona;9.9 (13:10);5.6 (08:20);7.7;;;5.9;0.0;0.1;5.1
Tona;Barcelona;10.2 (12:50);6.7 (00:00);8.4;34 (20:20);17 (19:20);0.2;0.2;0.0;0.0
Sant Julià  de Vilatorta;Barcelona;10.6 (16:20);6.6 (05:40);8.6;29 (19:00);14 (13:20);0.0;0.0;0.0;0.0
Les Planes d'Hostoles;Girona;13.3 (13:40);6.2 (03:30);9.8;39 (12:30);17 (13:40);0.0;0.0;0.0;0.0
Sant Hilari;Girona;9.4 (10:40);4.7 (00:10);7.0;37 (23:10);19 (17:40);0.0;0.0;0.0;0.0
Girona Aeropuerto;Girona;16.0 (15:00);5.6 (03:40);10.8;54 (11:50);37 (12:20);0.0;0.0;0.0;0.0
Girona;Girona;17.0 (16:00);6.7 (06:20);11.8;36 (13:40);17 (13:30);0.0;0.0;0.0;0.0
Porqueres;Girona;15.3 (14:30);3.5 (05:10);9.4;41 (14:40);21 (14:40);0.0;0.0;0.0;0.0
L'Estartit;Girona;16.0 (15:50);9.5 (06:00);12.8;47 (16:10);32 (12:50);0.0;0.0;0.0;0.0
La Vall de Bianya;Girona;13.5 (12:30);2.2 (04:50);7.9;43 (14:00);19 (14:00);0.0;0.0;0.0;0.0
Castelló d'Empúries;Girona;17.8 (14:10);3.9 (08:10);10.8;42 (17:20);19 (14:20);0.0;0.0;0.0;0.0
Maçanet de Cabrenys;Girona;16.8 (14:00);2.0 (05:40);9.4;42 (13:30);21 (15:00);0.0;0.0;0.0;0.0
Espolla;Girona;17.2 (14:30);7.3 (07:40);12.3;50 (14:30);31 (13:40);0.0;0.0;0.0;0.0
Figueres;Girona;16.9 (14:30);5.9 (07:40);11.4;40 (13:30);21 (16:20);0.0;0.0;0.0;0.0
Cabo de Creus;Girona;14.9 (12:30);11.2 (07:40);13.0;;35 (19:30);0.0;0.0;0.0;0.0
Baztan, Irurita;Navarra;17.9 (14:10);3.8 (05:10);10.8;54 (18:40);26 (23:00);0.0;0.0;0.0;0.0
Bera;Navarra;18.5 (14:50);4.5 (02:30);11.5;45 (15:20);22 (12:50);0.0;0.0;0.0;0.0
Irún;Gipuzkoa;18.4 (14:50);7.6 (03:20);13.0;54 (16:20);27 (16:20);0.0;0.0;0.0;0.0
San Sebastián Aeropuerto;Gipuzkoa;20.0 (15:00);5.7 (05:10);12.8;63 (16:00);41 (14:20);0.0;0.0;0.0;0.0
Renteria;Gipuzkoa;18.3 (14:40);5.4 (01:30);11.8;70 (15:20);39 (16:10);0.0;0.0;0.0;0.0
Segura - Lastala;Gipuzkoa;16.7 (15:00);7.4 (00:20);12.1;54 (20:00);28 (10:30);0.2;0.0;0.0;0.0
Beasain;Gipuzkoa;17.1 (15:10);8.2 (00:00);12.7;51 (13:50);27 (12:10);0.0;0.0;0.0;0.0
Ordizia;Gipuzkoa;16.5 (17:10);10.2 (07:50);13.3;50 (20:00);30 (13:00);0.0;0.0;0.0;0.0
Areso;Navarra;14.0 (16:00);8.7 (06:50);11.3;53 (13:00);29 (20:30);0.0;0.0;0.0;0.0
Legazpia;Gipuzkoa;14.3 (16:50);6.2 (02:40);10.3;;;0.2;0.0;0.0;0.0
Zumarraga;Gipuzkoa;14.2 (17:00);7.4 (04:40);10.8;35 (22:20);14 (10:00);0.0;0.0;0.0;0.0
Azpeitia;Gipuzkoa;16.7 (14:30);6.2 (02:20);11.5;48 (20:50);23 (20:50);0.0;0.0;0.0;0.0
Zumaia;Gipuzkoa;19.0 (14:20);6.1 (03:50);12.5;81 (23:59);52 (23:59);0.0;0.0;0.0;0.0
Aramaio;Araba/Álava;13.0 (14:20);6.7 (07:50);9.8;;;0.0;0.0;0.0;0.0
Aretxabaleta;Gipuzkoa;15.8 (16:30);4.7 (02:50);10.3;;;0.0;0.0;0.0;0.0
Elgeta;Gipuzkoa;14.6 (14:50);6.1 (01:30);10.4;54 (17:50);14 (13:10);0.0;0.0;0.0;0.0
Elgoibar;Gipuzkoa;16.2 (14:50);4.5 (02:00);10.4;58 (20:30);21 (23:59);0.0;0.0;0.0;0.0
Mutriku;Gipuzkoa;16.8 (17:30);7.5 (03:20);12.1;63 (14:00);34 (15:10);0.4;0.0;0.0;0.0
Forua;Bizkaia;17.3 (15:10);3.9 (04:50);10.6;62 (12:30);39 (13:10);1.8;0.0;0.0;0.0
Machichaco;Bizkaia;16.8 (16:50);7.5 (03:10);12.1;92 (23:00);69 (23:00);5.0;0.0;0.0;0.0
Punta Galea;Bizkaia;;;;59 (20:40);35 (23:10);4.0;0.0;0.0;0.0
Amurrio;Araba/Álava;16.5 (15:50);3.7 (02:30);10.1;61 (16:50);24 (18:10);0.0;0.0;0.0;0.0
Orozko;Bizkaia;16.2 (16:00);3.7 (03:00);10.0;62 (20:50);23 (11:10);0.0;0.0;0.0;0.0
Abadiño;Bizkaia;12.5 (16:20);4.2 (05:40);8.3;;;0.0;0.0;0.0;0.0
Amorebieta--Etxano;Bizkaia;18.0 (14:20);3.5 (04:40);10.8;57 (17:20);27 (13:30);0.6;0.0;0.0;0.0
Balmaseda;Bizkaia;16.2 (14:00);1.9 (06:20);9.1;;;4.0;0.0;0.0;0.0
Güeñes;Bizkaia;15.2 (15:30);2.4 (05:20);8.8;73 (20:10);37 (20:00);3.5;0.0;0.0;0.0
Bilbao Aeropuerto;Bizkaia;17.8 (16:40);4.5 (04:30);11.1;65 (23:10);42 (23:10);1.1;0.0;0.0;0.0
Sopuerta;Bizkaia;16.1 (14:30);4.3 (02:30);10.2;54 (15:50);26 (23:30);5.8;0.0;0.0;0.0
Castro Urdiales;Cantabria;17.2 (13:00);6.5 (04:20);11.9;75 (18:00);42 (16:10);6.1;0.0;0.0;0.0
Ramales de la Victoria;Cantabria;16.3 (15:40);4.0 (04:20);10.1;80 (15:40);35 (13:30);6.2;0.0;0.0;0.0
Barcena de Cicero, Treto;Cantabria;17.7 (12:00);2.8 (08:10);10.3;47 (22:50);24 (12:40);2.8;0.0;0.0;0.0
Soba, Alto Miera;Cantabria;11.8 (12:30);4.1 (23:59);8.0;71 (14:40);33 (16:20);6.4;0.0;0.0;0.0
Santander Aeropuerto;Cantabria;16.6 (11:10);2.0 (06:30);9.3;91 (13:10);58 (13:40);2.1;0.0;0.0;0.3
Santander;Cantabria;16.3 (11:20);8.2 (08:20);12.2;80 (14:30);50 (14:00);2.6;0.0;0.0;0.0
Villacarriedo;Cantabria;14.3 (11:00);3.9 (05:00);9.1;85 (13:30);44 (13:00);4.6;0.0;0.0;0.0
Los Tojos, Bárcena Mayor;Cantabria;14.7 (12:40);0.3 (08:00);7.5;45 (15:20);23 (11:10);1.6;0.0;0.0;0.0
San Felices de Buelna;Cantabria;15.6 (14:40);3.5 (09:10);9.6;69 (12:10);39 (12:10);2.8;0.0;0.0;0.0
Torrelavega, Sierrapando;Cantabria;16.6 (14:40);4.8 (07:30);10.7;71 (12:20);47 (19:40);1.6;0.0;0.0;0.0
San Vicente de la Barquera;Cantabria;19.4 (12:30);4.9 (08:10);12.1;66 (21:50);42 (22:00);1.5;0.0;0.0;0.2
Camaleño, Fuente De;Cantabria;7.6 (10:50);2.6 (23:59);5.1;42 (13:20);17 (18:40);6.0;0.0;0.0;1.2
Cillórigo de Liébana, Tama;Cantabria;16.0 (12:10);2.5 (08:50);9.3;47 (16:10);19 (09:40);1.2;0.0;0.0;0.0
Tresviso;Cantabria;12.8 (12:10);2.8 (23:10);7.8;60 (23:10);32 (23:10);3.8;0.0;0.0;0.0
Posada de Valdeón, Soto;León;7.6 (12:10);0.3 (08:30);3.9;;;4.2;0.0;0.0;0.0
Cabrales;Asturias;17.2 (13:30);3.2 (07:20);10.2;83 (16:10);47 (21:20);4.0;0.0;0.0;0.0
Llanes;Asturias;16.4 (13:50);6.5 (07:30);11.4;67 (21:10);37 (21:10);3.8;0.0;0.0;0.2
Amieva, Panizales;Asturias;14.7 (11:00);3.6 (03:20);9.1;66 (15:30);33 (16:40);4.2;0.0;0.0;0.0
Piloña, Bargaéu;Asturias;16.3 (12:30);2.3 (08:10);9.3;47 (17:30);25 (17:30);3.2;0.0;0.2;0.0
Colunga;Asturias;15.1 (14:00);4.6 (08:30);9.9;45 (21:30);24 (21:30);2.2;0.0;0.0;0.0
Gijón, Campus;Asturias;16.2 (17:20);2.3 (06:30);9.3;57 (21:00);29 (21:10);1.4;0.0;0.0;0.0
Cabo Peñas;Asturias;15.5 (12:00);8.0 (21:50);11.8;84 (21:00);58 (22:30);4.1;0.0;0.0;0.7
Asturias Aeropuerto;Asturias;15.5 (16:10);5.5 (06:30);10.5;84 (20:30);53 (20:50);4.3;0.0;0.0;0.0
Pajares-Valgrande;Asturias;3.2 (00:50);-0.5 (13:00);1.4;73 (12:30);46 (12:20);3.6;0.0;0.0;2.4
Lena, Ronzón;Asturias;15.1 (11:30);2.3 (04:30);8.7;49 (13:50);27 (13:50);3.4;0.0;0.0;0.0
Aller, Felechosa;Asturias;10.2 (10:40);2.7 (02:10);6.4;46 (11:00);21 (11:10);1.8;0.0;0.0;0.0
Mieres, Baiña;Asturias;17.9 (11:50);3.9 (04:50);10.9;42 (14:20);18 (12:20);1.8;0.0;0.0;0.0
Oviedo;Asturias;15.8 (12:00);5.0 (06:40);10.4;48 (21:20);25 (23:30);2.2;0.0;0.0;0.0
Tineo, Soutu;Asturias;15.2 (14:00);3.2 (09:10);9.2;40 (13:20);10 (13:30);3.4;0.0;0.0;0.2
Pola de Somiedo;Asturias;12.1 (11:00);2.3 (01:20);7.2;60 (14:00);29 (11:00);9.0;0.0;0.0;3.0
Salas, Camuño;Asturias;15.3 (14:30);3.4 (05:20);9.4;64 (14:50);36 (14:20);5.8;0.0;0.0;0.0
Cabo Busto;Asturias;16.2 (14:00);6.2 (05:30);11.2;92 (17:10);65 (17:50);1.6;0.0;0.0;0.0
Cervantes;Lugo;6.4 (17:50);0.4 (21:50);3.4;65 (18:50);25 (16:30);13.0;0.0;0.0;3.6
Degaña;Asturias;4.6 (11:30);-0.4 (23:50);2.1;44 (12:20);14 (12:20);14.4;0.0;0.0;8.0
Ibias, San Antolin;Asturias;9.5 (10:50);3.1 (23:59);6.3;121 (16:10);75 (16:20);7.8;0.0;0.0;2.8
Villayón, Oneta;Asturias;12.8 (14:40);5.0 (22:10);8.9;82 (14:30);35 (13:30);3.8;0.0;0.0;0.8
Castropol;Asturias;15.7 (14:10);7.1 (01:00);11.4;79 (13:30);31 (15:20);6.6;0.0;0.0;4.8
Taramundi, Ouria;Asturias;13.0 (14:20);6.0 (23:40);9.5;106 (15:00);64 (12:00);5.2;0.0;0.4;2.8
Ribadeo;Lugo;15.6 (14:10);7.2 (00:10);11.4;82 (13:50);44 (05:30);8.4;0.0;0.0;7.0
Mondoñedo;Lugo;13.2 (13:10);6.9 (00:00);10.0;;;11.4;0.0;0.0;9.6
Burela;Lugo;14.1 (13:50);6.8 (01:50);10.5;;;9.6;0.0;0.0;5.4
Estaca de Bares;A Coruña;14.5 (13:40);6.5 (23:20);10.5;114 (14:30);92 (14:20);4.6;0.0;0.0;2.6
Ferrol;A Coruña;13.7 (15:20);9.0 (00:00);11.3;72 (11:50);41 (11:10);12.4;0.0;0.0;12.3
As Pontes;A Coruña;11.6 (13:10);4.8 (00:00);8.2;;;22.0;0.0;0.0;12.4
A Coruña;A Coruña;14.5 (15:20);8.8 (23:20);11.7;67 (17:40);35 (17:40);10.6;0.0;0.0;8.4
A Coruña Bens;A Coruña;13.7 (15:20);8.1 (23:10);10.9;55 (11:10);49 (11:10);11.2;0.0;0.1;9.0
A Coruña Aeropuerto;A Coruña;14.3 (15:50);7.2 (00:30);10.8;63 (13:40);41 (11:00);10.0;0.0;0.0;8.0
Carballo, Depuradora;A Coruña;13.4 (14:50);6.1 (00:00);9.7;;;16.4;0.0;3.6;9.8
Cabo Vilán;A Coruña;14.0 (14:50);8.7 (22:00);11.3;91 (12:10);66 (12:10);24.4;2.2;13.2;9.0
Vimianzo;A Coruña;11.3 (14:20);5.7 (22:30);8.5;;;36.0;1.2;17.4;14.4
Fisterra;A Coruña;12.6 (15:00);8.9 (22:00);10.8;108 (12:50);85 (12:00);17.8;1.0;8.4;8.4
Mazaricos;A Coruña;11.1 (14:10);6.1 (22:30);8.6;;;63.0;4.2;23.0;35.4
Sobrado;A Coruña;10.5 (16:10);3.8 (23:50);7.1;;;14.8;0.0;0.0;11.0
Santiago de Compostela Aeropuerto;A Coruña;12.3 (15:50);5.8 (23:20);9.1;63 (11:10);33 (12:00);20.5;0.0;1.2;19.2
Noia;A Coruña;12.8 (14:30);7.2 (23:59);10.0;48 (10:30);17 (10:50);20.0;0.0;9.2;10.4
Monte Iroite;A Coruña;;;;;;;;18.6;14.7
Boiro;A Coruña;14.3 (15:30);5.1 (00:50);9.7;;;26.8;0.0;8.8;15.4
Monterroso;Lugo;9.0 (16:40);3.9 (04:10);6.5;;;5.4;0.0;0.0;4.2
Silleda;Pontevedra;11.1 (16:00);5.2 (23:59);8.2;60 (13:40);33 (13:20);10.6;0.0;0.2;10.0
A Estrada;Pontevedra;11.7 (16:00);5.7 (00:50);8.7;;;25.6;0.0;2.2;22.8
Padrón;A Coruña;13.0 (15:40);6.4 (23:59);9.7;62 (14:30);24 (14:30);17.2;0.0;3.5;13.4
Santiago de Compostela;A Coruña;12.5 (15:50);6.9 (23:59);9.7;46 (13:00);13 (14:20);19.6;0.0;3.9;15.3
Rois, Casas do Porto;A Coruña;11.7 (14:40);8.0 (23:59);9.8;;;54.6;0.0;19.0;35.0
Vilagarcía de Arousa;Pontevedra;14.4 (15:40);7.6 (23:59);11.0;68 (13:40);32 (13:40);30.6;0.0;4.0;23.2
Pontevedra;Pontevedra;14.6 (16:20);7.3 (02:00);11.0;57 (13:00);28 (13:10);17.4;0.0;1.2;12.0
A Lama;Pontevedra;10.7 (16:10);3.6 (00:40);7.1;59 (16:50);29 (16:50);45.2;0.0;2.0;38.8
Vigo Aeropuerto;Pontevedra;12.8 (15:50);6.3 (02:00);9.6;58 (16:40);36 (13:50);17.5;0.0;0.1;12.8
Vigo;Pontevedra;13.9 (16:00);8.4 (00:30);11.1;40 (14:30);22 (13:30);17.6;0.0;0.4;15.0
Lugo Aeropuerto;Lugo;9.9 (14:00);2.6 (01:00);6.2;55 (13:50);25 (13:20);7.6;0.0;0.0;5.4
Lugo;Lugo;10.2 (13:20);4.2 (03:40);7.2;45 (20:10);19 (19:20);8.6;0.0;0.0;6.6
O Páramo;Lugo;10.4 (14:00);1.4 (04:10);5.9;;;6.2;0.0;0.0;3.2
Becerreá;Lugo;5.7 (10:40);0.5 (23:40);3.1;66 (15:40);28 (13:10);14.6;0.0;0.0;7.2
O Saviñao;Lugo;;;;;;;;;
Villablino;León;7.6 (12:00);-1.5 (04:30);3.0;54 (20:50);31 (15:20);18.0;0.0;0.0;10.0
Puerto de Leitariegos;Asturias;3.1 (11:10);-1.6 (23:40);0.7;70 (16:30);31 (11:10);8.2;0.0;0.0;3.0
Ponferrada;León;8.2 (19:30);2.9 (09:20);5.5;26 (19:10);13 (20:30);7.4;0.0;0.0;5.0
Vega de Espinareda;León;6.4 (18:00);0.8 (02:10);3.6;;;11.0;0.0;0.0;6.0
O Barco de Valdeorras;Ourense;12.1 (17:40);2.2 (06:50);7.2;;;4.0;0.0;0.0;2.8
A Pobra de Trives;Ourense;;;;;;;;;
Chandrexa de Queixa;Ourense;6.5 (17:10);2.0 (23:59);4.3;93 (15:00);69 (14:50);10.2;0.0;0.0;3.8
Folgoso do Courel;Lugo;9.1 (18:00);2.2 (05:50);5.7;;;18.2;0.0;0.2;8.4
Monforte de Lemos;Lugo;12.1 (17:20);0.7 (04:00);6.4;53 (16:00);17 (13:20);4.0;0.0;0.0;3.8
Ourense;Ourense;13.7 (17:20);4.1 (03:10);8.9;36 (19:00);16 (15:50);10.0;0.0;0.2;8.0
Beariz;Ourense;9.7 (16:10);2.4 (00:10);6.0;;;23.4;0.0;1.0;21.0
O Carballiño;Ourense;12.1 (17:00);1.8 (02:40);7.0;40 (17:50);14 (18:30);7.7;0.0;0.5;6.6
Ribadavia;Ourense;13.8 (17:10);3.2 (03:00);8.5;62 (15:10);31 (17:30);13.0;0.0;1.0;10.8
Allariz;Ourense;12.4 (17:20);1.1 (03:50);6.7;;;6.8;0.0;0.2;2.6
A Cañiza;Pontevedra;9.5 (16:40);4.7 (02:00);7.1;;;29.6;0.0;1.4;22.8
Ponteareas, Canedo;Pontevedra;13.8 (17:00);3.8 (04:30);8.8;;;27.2;0.0;0.2;17.8
O Rosal;Pontevedra;14.2 (16:20);6.0 (02:20);10.1;;;25.4;0.0;2.6;22.8
Xinzo de Limia;Ourense;9.4 (17:40);-3.0 (03:20);3.2;39 (21:40);21 (23:59);6.3;0.0;0.0;3.3
Muiños;Ourense;9.0 (15:00);2.4 (06:40);5.7;;;11.0;0.0;1.0;4.6
Santillana del Mar, Altamira;Cantabria;16.4 (14:30);5.2 (08:00);10.8;55 (22:30);34 (12:50);2.6;0.0;0.0;0.2
Vinuesa, Quintanarejo;Soria;9.0 (15:10);0.3 (05:00);4.7;;;8.4;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;9.9 (15:10);-0.8 (05:30);4.5;55 (11:30);24 (14:20);7.4;0.0;0.0;0.0
Soria;Soria;11.8 (15:30);0.7 (08:10);6.3;36 (16:00);20 (16:00);2.4;0.0;0.0;0.0
Lubia;Soria;11.1 (15:10);1.1 (06:50);6.1;49 (14:40);27 (14:40);1.6;0.0;0.0;0.0
Morón de Almazán;Soria;12.1 (15:10);-1.9 (07:10);5.1;56 (16:30);38 (15:50);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;10.4 (16:30);2.6 (06:20);6.5;66 (16:20);45 (16:20);0.2;0.0;0.0;0.0
Ucero;Soria;11.6 (15:20);-1.4 (05:40);5.1;;;2.2;0.0;0.0;0.2
Burgo de Osma;Soria;13.1 (15:10);-0.8 (06:20);6.2;46 (19:10);33 (19:10);2.4;0.4;0.0;0.0
Liceras;Soria;11.4 (14:00);2.5 (06:30);6.9;49 (23:40);31 (23:40);2.4;1.4;0.0;0.0
Coruña del Conde;Burgos;11.7 (15:00);2.5 (05:30);7.1;47 (18:50);26 (18:40);1.8;0.0;0.0;0.0
Aranda de Duero;Burgos;13.5 (15:10);2.4 (03:30);8.0;50 (23:00);23 (19:10);0.6;0.0;0.0;0.0
Fresno de Cantespino;Segovia;12.1 (15:20);-0.7 (06:30);5.7;49 (22:50);27 (23:10);1.8;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;11.2 (15:30);3.9 (09:10);7.5;73 (23:50);45 (23:50);2.6;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;2.9 (00:00);0.1 (23:30);1.5;72 (22:00);43 (15:00);3.4;0.2;0.0;0.0
Peñafiel;Valladolid;13.4 (14:40);4.4 (06:50);8.9;;;1.0;0.0;0.0;0.2
Sardón de Duero;Valladolid;13.4 (14:50);-0.6 (02:50);6.4;51 (22:10);32 (22:10);0.8;0.0;0.0;0.4
Pedraza;Segovia;12.5 (15:30);2.5 (06:20);7.5;40 (23:50);20 (10:40);1.2;0.0;0.0;0.0
Cuéllar;Segovia;13.7 (14:20);-2.0 (08:40);5.8;40 (16:50);22 (16:20);2.8;0.0;0.0;0.2
Cervera de Pisuerga;Palencia;6.6 (13:40);1.5 (02:20);4.0;59 (20:20);26 (19:10);11.8;0.0;0.0;5.2
Aguilar de Campoo;Palencia;7.5 (15:20);-3.1 (05:00);2.2;43 (15:50);23 (15:30);3.2;0.0;0.0;2.2
Villaeles de Valdavia;Palencia;7.2 (14:30);-2.4 (04:10);2.4;52 (20:00);37 (20:20);3.2;0.0;0.0;3.2
Villadiego;Burgos;9.4 (15:50);0.7 (03:20);5.0;58 (16:50);44 (16:50);3.0;0.0;0.2;0.8
Pedrosa del Príncipe;Burgos;11.3 (15:30);1.2 (03:50);6.3;48 (23:50);28 (21:10);1.2;0.0;0.0;0.6
Ólvega;Soria;10.8 (14:20);4.6 (23:59);7.7;61 (14:20);36 (14:10);1.4;0.0;0.0;0.0
Palacios de la Sierra;Burgos;10.1 (15:30);0.2 (06:10);5.2;;;2.8;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;8.5 (14:30);1.5 (01:40);5.0;63 (22:30);39 (22:30);4.6;0.0;0.0;0.0
Villamayor de los Montes;Burgos;11.1 (14:40);4.5 (03:30);7.8;50 (21:00);32 (22:00);1.8;0.2;0.0;0.0
Burgos Aeropuerto;Burgos;10.6 (14:50);1.0 (03:20);5.8;55 (17:40);36 (17:40);2.2;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;2.7 (00:00);-0.9 (11:50);0.9;73 (20:10);44 (20:10);5.0;0.0;0.0;0.6
Carrión de los Condes;Palencia;9.7 (13:50);-1.8 (04:10);3.9;46 (15:40);21 (20:50);2.6;0.0;0.0;1.6
Autilla del Pino;Palencia;10.7 (14:10);0.6 (03:40);5.6;50 (19:50);38 (23:10);0.5;0.0;0.0;0.4
Palencia;Palencia;12.5 (15:00);3.2 (04:00);7.9;44 (23:50);28 (23:50);1.2;0.0;0.0;0.8
Valladolid;Valladolid;12.8 (14:30);4.1 (08:40);8.5;43 (16:30);23 (16:30);0.0;0.0;0.0;0.0
Muñotello;Ávila;12.2 (14:30);0.1 (08:40);6.1;75 (21:10);33 (21:10);0.6;0.0;0.0;0.0
Ávila;Ávila;12.5 (14:00);0.0 (08:00);6.3;33 (15:10);17 (15:40);0.0;0.0;0.0;0.0
Arevalo;Ávila;13.8 (14:00);1.8 (08:20);7.8;49 (17:10);32 (17:10);0.8;0.0;0.0;0.4
Puerto de Navacerrada;Madrid;4.3 (13:20);-0.8 (08:50);1.8;64 (22:30);38 (04:20);2.0;0.0;0.0;0.0
Segovia;Segovia;13.5 (15:00);2.7 (07:50);8.1;41 (23:50);26 (22:40);0.6;0.0;0.0;0.0
San Rafael;Segovia;10.2 (13:50);0.8 (08:10);5.5;;;0.6;0.0;0.0;0.0
Miguelañez;Segovia;13.2 (14:40);4.3 (08:40);8.8;51 (18:00);36 (16:50);0.6;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;6.5 (13:10);-3.0 (02:20);1.8;91 (18:50);63 (18:50);0.4;0.0;0.0;0.2
Olmedo, Depósito de Agua;Valladolid;13.2 (15:10);3.3 (06:40);8.2;53 (20:50);40 (20:10);0.4;0.0;0.0;0.4
Rueda;Valladolid;13.2 (14:20);4.2 (06:30);8.7;;;0.4;0.0;0.0;0.2
Rivilla de Barajas;Ávila;12.3 (13:40);2.2 (08:30);7.3;53 (17:20);34 (15:50);0.4;0.0;0.0;0.2
Fuente el Sol;Valladolid;13.4 (14:00);2.6 (05:30);8.0;63 (15:40);41 (15:30);0.2;0.0;0.0;0.0
Morales del Toro;Zamora;13.8 (13:50);0.0 (05:40);6.9;51 (15:20);41 (15:20);1.2;0.0;0.0;0.4
Fuentesauco;Zamora;12.3 (13:30);3.0 (03:50);7.7;64 (21:40);42 (15:50);1.8;0.0;0.0;0.2
Coreses;Zamora;11.8 (14:10);3.0 (05:00);7.4;52 (14:20);39 (15:00);1.2;0.0;0.0;0.6
Santervás de la Vega, Villapún;Palencia;6.1 (14:00);-2.0 (05:30);2.0;50 (21:20);31 (19:50);3.6;0.0;0.0;3.4
Villalón de Campos;Valladolid;10.2 (14:40);1.6 (02:20);5.9;58 (22:10);39 (15:30);0.6;0.0;0.0;0.2
Medina de Rioseco;Valladolid;11.7 (14:40);-0.8 (05:30);5.4;51 (14:50);33 (15:00);1.0;0.0;0.0;0.4
Villafáfila;Zamora;10.1 (14:20);1.4 (04:20);5.8;56 (15:00);40 (15:10);0.6;0.0;0.0;0.2
Zamora;Zamora;12.1 (14:00);5.4 (06:40);8.8;43 (13:10);18 (13:50);1.4;0.0;0.0;0.6
