Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Ucero;Soria;7.3 (16:40);-2.7 (23:59);2.3;;;0.8;0.8;0.0;0.0
Burgo de Osma;Soria;8.3 (16:30);0.4 (23:59);4.4;63 (17:20);44 (11:50);2.0;1.4;0.2;0.4
Liceras;Soria;6.3 (13:30);0.1 (23:59);3.2;61 (02:30);45 (11:30);0.6;0.6;0.0;0.0
Coruña del Conde;Burgos;7.8 (15:40);-0.2 (23:59);3.8;63 (16:50);31 (16:50);3.0;2.4;0.0;0.6
Aranda de Duero;Burgos;9.6 (16:30);0.5 (23:59);5.1;45 (15:50);19 (13:00);0.4;0.4;0.0;0.0
Fresno de Cantespino;Segovia;7.7 (16:50);0.0 (23:40);3.8;50 (01:00);32 (00:20);0.8;0.8;0.0;0.0
Aldeanueva de Serrezuela;Segovia;6.3 (16:10);-0.5 (23:59);2.9;66 (00:20);44 (00:20);1.4;1.4;0.0;0.0
La Pinilla, estación de esquí;Segovia;0.2 (00:00);-4.1 (09:30);-1.9;71 (00:20);25 (05:40);4.8;3.6;0.0;1.2
Peñafiel;Valladolid;10.1 (16:00);1.0 (23:20);5.6;;;1.6;1.6;0.0;0.0
Sardón de Duero;Valladolid;9.3 (15:50);0.7 (23:50);5.0;37 (00:10);25 (16:00);2.8;2.0;0.8;0.0
Pedraza;Segovia;7.2 (16:20);0.8 (23:59);4.0;48 (02:30);30 (17:10);1.2;1.0;0.2;0.0
Cuéllar;Segovia;10.2 (15:30);-4.2 (22:50);3.0;44 (16:20);23 (01:10);2.6;2.6;0.0;0.0
Cervera de Pisuerga;Palencia;6.8 (16:30);-3.1 (07:30);1.9;45 (17:50);19 (13:50);0.2;0.2;0.0;0.0
Aguilar de Campoo;Palencia;7.7 (14:40);-1.9 (23:59);2.9;35 (14:00);19 (10:10);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;8.3 (16:10);-2.3 (07:30);3.0;43 (00:20);28 (00:20);0.0;0.0;0.0;0.0
Villadiego;Burgos;9.1 (17:20);-1.4 (09:00);3.9;71 (14:40);42 (14:40);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;10.3 (16:30);0.1 (23:59);5.2;44 (16:50);24 (16:50);0.0;0.0;0.0;0.0
Ólvega;Soria;8.7 (14:40);-0.7 (22:10);4.0;46 (15:40);30 (14:20);3.0;2.8;0.0;0.0
Palacios de la Sierra;Burgos;7.2 (14:50);-0.7 (22:00);3.2;;;2.2;1.4;0.0;0.8
Monterrubio de la Demanda;Burgos;4.0 (00:00);-0.2 (08:00);1.9;59 (01:20);35 (00:10);1.8;1.8;0.0;0.0
Villamayor de los Montes;Burgos;8.7 (15:20);-0.5 (23:59);4.1;47 (00:10);28 (00:10);1.0;0.8;0.0;0.2
Burgos Aeropuerto;Burgos;8.0 (14:10);-0.8 (23:59);3.6;54 (15:20);35 (13:20);1.2;1.2;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;1.3 (14:10);-3.7 (08:00);-1.2;49 (14:00);28 (13:30);3.0;0.0;0.2;2.8
Carrión de los Condes;Palencia;10.4 (14:00);-1.2 (23:59);4.6;37 (14:30);16 (13:40);2.6;0.0;0.0;2.6
Autilla del Pino;Palencia;8.7 (15:30);-0.3 (06:40);4.2;50 (16:40);37 (16:40);0.1;0.0;0.0;0.1
Palencia;Palencia;10.8 (16:00);1.6 (08:30);6.2;45 (15:50);30 (17:10);0.0;0.0;0.0;0.0
Valladolid;Valladolid;;;;;;;0.0;;
Muñotello;Ávila;6.6 (14:50);1.2 (07:40);3.9;51 (14:00);34 (14:40);1.2;1.2;0.0;0.0
Ávila;Ávila;7.4 (16:10);1.6 (08:20);4.5;51 (15:30);28 (15:00);0.0;0.0;0.0;0.0
Arevalo;Ávila;9.8 (15:50);0.8 (23:59);5.3;43 (00:20);28 (00:40);4.4;0.2;0.0;2.4
Puerto de Navacerrada;Madrid;-0.3 (00:00);-4.6 (09:20);-2.4;59 (00:10);26 (00:10);3.6;2.4;0.0;1.2
Segovia;Segovia;6.8 (16:20);1.2 (09:10);4.0;46 (02:40);27 (16:00);0.8;0.6;0.0;0.2
San Rafael;Segovia;4.5 (00:00);-0.2 (18:50);2.1;;;3.2;2.0;0.4;0.2
Miguelañez;Segovia;8.8 (15:40);1.5 (08:30);5.2;46 (00:40);33 (01:40);0.4;0.2;0.0;0.2
La Covatilla, estación de esquí;Salamanca;-0.2 (00:00);-5.2 (08:00);-2.7;58 (00:10);37 (00:10);0.6;0.0;0.0;0.6
Olmedo, Depósito de Agua;Valladolid;9.7 (15:10);0.6 (08:20);5.1;46 (00:50);27 (00:10);1.0;0.8;0.2;0.0
Rueda;Valladolid;9.8 (14:40);1.4 (08:20);5.6;;;1.6;0.0;0.0;1.6
Rivilla de Barajas;Ávila;7.9 (16:10);1.1 (23:40);4.5;52 (14:00);39 (13:30);1.2;1.2;0.0;0.0
Fuente el Sol;Valladolid;10.2 (14:50);0.4 (22:50);5.3;55 (16:20);36 (16:20);1.0;0.2;0.2;0.2
Morales del Toro;Zamora;10.3 (13:50);1.0 (23:59);5.7;47 (15:50);32 (15:00);3.8;0.0;0.0;3.8
Fuentesauco;Zamora;9.6 (16:10);1.6 (23:59);5.6;49 (16:00);33 (12:30);0.0;0.0;0.0;0.0
Coreses;Zamora;10.7 (16:30);1.5 (08:30);6.1;50 (15:10);38 (15:00);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;7.4 (14:40);-1.5 (23:00);3.0;44 (12:40);26 (11:00);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;9.6 (16:00);-1.7 (08:10);4.0;57 (17:10);37 (17:00);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;10.5 (15:00);-1.7 (08:40);4.4;49 (17:00);28 (16:30);0.0;0.0;0.0;0.0
Villafáfila;Zamora;11.2 (15:10);-0.9 (23:20);5.1;42 (16:00);31 (17:00);0.0;0.0;0.0;0.0
Zamora;Zamora;11.1 (16:20);2.7 (08:00);6.9;37 (14:10);15 (14:40);0.0;0.0;0.0;0.0
Riaño;León;4.6 (11:40);-1.0 (06:10);1.8;46 (22:10);23 (22:30);2.2;0.0;0.2;2.0
