Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Sant Pau de Segúries;Girona;19.3 (16:30);0.0 (03:10);9.6;36 (14:20);17 (15:10);0.0;0.0;0.0;0.0
Planoles;Girona;22.4 (13:00);3.6 (06:00);13.0;36 (13:20);20 (11:50);0.0;0.0;0.0;0.0
Ripoll;Girona;20.8 (16:50);-0.1 (07:40);10.3;;;0.0;0.0;0.0;0.0
Tona;Barcelona;21.9 (16:50);2.1 (06:50);12.0;32 (13:20);15 (13:00);0.0;0.0;0.0;0.0
Sant Julià  de Vilatorta;Barcelona;21.8 (14:30);0.7 (07:20);11.2;27 (19:30);12 (18:50);0.0;0.0;0.0;0.0
Les Planes d'Hostoles;Girona;25.2 (16:10);1.0 (05:00);13.1;60 (11:50);28 (12:30);0.0;0.0;0.0;0.0
Sant Hilari;Girona;20.6 (17:00);4.6 (01:40);12.6;47 (12:20);25 (11:30);0.0;0.0;0.0;0.0
Girona Aeropuerto;Girona;25.8 (14:50);1.7 (07:20);13.7;32 (13:20);24 (13:50);0.0;0.0;0.0;0.0
Girona;Girona;26.3 (15:00);4.2 (07:40);15.2;28 (13:30);14 (13:40);0.0;0.0;0.0;0.0
Porqueres;Girona;22.4 (13:20);3.2 (06:40);12.8;23 (16:20);14 (16:20);0.0;0.0;0.0;0.0
L'Estartit;Girona;17.0 (12:10);6.4 (06:20);11.7;34 (13:20);22 (13:10);0.0;0.0;0.0;0.0
La Vall de Bianya;Girona;24.7 (15:40);-0.3 (06:40);12.2;32 (17:00);19 (17:00);0.0;0.0;0.0;0.0
Castelló d'Empúries;Girona;20.2 (15:00);1.6 (07:40);10.9;18 (12:50);9 (16:10);0.0;0.0;0.0;0.0
Maçanet de Cabrenys;Girona;21.3 (15:20);4.1 (07:30);12.7;17 (14:30);8 (16:20);0.0;0.0;0.0;0.0
Espolla;Girona;21.0 (16:20);6.1 (05:20);13.5;32 (23:59);14 (23:59);0.0;0.0;0.0;0.0
Figueres;Girona;21.5 (15:10);5.7 (07:10);13.6;20 (17:50);11 (17:50);0.0;0.0;0.0;0.0
Cabo de Creus;Girona;15.4 (20:30);10.9 (08:20);13.1;;46 (22:10);0.0;0.0;0.0;0.0
Baztan, Irurita;Navarra;20.8 (13:40);3.2 (07:20);12.0;38 (15:50);18 (15:50);0.4;0.0;0.0;0.0
Bera;Navarra;19.6 (14:00);4.4 (07:40);12.0;33 (15:40);14 (15:20);3.4;0.0;0.0;2.8
Irún;Gipuzkoa;18.9 (13:30);8.6 (23:40);13.8;51 (15:00);25 (15:00);6.8;0.0;0.0;6.0
San Sebastián Aeropuerto;Gipuzkoa;20.5 (13:50);6.4 (05:40);13.5;42 (15:10);27 (15:10);10.7;0.0;0.0;8.8
Renteria;Gipuzkoa;18.7 (14:10);5.1 (05:10);11.9;36 (15:10);17 (15:10);7.4;0.0;0.0;6.2
Segura - Lastala;Gipuzkoa;20.2 (14:10);4.7 (03:50);12.5;21 (12:00);10 (12:00);2.4;0.0;0.0;1.2
Beasain;Gipuzkoa;19.9 (14:00);4.7 (03:20);12.3;42 (15:40);21 (15:40);2.2;0.0;0.0;0.8
Ordizia;Gipuzkoa;20.2 (13:50);6.1 (02:20);13.2;45 (15:50);21 (05:30);2.0;0.0;0.0;0.8
Areso;Navarra;17.5 (12:50);5.0 (23:30);11.3;47 (06:10);26 (09:30);3.0;0.0;0.0;1.8
Legazpia;Gipuzkoa;17.7 (13:10);5.1 (23:30);11.4;;;2.6;0.0;0.0;0.8
Zumarraga;Gipuzkoa;16.6 (12:20);5.0 (22:10);10.8;47 (16:20);24 (16:20);1.0;0.0;0.0;0.2
Azpeitia;Gipuzkoa;19.3 (14:00);6.6 (03:20);12.9;28 (11:10);14 (11:30);2.2;0.0;0.0;1.0
Zumaia;Gipuzkoa;16.3 (13:50);7.6 (04:30);11.9;63 (15:30);42 (14:50);3.1;0.0;0.1;1.5
Aramaio;Araba/Álava;16.0 (13:00);4.5 (23:50);10.3;;;1.0;0.2;0.0;0.6
Aretxabaleta;Gipuzkoa;18.2 (13:20);5.1 (01:50);11.7;;;0.4;0.0;0.0;0.0
Elgeta;Gipuzkoa;16.5 (12:30);5.1 (23:00);10.8;35 (16:00);13 (16:00);3.0;0.0;0.0;1.0
Elgoibar;Gipuzkoa;18.6 (12:50);5.4 (01:40);12.0;48 (02:50);18 (15:10);3.7;0.0;0.0;2.2
Mutriku;Gipuzkoa;17.9 (14:00);7.6 (21:30);12.7;62 (14:30);31 (15:20);3.0;0.0;0.0;1.2
Forua;Bizkaia;20.3 (13:30);5.2 (05:50);12.7;64 (14:10);36 (14:30);1.0;0.0;0.0;0.4
Machichaco;Bizkaia;17.7 (12:40);8.2 (21:00);13.0;75 (13:50);56 (14:00);5.0;0.0;0.0;2.2
Punta Galea;Bizkaia;18.4 (13:10);8.8 (01:20);13.6;47 (14:30);26 (14:30);0.7;0.0;0.0;0.7
Amurrio;Araba/Álava;18.7 (12:30);6.0 (01:10);12.4;45 (14:30);23 (14:40);0.8;0.0;0.0;0.6
Orozko;Bizkaia;18.1 (12:30);5.7 (01:00);11.9;40 (05:10);13 (05:10);0.2;0.0;0.0;0.0
Abadiño;Bizkaia;14.3 (12:50);3.5 (22:30);8.9;;;1.4;0.0;0.0;1.0
Amorebieta--Etxano;Bizkaia;19.1 (14:10);4.7 (06:50);11.9;60 (14:30);37 (14:30);2.2;0.0;0.0;2.0
Balmaseda;Bizkaia;19.5 (12:30);5.5 (01:20);12.5;;;0.0;0.0;0.0;0.0
Güeñes;Bizkaia;19.4 (13:50);6.9 (00:30);13.1;36 (14:10);20 (14:10);0.0;0.0;0.0;0.0
Bilbao Aeropuerto;Bizkaia;19.4 (13:40);6.9 (07:10);13.1;68 (14:00);46 (14:10);1.2;0.0;0.0;1.2
Sopuerta;Bizkaia;20.1 (12:30);7.1 (22:20);13.6;51 (14:00);28 (14:00);1.2;0.0;0.0;1.2
Castro Urdiales;Cantabria;17.9 (12:50);8.4 (20:10);13.1;55 (14:40);35 (14:40);3.5;0.0;0.0;3.5
Ramales de la Victoria;Cantabria;17.0 (12:50);3.3 (08:30);10.1;41 (13:30);19 (13:30);0.8;0.0;0.0;0.6
Barcena de Cicero, Treto;Cantabria;17.7 (12:40);5.6 (08:10);11.7;50 (13:10);25 (13:20);1.4;0.0;0.0;1.4
Soba, Alto Miera;Cantabria;15.4 (04:10);3.2 (20:50);9.3;49 (13:10);23 (13:20);7.2;0.0;0.0;5.4
Santander Aeropuerto;Cantabria;18.3 (12:10);4.7 (07:50);11.5;54 (13:30);35 (12:50);4.5;0.0;0.0;2.7
Santander;Cantabria;17.0 (12:10);8.5 (21:50);12.8;61 (12:40);43 (12:40);3.4;0.0;0.0;0.4
Villacarriedo;Cantabria;16.4 (12:20);4.4 (05:40);10.4;46 (13:00);29 (13:00);3.6;0.0;0.0;3.0
Los Tojos, Bárcena Mayor;Cantabria;15.8 (12:20);1.3 (08:00);8.6;44 (13:00);23 (12:50);5.8;0.0;0.0;4.6
San Felices de Buelna;Cantabria;15.6 (12:10);3.9 (07:30);9.8;41 (12:40);22 (12:40);3.4;0.0;0.0;3.2
Torrelavega, Sierrapando;Cantabria;17.4 (12:00);7.0 (07:30);12.2;64 (12:30);43 (12:30);5.6;0.0;0.0;4.0
San Vicente de la Barquera;Cantabria;17.4 (11:40);7.9 (08:50);12.6;56 (12:00);38 (12:30);1.5;0.0;0.0;1.5
Camaleño, Fuente De;Cantabria;15.6 (03:50);1.3 (23:59);8.5;36 (09:00);15 (03:50);2.6;0.0;0.0;0.8
Cillórigo de Liébana, Tama;Cantabria;15.4 (12:30);2.8 (03:20);9.1;52 (14:00);24 (13:00);1.6;0.0;0.0;0.0
Tresviso;Cantabria;12.9 (11:30);1.9 (20:30);7.4;54 (17:40);32 (17:40);0.6;0.0;0.0;0.0
Posada de Valdeón, Soto;León;11.1 (12:40);1.9 (23:40);6.5;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;11.8 (11:20);4.7 (22:40);8.3;55 (11:40);35 (13:50);3.0;0.0;0.0;2.6
Llanes;Asturias;15.1 (10:40);8.8 (06:30);12.0;52 (11:30);27 (11:40);4.2;0.0;0.6;3.4
Amieva, Panizales;Asturias;13.3 (11:30);5.1 (07:50);9.2;33 (11:30);10 (11:30);2.8;0.0;0.0;1.6
Piloña, Bargaéu;Asturias;12.1 (11:00);3.1 (07:50);7.6;28 (11:10);11 (11:00);4.4;0.0;0.0;2.2
Colunga;Asturias;16.0 (10:40);5.6 (06:00);10.8;39 (10:50);17 (11:40);7.8;0.0;0.4;5.8
Gijón, Campus;Asturias;12.8 (10:20);4.3 (06:50);8.6;36 (10:20);19 (10:50);1.2;0.0;0.0;1.0
Cabo Peñas;Asturias;14.1 (09:40);8.5 (12:40);11.3;59 (10:20);42 (10:20);1.0;0.0;0.3;0.6
Asturias Aeropuerto;Asturias;13.3 (09:50);7.8 (23:59);10.6;46 (10:30);33 (10:30);3.5;0.0;2.7;0.7
Pajares-Valgrande;Asturias;9.1 (12:20);-2.1 (23:50);3.5;40 (00:10);26 (03:50);5.3;0.0;0.0;4.2
Lena, Ronzón;Asturias;11.9 (11:10);3.2 (08:10);7.5;33 (11:20);16 (11:40);3.4;0.0;0.0;2.8
Aller, Felechosa;Asturias;14.7 (11:50);2.8 (23:20);8.7;33 (11:50);17 (11:50);3.2;0.0;0.0;2.0
Mieres, Baiña;Asturias;10.9 (11:50);5.0 (05:00);7.9;29 (12:00);7 (14:30);3.4;0.0;0.0;2.6
Oviedo;Asturias;10.9 (10:40);5.4 (23:59);8.1;38 (11:00);21 (11:00);2.6;0.0;0.2;1.4
Tineo, Soutu;Asturias;13.4 (11:00);4.1 (03:30);8.7;33 (13:30);14 (11:30);3.4;0.0;0.2;2.6
Pola de Somiedo;Asturias;13.2 (11:50);3.0 (01:50);8.1;29 (06:00);14 (12:50);1.8;0.0;0.0;1.0
Salas, Camuño;Asturias;14.7 (10:00);5.4 (06:40);10.0;36 (10:20);18 (08:20);3.8;0.0;1.0;0.4
Cabo Busto;Asturias;;;;;;;0.0;;
Cervantes;Lugo;8.7 (03:30);0.0 (21:10);4.3;27 (05:00);14 (02:10);9.0;0.0;1.0;7.0
Degaña;Asturias;7.6 (10:30);-0.8 (23:50);3.4;19 (08:10);8 (06:10);2.6;0.0;0.0;2.6
Ibias, San Antolin;Asturias;9.8 (10:00);1.9 (23:59);5.9;64 (07:10);34 (07:20);3.8;0.0;1.2;2.2
Villayón, Oneta;Asturias;11.1 (09:30);3.6 (23:40);7.4;55 (09:40);39 (09:40);9.4;0.0;3.0;1.8
Castropol;Asturias;14.3 (06:40);6.3 (23:59);10.3;50 (17:30);20 (09:50);5.2;0.0;4.3;0.6
Taramundi, Ouria;Asturias;12.7 (06:00);4.3 (23:50);8.5;69 (06:40);37 (06:20);5.8;0.0;2.0;2.2
Ribadeo;Lugo;14.4 (05:40);7.5 (23:59);10.9;60 (02:40);33 (02:40);4.8;0.0;4.2;0.4
Mondoñedo;Lugo;13.1 (02:30);5.9 (23:10);9.5;;;1.4;0.0;0.0;0.4
Burela;Lugo;14.3 (05:10);7.2 (21:50);10.8;;;6.4;0.0;4.0;0.2
Estaca de Bares;A Coruña;13.9 (00:30);7.9 (10:50);10.9;78 (06:40);64 (06:40);2.8;0.0;2.4;0.2
Ferrol;A Coruña;13.9 (07:20);6.7 (23:59);10.3;46 (06:40);28 (06:40);8.9;0.3;5.6;1.0
As Pontes;A Coruña;11.8 (01:30);3.8 (23:59);7.8;;;7.6;0.2;3.8;1.0
A Coruña;A Coruña;14.2 (02:10);8.5 (20:30);11.3;55 (07:30);31 (16:40);10.2;0.0;8.0;0.2
A Coruña Bens;A Coruña;13.7 (01:50);7.5 (10:20);10.6;41 (06:10);30 (21:50);9.1;0.1;8.1;0.3
A Coruña Aeropuerto;A Coruña;13.2 (02:30);6.4 (23:30);9.8;50 (10:30);29 (20:30);5.4;0.3;2.7;0.6
Carballo, Depuradora;A Coruña;13.0 (03:20);6.8 (22:20);9.9;;;6.2;0.0;5.0;0.6
Cabo Vilán;A Coruña;12.8 (06:50);7.9 (22:00);10.4;61 (07:00);47 (04:10);2.2;0.3;1.8;0.0
Vimianzo;A Coruña;11.6 (01:20);4.3 (23:59);8.0;;;10.2;1.4;8.2;0.2
Fisterra;A Coruña;12.0 (00:00);6.7 (22:00);9.3;61 (01:50);49 (01:50);3.4;1.0;2.2;0.0
Mazaricos;A Coruña;11.0 (01:50);4.2 (23:50);7.6;;;9.8;5.0;3.4;0.0
Sobrado;A Coruña;10.1 (00:10);0.8 (23:20);5.5;;;7.0;0.4;4.6;1.8
Santiago de Compostela Aeropuerto;A Coruña;10.6 (05:40);3.5 (23:59);7.1;46 (18:00);36 (18:00);7.1;2.2;4.2;0.4
Noia;A Coruña;12.4 (08:00);5.5 (23:30);8.9;38 (06:40);7 (00:40);4.4;1.8;2.4;0.2
Monte Iroite;A Coruña;;;;;;18.4;3.9;13.3;1.2
Boiro;A Coruña;12.8 (02:30);5.2 (23:59);9.0;;;5.6;3.6;1.2;0.8
Monterroso;Lugo;8.6 (05:30);2.2 (23:59);5.4;;;5.0;0.0;4.2;0.8
Silleda;Pontevedra;10.8 (00:40);2.9 (23:50);6.9;38 (00:30);15 (00:40);6.0;0.2;3.8;1.2
A Estrada;Pontevedra;11.3 (01:20);4.7 (23:40);8.0;;;9.8;3.0;5.8;1.0
Padrón;A Coruña;11.7 (04:40);4.5 (23:20);8.1;30 (04:20);10 (05:00);6.4;1.6;4.1;0.6
Santiago de Compostela;A Coruña;11.8 (04:30);5.6 (23:00);8.7;33 (04:10);11 (05:30);10.5;4.0;4.7;0.5
Rois, Casas do Porto;A Coruña;11.6 (04:10);5.0 (23:30);8.3;;;11.6;8.4;3.0;0.2
Vilagarcía de Arousa;Pontevedra;13.1 (09:00);6.7 (23:59);9.9;31 (10:30);18 (04:00);5.2;2.0;3.0;0.2
Pontevedra;Pontevedra;12.5 (00:50);6.1 (23:59);9.3;30 (10:20);17 (10:20);4.8;2.0;2.4;0.4
A Lama;Pontevedra;10.2 (00:00);4.3 (23:59);7.3;40 (07:30);21 (12:40);11.2;2.4;6.6;0.6
Vigo Aeropuerto;Pontevedra;11.1 (10:20);5.6 (23:40);8.4;39 (12:00);26 (12:00);1.8;0.5;0.8;0.5
Vigo;Pontevedra;12.5 (00:00);7.5 (23:30);10.0;33 (10:10);15 (10:10);4.8;1.8;1.4;1.6
Lugo Aeropuerto;Lugo;10.0 (05:20);2.0 (23:59);6.0;33 (04:10);15 (04:10);4.0;0.0;2.4;1.6
Lugo;Lugo;9.6 (03:50);3.0 (23:59);6.3;26 (10:10);12 (12:30);4.4;0.0;3.4;1.0
O Páramo;Lugo;10.8 (05:30);3.0 (22:50);6.9;;;1.8;0.0;1.0;0.8
Becerreá;Lugo;6.5 (10:00);-0.2 (23:40);3.1;37 (14:10);22 (13:50);6.4;0.0;3.0;3.4
O Saviñao;Lugo;;;;;;;;;
Villablino;León;12.5 (13:30);-1.4 (07:10);5.6;45 (14:20);23 (08:40);1.4;0.0;0.0;1.4
Puerto de Leitariegos;Asturias;;;;;;;;;
Ponferrada;León;13.8 (14:10);4.5 (04:10);9.2;35 (14:10);17 (14:20);0.0;0.0;0.0;0.0
Vega de Espinareda;León;11.4 (13:50);2.5 (23:59);6.9;;;0.4;0.0;0.0;0.4
O Barco de Valdeorras;Ourense;12.8 (14:10);4.8 (05:10);8.8;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;11.6 (12:40);1.9 (23:59);6.8;39 (15:50);15 (14:30);1.2;0.0;0.0;1.2
Chandrexa de Queixa;Ourense;11.5 (12:20);0.7 (23:50);6.1;32 (13:30);17 (11:50);1.2;0.0;0.0;0.8
Folgoso do Courel;Lugo;9.6 (12:40);3.9 (21:00);6.8;;;1.6;0.0;0.4;1.0
Monforte de Lemos;Lugo;11.4 (12:00);3.6 (23:59);7.5;30 (13:40);13 (13:40);2.4;0.0;0.2;2.0
Ourense;Ourense;14.5 (12:00);5.2 (23:59);9.8;22 (12:20);11 (12:20);1.6;0.0;0.0;1.6
Beariz;Ourense;9.2 (00:00);1.8 (21:50);5.5;;;5.8;0.2;4.6;0.8
O Carballiño;Ourense;11.1 (11:30);4.7 (23:59);7.9;34 (13:30);13 (13:30);0.9;0.0;0.7;0.2
Ribadavia;Ourense;13.5 (11:20);4.7 (23:59);9.1;30 (12:20);14 (12:20);2.2;0.0;0.0;2.2
Allariz;Ourense;12.2 (12:10);3.4 (03:00);7.8;;;3.0;0.0;0.4;2.6
A Cañiza;Pontevedra;9.2 (00:00);4.0 (23:50);6.6;;;5.0;0.2;4.2;0.6
Ponteareas, Canedo;Pontevedra;12.7 (10:50);5.7 (23:59);9.2;;;1.2;0.4;0.8;0.0
O Rosal;Pontevedra;12.8 (00:00);8.3 (23:40);10.6;;;5.4;2.8;2.6;0.0
Xinzo de Limia;Ourense;12.2 (12:40);1.5 (23:59);6.8;36 (18:20);20 (18:20);1.1;0.0;0.2;0.9
Santillana del Mar, Altamira;Cantabria;16.2 (12:00);6.8 (20:50);11.5;45 (13:30);26 (13:30);6.6;0.0;0.0;5.4
Vinuesa, Quintanarejo;Soria;15.9 (14:30);-2.4 (06:20);6.7;;;0.0;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;17.3 (15:20);-1.3 (06:30);8.0;33 (23:40);23 (23:50);0.0;0.0;0.0;0.0
Soria;Soria;17.9 (16:10);-1.6 (07:50);8.1;33 (23:59);19 (23:59);0.0;0.0;0.0;0.0
Lubia;Soria;17.1 (15:50);0.9 (08:10);9.0;40 (14:00);23 (13:40);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;17.6 (16:20);-3.6 (05:30);7.0;36 (13:50);26 (13:20);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;16.6 (15:20);-0.5 (04:10);8.1;36 (14:40);26 (14:40);0.0;0.0;0.0;0.0
Ucero;Soria;15.1 (15:20);-2.3 (08:10);6.4;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;15.7 (15:10);-2.9 (07:30);6.4;36 (13:20);24 (13:20);0.0;0.0;0.0;0.0
Liceras;Soria;15.1 (12:00);0.8 (03:50);8.0;39 (13:10);30 (16:10);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;13.5 (14:10);1.4 (05:30);7.4;28 (13:30);17 (14:50);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;12.6 (13:30);-2.1 (08:30);5.3;30 (14:00);13 (14:20);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;15.0 (15:20);-2.2 (04:00);6.4;32 (13:00);23 (12:20);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;12.3 (16:40);3.9 (23:59);8.1;34 (12:40);24 (12:40);0.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;11.1 (02:30);0.8 (23:20);6.0;52 (05:30);32 (04:20);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;11.9 (16:20);-1.4 (08:20);5.2;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;12.5 (18:00);-2.0 (08:00);5.3;23 (23:30);11 (23:50);0.0;0.0;0.0;0.0
Pedraza;Segovia;14.5 (15:00);3.6 (08:00);9.0;35 (14:10);22 (12:40);0.0;0.0;0.0;0.0
Cuéllar;Segovia;11.7 (16:30);-3.8 (07:10);3.9;22 (11:40);14 (11:40);0.0;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;15.0 (13:10);0.2 (02:20);7.6;34 (13:50);18 (12:10);1.0;0.0;0.2;0.0
Aguilar de Campoo;Palencia;9.5 (14:20);-1.5 (02:00);4.0;33 (17:20);20 (17:20);0.8;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;13.5 (15:40);-1.8 (06:50);5.9;38 (17:40);23 (18:10);4.0;0.0;0.0;0.0
Villadiego;Burgos;10.8 (15:40);-0.4 (04:30);5.2;54 (22:20);40 (22:20);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;12.9 (15:40);-2.4 (08:10);5.2;42 (23:59);25 (23:10);0.2;0.0;0.0;0.0
Ólvega;Soria;19.4 (15:30);3.4 (23:59);11.4;38 (06:40);22 (19:10);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;15.4 (15:00);-2.0 (07:50);6.7;34 (13:30);18 (14:10);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;13.5 (16:30);-1.1 (06:20);6.2;37 (18:00);24 (12:00);0.0;0.0;0.0;0.0
Villamayor de los Montes;Burgos;12.9 (16:40);2.1 (06:30);7.5;46 (23:10);29 (23:30);0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;12.2 (16:10);1.9 (07:10);7.0;38 (21:00);26 (13:20);0.0;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;14.1 (14:10);-1.8 (23:30);6.2;38 (10:50);26 (03:50);1.6;0.0;0.0;0.0
Carrión de los Condes;Palencia;14.4 (16:40);-2.0 (05:40);6.2;38 (19:20);18 (19:00);1.6;0.0;0.0;0.0
Autilla del Pino;Palencia;12.6 (16:30);-0.4 (08:20);6.1;42 (23:50);32 (22:50);0.0;0.0;0.0;0.0
Palencia;Palencia;14.9 (16:50);-0.2 (04:50);7.3;26 (22:50);13 (11:50);0.0;0.0;0.0;0.0
Valladolid;Valladolid;13.0 (17:10);1.5 (07:30);7.3;27 (23:59);10 (19:30);0.0;0.0;0.0;0.0
Muñotello;Ávila;15.7 (12:40);3.7 (06:50);9.7;35 (15:20);27 (15:20);0.0;0.0;0.0;0.0
Ávila;Ávila;14.1 (12:00);2.5 (03:50);8.3;29 (14:20);17 (14:00);0.0;0.0;0.0;0.0
Arevalo;Ávila;12.5 (17:00);0.5 (06:30);6.5;21 (17:40);12 (17:30);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;10.9 (13:00);1.5 (23:40);6.2;;;0.0;0.0;0.0;0.0
Segovia;Segovia;14.3 (14:10);4.5 (08:10);9.4;32 (15:50);22 (15:40);0.0;0.0;0.0;0.0
San Rafael;Segovia;13.6 (13:00);4.4 (01:00);9.0;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;11.0 (11:40);3.4 (06:10);7.2;31 (15:00);18 (13:20);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;11.8 (13:20);0.7 (22:20);6.3;52 (06:50);31 (07:40);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;12.4 (16:40);0.4 (06:40);6.4;20 (08:40);17 (03:10);0.0;0.0;0.0;0.0
Rueda;Valladolid;13.6 (16:40);0.5 (05:10);7.1;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;10.9 (11:20);3.1 (08:50);7.0;30 (07:10);22 (07:10);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;13.0 (17:00);-1.0 (06:00);6.0;24 (23:59);18 (23:59);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;16.0 (15:40);-0.7 (06:40);7.7;46 (23:30);33 (23:30);0.2;0.0;0.2;0.0
Fuentesauco;Zamora;13.5 (16:30);3.4 (06:50);8.5;31 (23:59);22 (23:59);0.0;0.0;0.0;0.0
Coreses;Zamora;14.8 (17:30);1.8 (06:00);8.3;45 (23:00);32 (22:50);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;12.9 (17:00);-0.1 (07:00);6.4;30 (15:20);19 (15:20);4.6;0.2;0.0;0.0
Villalón de Campos;Valladolid;15.9 (16:40);-2.0 (05:50);6.9;34 (19:50);21 (20:00);1.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;14.5 (17:20);-2.3 (08:00);6.1;38 (22:00);22 (23:00);0.0;0.0;0.0;0.0
Villafáfila;Zamora;15.3 (16:10);-0.5 (03:10);7.4;45 (19:30);33 (19:30);0.0;0.0;0.0;0.0
Zamora;Zamora;15.4 (16:00);0.9 (06:30);8.1;39 (23:30);24 (22:50);0.0;0.0;0.0;0.0
Riaño;León;12.4 (13:20);-0.5 (03:40);5.9;44 (17:20);31 (17:20);0.6;0.0;0.0;0.4
Cubillas de Rueda;León;14.4 (16:00);-1.6 (03:30);6.4;38 (16:20);22 (16:40);0.0;0.0;0.0;0.0
