Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Alforja;Tarragona;16.5 (14:30);2.2 (00:00);9.4;27 (10:10);17 (09:20);0.0;0.0;0.0;0.0
Reus Aeropuerto;Tarragona;18.2 (13:50);2.9 (03:10);10.6;22 (14:30);16 (15:10);0.0;0.0;0.0;0.0
Valls;Tarragona;18.0 (14:50);1.1 (03:20);9.6;;;0.0;0.0;0.0;0.0
Tarragona;Tarragona;17.6 (13:40);6.1 (04:20);11.9;;;0.0;0.0;0.0;0.0
Pontons;Barcelona;15.3 (14:40);1.4 (01:30);8.4;30 (13:40);18 (14:20);0.0;0.0;0.0;0.0
Vilafranca del Penedès;Barcelona;17.4 (14:00);1.2 (04:10);9.3;23 (16:40);12 (17:50);0.0;0.0;0.0;0.0
Sitges;Barcelona;16.4 (14:20);4.9 (04:40);10.6;14 (00:10);8 (14:40);0.0;0.0;0.0;0.0
Barcelona Aeropuerto;Barcelona;17.3 (13:00);6.6 (07:10);11.9;28 (04:20);22 (07:10);0.0;0.0;0.0;0.0
Berga;Barcelona;13.6 (16:10);2.8 (08:10);8.2;22 (16:10);11 (17:10);0.0;0.0;0.0;0.0
Balsareny;Barcelona;16.1 (16:00);-2.3 (07:00);6.9;26 (15:50);16 (15:50);0.0;0.0;0.0;0.0
Prats de Lluçanès;Barcelona;14.9 (14:50);-0.7 (07:50);7.1;30 (16:00);16 (14:30);0.0;0.0;0.0;0.0
Moià;Barcelona;13.5 (15:10);4.9 (07:40);9.2;26 (14:00);15 (14:20);0.0;0.0;0.0;0.0
Manresa;Barcelona;16.1 (15:50);-0.5 (08:30);7.8;23 (16:10);15 (16:00);0.0;0.0;0.0;0.0
Monistrol de Montserrat;Barcelona;12.8 (15:00);7.1 (23:30);10.0;;;0.0;0.0;0.0;0.0
Igualada;Barcelona;15.6 (13:40);1.1 (07:10);8.4;19 (14:50);6 (14:40);0.0;0.0;0.0;0.0
Corbera, Pic d'Agulles;Barcelona;15.3 (14:30);6.9 (22:20);11.1;;;0.0;0.0;0.0;0.0
