Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Girona Aeropuerto;Girona;19.1 (14:30);-0.1 (06:50);9.5;26 (12:00);17 (12:00);0.0;0.0;0.0;0.0
Girona;Girona;20.6 (16:10);3.9 (08:30);12.3;21 (12:40);9 (12:40);0.0;0.0;0.0;0.0
Porqueres;Girona;20.8 (15:50);1.2 (03:50);11.0;25 (05:00);11 (16:10);0.0;0.0;0.0;0.0
L'Estartit;Girona;16.1 (14:20);5.2 (08:20);10.7;22 (15:40);17 (15:40);0.0;0.0;0.0;0.0
La Vall de Bianya;Girona;19.4 (15:10);-1.5 (05:50);8.9;22 (14:50);11 (15:00);0.0;0.0;0.0;0.0
Castelló d'Empúries;Girona;17.5 (13:40);2.0 (07:30);9.8;33 (15:20);21 (15:10);0.0;0.0;0.0;0.0
Maçanet de Cabrenys;Girona;20.7 (17:50);4.7 (06:40);12.7;38 (18:10);15 (16:10);0.0;0.0;0.0;0.0
Espolla;Girona;21.5 (14:50);5.0 (06:30);13.3;37 (03:50);17 (15:40);0.0;0.0;0.0;0.0
Figueres;Girona;20.3 (14:10);4.1 (08:30);12.2;23 (00:20);11 (15:50);0.0;0.0;0.0;0.0
Cabo de Creus;Girona;14.9 (15:50);12.1 (04:50);13.5;;69 (04:50);0.0;0.0;0.0;0.0
Baztan, Irurita;Navarra;15.6 (16:30);1.1 (23:10);8.4;10 (09:50);6 (09:50);0.0;0.0;0.0;0.0
Bera;Navarra;18.6 (15:50);3.1 (23:10);10.9;14 (16:20);9 (16:30);0.0;0.0;0.0;0.0
Irún;Gipuzkoa;13.9 (13:30);6.6 (08:50);10.2;17 (06:30);13 (06:40);0.0;0.0;0.0;0.0
San Sebastián Aeropuerto;Gipuzkoa;14.0 (15:30);5.4 (23:59);9.7;21 (08:10);15 (08:10);0.0;0.0;0.0;0.0
Renteria;Gipuzkoa;19.3 (16:20);2.9 (08:30);11.1;11 (21:50);6 (16:10);0.0;0.0;0.0;0.0
Segura - Lastala;Gipuzkoa;17.9 (16:00);0.1 (08:20);9.0;9 (18:00);4 (00:50);0.2;0.2;0.0;0.0
Beasain;Gipuzkoa;17.3 (15:30);0.8 (07:10);9.0;10 (03:20);6 (03:20);0.0;0.0;0.0;0.0
Ordizia;Gipuzkoa;16.7 (16:40);1.1 (09:00);8.9;12 (18:20);7 (18:20);0.0;0.0;0.0;0.0
Areso;Navarra;18.1 (15:10);1.2 (06:50);9.7;9 (14:00);5 (14:00);0.0;0.0;0.0;0.0
Legazpia;Gipuzkoa;17.5 (15:00);0.3 (07:50);8.9;;;0.2;0.0;0.2;0.0
Zumarraga;Gipuzkoa;13.7 (15:30);0.5 (08:40);7.1;9 (00:10);5 (14:00);;;;
Azpeitia;Gipuzkoa;18.4 (16:00);1.1 (09:00);9.7;12 (17:20);6 (01:00);0.0;0.0;0.0;0.0
Zumaia;Gipuzkoa;13.2 (15:10);4.1 (07:40);8.6;26 (16:50);19 (16:50);0.0;0.0;0.0;0.0
Aramaio;Araba/Álava;16.0 (14:00);1.9 (03:10);8.9;;;0.2;0.0;0.2;0.0
Aretxabaleta;Gipuzkoa;13.6 (14:50);-0.2 (08:40);6.7;;;0.0;0.0;0.0;0.0
Elgeta;Gipuzkoa;;;;;;;;;
Elgoibar;Gipuzkoa;15.2 (15:50);2.4 (09:00);8.8;17 (23:40);7 (23:50);0.0;0.0;0.0;0.0
Mutriku;Gipuzkoa;12.6 (14:20);6.8 (07:10);9.7;19 (11:00);13 (10:30);0.0;0.0;0.0;0.0
Forua;Bizkaia;16.9 (14:40);0.7 (08:40);8.8;18 (17:30);10 (17:30);0.2;0.0;0.2;0.0
Machichaco;Bizkaia;11.8 (14:10);7.5 (04:10);9.7;44 (21:00);28 (21:00);0.0;0.0;0.0;0.0
Punta Galea;Bizkaia;;;;21 (06:50);12 (06:50);0.0;0.0;0.0;0.0
Amurrio;Araba/Álava;16.9 (16:20);-0.9 (07:40);8.0;14 (17:30);11 (17:30);0.0;0.0;0.0;0.0
Orozko;Bizkaia;17.2 (15:30);0.5 (07:30);8.9;18 (17:50);10 (17:50);0.0;0.0;0.0;0.0
Abadiño;Bizkaia;14.9 (15:10);0.4 (05:20);7.6;;;0.2;0.0;0.2;0.0
Amorebieta--Etxano;Bizkaia;19.6 (16:00);1.6 (08:40);10.6;12 (15:40);8 (21:00);0.2;0.2;0.0;0.0
Balmaseda;Bizkaia;19.2 (16:00);-0.8 (08:50);9.2;;;0.0;0.0;0.0;0.0
Güeñes;Bizkaia;17.8 (16:10);1.4 (08:50);9.6;9 (14:10);6 (18:10);0.2;0.1;0.1;0.0
Bilbao Aeropuerto;Bizkaia;19.9 (16:30);1.9 (05:30);10.9;22 (20:10);15 (19:10);0.1;0.0;0.0;0.1
Sopuerta;Bizkaia;20.7 (16:00);0.9 (07:10);10.8;9 (15:20);4 (18:00);0.2;0.0;0.2;0.0
Castro Urdiales;Cantabria;15.2 (15:10);5.0 (07:50);10.1;23 (23:59);17 (23:59);0.0;0.0;0.0;0.0
Ramales de la Victoria;Cantabria;18.1 (16:00);-0.1 (09:20);9.0;14 (15:40);6 (15:40);0.0;0.0;0.0;0.0
Barcena de Cicero, Treto;Cantabria;15.5 (15:40);1.6 (08:40);8.6;31 (17:30);20 (17:10);0.0;0.0;0.0;0.0
Soba, Alto Miera;Cantabria;20.8 (16:30);4.2 (00:00);12.5;35 (16:20);19 (16:20);0.0;0.0;0.0;0.0
Santander Aeropuerto;Cantabria;16.1 (15:50);0.3 (06:50);8.2;26 (15:00);18 (16:40);0.0;0.0;0.0;0.0
Santander;Cantabria;13.6 (15:20);6.9 (05:10);10.3;35 (16:10);28 (16:50);0.0;0.0;0.0;0.0
Villacarriedo;Cantabria;19.0 (16:20);-1.1 (07:20);8.9;12 (17:50);7 (17:50);0.0;0.0;0.0;0.0
Los Tojos, Bárcena Mayor;Cantabria;17.9 (15:20);-1.0 (09:00);8.4;16 (15:10);7 (14:40);0.0;0.0;0.0;0.0
San Felices de Buelna;Cantabria;19.3 (16:50);-0.1 (07:20);9.6;14 (18:10);9 (18:10);0.2;0.0;0.0;0.2
Torrelavega, Sierrapando;Cantabria;18.9 (16:30);2.8 (08:10);10.8;24 (04:40);20 (04:40);0.0;0.0;0.0;0.0
San Vicente de la Barquera;Cantabria;12.4 (15:40);3.2 (06:40);7.8;18 (16:40);14 (03:50);0.0;0.0;0.0;0.0
Camaleño, Fuente De;Cantabria;23.0 (15:50);5.1 (00:00);14.0;40 (23:00);12 (22:30);0.0;0.0;0.0;0.0
Cillórigo de Liébana, Tama;Cantabria;18.2 (15:30);-2.1 (08:40);8.1;18 (16:20);11 (16:30);0.0;0.0;0.0;0.0
Tresviso;Cantabria;20.6 (15:40);7.2 (00:00);13.9;23 (20:00);12 (03:30);0.0;0.0;0.0;0.0
Posada de Valdeón, Soto;León;17.6 (14:40);-0.3 (09:00);8.7;;;0.0;0.0;0.0;0.0
Cabrales;Asturias;16.9 (16:40);3.5 (01:20);10.2;17 (01:00);15 (01:00);0.0;0.0;0.0;0.0
Llanes;Asturias;15.2 (14:50);5.2 (06:30);10.2;17 (20:50);13 (06:20);0.0;0.0;0.0;0.0
Amieva, Panizales;Asturias;17.7 (15:50);0.2 (08:50);9.0;13 (16:20);8 (14:50);0.2;0.0;0.2;0.0
Piloña, Bargaéu;Asturias;18.1 (16:40);-0.1 (08:30);9.0;14 (12:10);6 (15:30);0.2;0.0;0.2;0.0
Colunga;Asturias;12.8 (14:10);2.6 (04:30);7.7;29 (12:30);18 (12:30);0.0;0.0;0.0;0.0
Gijón, Campus;Asturias;;;;16 (12:00);12 (15:40);;0.0;;
Cabo Peñas;Asturias;13.1 (15:10);7.2 (07:20);10.2;41 (12:30);30 (12:30);0.0;0.0;0.0;0.0
Asturias Aeropuerto;Asturias;14.1 (14:10);3.5 (03:40);8.8;37 (23:50);26 (23:50);0.0;0.0;0.0;0.0
Pajares-Valgrande;Asturias;16.0 (14:40);5.5 (00:10);10.8;46 (06:30);35 (04:20);;0.0;;
Lena, Ronzón;Asturias;17.2 (15:40);-1.0 (08:50);8.1;20 (16:30);12 (16:40);0.2;0.0;0.2;0.0
Aller, Felechosa;Asturias;17.3 (14:20);1.1 (07:40);9.2;18 (17:20);10 (10:20);0.0;0.0;0.0;0.0
Mieres, Baiña;Asturias;18.1 (15:40);1.1 (05:50);9.6;13 (01:00);6 (16:10);0.0;0.0;0.0;0.0
Oviedo;Asturias;16.3 (16:30);2.6 (09:00);9.4;15 (10:10);12 (10:00);0.0;0.0;0.0;0.0
Tineo, Soutu;Asturias;15.0 (14:40);4.1 (09:40);9.5;13 (08:00);6 (18:00);0.2;0.0;0.0;0.2
Pola de Somiedo;Asturias;20.0 (15:10);-2.5 (08:40);8.8;20 (15:20);8 (15:20);0.0;0.0;0.0;0.0
Salas, Camuño;Asturias;17.9 (17:10);2.7 (04:50);10.3;9 (13:20);6 (14:30);0.0;0.0;0.0;0.0
Cabo Busto;Asturias;13.4 (14:20);5.1 (06:20);9.2;34 (22:50);28 (22:50);0.0;0.0;0.0;0.0
Cervantes;Lugo;;;;;;;;;
Degaña;Asturias;20.0 (14:00);8.5 (21:50);14.3;39 (02:10);28 (02:00);0.0;0.0;0.0;0.0
Ibias, San Antolin;Asturias;19.4 (17:00);3.3 (02:50);11.3;19 (18:50);16 (19:10);0.0;0.0;0.0;0.0
Villayón, Oneta;Asturias;16.4 (15:20);3.8 (05:50);10.1;20 (09:50);13 (09:50);0.2;0.0;0.0;0.2
Castropol;Asturias;16.1 (17:00);3.5 (06:40);9.8;21 (05:30);11 (05:30);0.0;0.0;0.0;0.0
Taramundi, Ouria;Asturias;16.0 (17:10);3.7 (04:10);9.9;21 (07:00);13 (09:40);0.0;0.0;0.0;0.0
Ribadeo;Lugo;13.9 (16:40);4.5 (05:50);9.2;24 (09:50);17 (09:50);0.0;0.0;0.0;0.0
Mondoñedo;Lugo;16.1 (16:30);0.8 (08:20);8.5;;;0.0;0.0;0.0;0.0
Burela;Lugo;13.8 (23:50);5.8 (08:30);9.8;;;0.0;0.0;0.0;0.0
Estaca de Bares;A Coruña;13.4 (23:10);8.7 (08:40);11.0;52 (00:30);41 (00:30);0.0;0.0;0.0;0.0
Ferrol;A Coruña;20.9 (16:00);5.0 (09:00);12.9;24 (18:10);13 (18:20);0.0;0.0;0.0;0.0
As Pontes;A Coruña;18.1 (15:30);0.5 (09:30);9.3;;;0.0;0.0;0.0;0.0
A Coruña;A Coruña;19.4 (15:50);7.2 (05:00);13.3;23 (06:10);15 (06:10);0.0;0.0;0.0;0.0
A Coruña Bens;A Coruña;18.3 (14:40);6.7 (04:10);12.5;26 (06:00);24 (06:00);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;18.5 (16:20);2.6 (05:30);10.5;22 (09:30);14 (06:10);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;19.7 (15:00);-0.9 (08:30);9.4;;;0.0;0.0;0.0;0.0
Cabo Vilán;A Coruña;18.2 (13:40);8.2 (03:20);13.2;32 (00:10);23 (00:10);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;19.0 (14:50);6.1 (05:30);12.5;;;0.0;0.0;0.0;0.0
Fisterra;A Coruña;18.5 (15:10);11.2 (22:20);14.8;37 (23:50);24 (23:30);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;17.3 (15:50);3.5 (07:30);10.4;;;0.0;0.0;0.0;0.0
Sobrado;A Coruña;22.7 (16:20);-1.8 (06:00);10.5;;;0.0;0.0;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;19.1 (14:30);4.5 (03:00);11.8;26 (19:00);16 (19:10);0.0;0.0;0.0;0.0
Noia;A Coruña;18.0 (12:50);7.7 (04:20);12.8;19 (09:30);8 (05:00);0.0;0.0;0.0;0.0
Monte Iroite;A Coruña;;;;;;0.0;0.0;0.0;0.0
Boiro;A Coruña;16.5 (15:10);4.8 (09:10);10.7;;;0.0;0.0;0.0;0.0
Monterroso;Lugo;19.6 (16:20);3.6 (08:50);11.6;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;20.2 (14:20);5.4 (02:10);12.8;37 (07:50);26 (07:50);0.0;0.0;0.0;0.0
A Estrada;Pontevedra;19.1 (15:00);2.8 (05:50);11.0;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;20.9 (15:30);1.2 (09:20);11.0;32 (05:50);22 (05:50);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;19.9 (14:50);4.6 (07:40);12.2;22 (04:10);10 (17:40);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;19.5 (15:20);5.7 (08:20);12.6;;;0.0;0.0;0.0;0.0
Vilagarcía de Arousa;Pontevedra;18.5 (15:30);5.9 (02:30);12.2;31 (05:10);19 (05:10);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;19.7 (14:10);8.5 (09:00);14.1;29 (18:00);17 (05:30);0.0;0.0;0.0;0.0
A Lama;Pontevedra;19.0 (12:20);4.1 (23:40);11.5;34 (08:50);18 (09:00);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;19.4 (15:10);6.3 (07:40);12.8;35 (17:30);24 (17:30);0.0;0.0;0.0;0.0
Vigo;Pontevedra;19.3 (13:20);10.5 (08:30);14.9;24 (04:40);8 (03:10);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;17.3 (17:40);-1.6 (09:10);7.8;11 (15:10);7 (23:59);0.0;0.0;0.0;0.0
Lugo;Lugo;20.7 (18:00);0.4 (09:30);10.6;11 (12:10);6 (12:10);0.2;0.0;0.0;0.2
O Páramo;Lugo;17.1 (17:50);0.0 (09:30);8.6;;;0.2;0.0;0.2;0.0
Becerreá;Lugo;17.8 (13:40);4.9 (00:00);11.3;43 (02:10);22 (01:30);0.0;0.0;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;24.2 (15:50);-4.6 (08:20);9.8;13 (19:00);6 (17:30);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;18.2 (15:30);5.6 (00:10);11.9;31 (00:30);21 (00:30);0.0;0.0;0.0;0.0
Ponferrada;León;18.8 (16:50);-1.1 (08:40);8.8;11 (16:10);6 (15:50);0.0;0.0;0.0;0.0
Vega de Espinareda;León;21.8 (16:30);0.7 (07:50);11.2;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;15.5 (16:20);-1.4 (08:50);7.1;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;17.0 (16:50);0.6 (07:30);8.8;39 (20:20);19 (19:40);0.0;0.0;0.0;0.0
Chandrexa de Queixa;Ourense;20.5 (15:20);-0.9 (08:30);9.8;39 (21:00);23 (16:40);0.0;0.0;0.0;0.0
Folgoso do Courel;Lugo;22.3 (16:30);0.5 (08:30);11.4;;;0.0;0.0;0.0;0.0
Monforte de Lemos;Lugo;17.5 (16:50);-1.1 (02:10);8.2;8 (14:50);4 (14:50);0.0;0.0;0.0;0.0
Ourense;Ourense;20.7 (17:10);-0.4 (06:50);10.2;12 (15:10);6 (11:00);0.0;0.0;0.0;0.0
Beariz;Ourense;20.7 (15:50);-2.0 (08:20);9.4;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;22.3 (16:40);0.0 (08:30);11.1;12 (15:50);5 (13:50);0.0;0.0;0.0;0.0
Ribadavia;Ourense;;;;;;0.0;0.0;0.0;0.0
Allariz;Ourense;19.1 (15:20);-0.8 (08:30);9.2;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;19.9 (16:30);7.3 (23:59);13.6;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;22.0 (17:00);1.6 (09:40);11.8;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;20.2 (14:50);5.6 (08:50);12.9;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;17.6 (16:00);-1.8 (08:00);7.9;45 (12:10);30 (12:10);0.0;0.0;0.0;0.0
Muiños;Ourense;;;;;;;;;
Santillana del Mar, Altamira;Cantabria;16.3 (16:00);3.7 (08:00);10.0;26 (17:10);12 (17:10);0.0;0.0;0.0;0.0
Vinuesa, Quintanarejo;Soria;20.9 (15:50);1.8 (05:00);11.3;;;0.0;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;18.1 (14:30);1.7 (23:59);9.9;38 (03:20);27 (03:40);0.0;0.0;0.0;0.0
Soria;Soria;22.2 (15:20);0.3 (08:40);11.3;24 (00:10);11 (16:10);0.0;0.0;0.0;0.0
Lubia;Soria;21.6 (15:50);0.0 (08:20);10.8;27 (00:50);17 (00:30);0.0;0.0;0.0;0.0
Morón de Almazán;Soria;21.5 (16:00);-7.1 (08:10);7.2;25 (01:30);16 (16:20);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;20.0 (15:40);-3.2 (08:10);8.4;27 (00:20);19 (00:20);0.0;0.0;0.0;0.0
Ucero;Soria;22.4 (16:20);-5.3 (08:10);8.5;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;22.7 (16:40);-6.1 (08:20);8.3;17 (04:00);11 (04:00);0.0;0.0;0.0;0.0
Liceras;Soria;20.9 (14:00);1.0 (02:30);10.9;25 (08:00);18 (08:00);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;20.7 (17:10);-3.3 (05:30);8.7;21 (22:40);15 (22:40);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;19.1 (16:50);-5.5 (08:50);6.8;17 (02:00);10 (02:00);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;21.2 (15:20);-5.4 (08:30);7.9;27 (16:40);20 (16:30);0.0;0.0;0.0;0.0
Aldeanueva de Serrezuela;Segovia;19.5 (13:20);3.7 (00:00);11.6;37 (01:50);24 (01:40);0.0;0.0;0.0;0.0
La Pinilla, estación de esquí;Segovia;16.3 (15:50);6.9 (00:00);11.6;88 (00:20);48 (00:20);0.0;0.0;0.0;0.0
Peñafiel;Valladolid;17.3 (16:00);-4.9 (08:50);6.2;;;0.0;0.0;0.0;0.0
Sardón de Duero;Valladolid;19.1 (15:50);-7.2 (08:30);6.0;15 (00:10);8 (18:20);0.0;0.0;0.0;0.0
Pedraza;Segovia;21.0 (14:50);0.8 (00:10);10.9;33 (01:20);22 (01:20);0.0;0.0;0.0;0.0
Cuéllar;Segovia;21.3 (15:30);-7.3 (08:20);7.0;23 (03:00);17 (03:20);0.0;0.0;0.0;0.0
Cervera de Pisuerga;Palencia;20.8 (15:40);2.2 (09:00);11.5;23 (22:10);15 (23:00);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;18.9 (16:50);-6.0 (08:40);6.4;13 (01:50);9 (01:50);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;19.7 (16:20);-1.9 (05:10);8.9;21 (21:10);12 (08:30);0.0;0.0;0.0;0.0
Villadiego;Burgos;19.9 (15:50);-1.0 (08:50);9.4;26 (15:00);20 (14:00);0.0;0.0;0.0;0.0
Pedrosa del Príncipe;Burgos;21.0 (16:20);-5.2 (08:00);7.9;18 (03:10);12 (03:10);0.0;0.0;0.0;0.0
Ólvega;Soria;19.6 (16:40);0.8 (00:20);10.2;31 (14:40);16 (14:40);0.0;0.0;0.0;0.0
Palacios de la Sierra;Burgos;23.3 (16:10);-3.9 (08:20);9.7;40 (03:20);15 (03:40);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;18.2 (16:30);-0.4 (07:40);8.9;28 (15:00);23 (15:00);0.0;0.0;0.0;0.0
Villamayor de los Montes;Burgos;19.9 (16:10);-2.8 (08:30);8.5;15 (01:40);11 (04:00);0.0;0.0;0.0;0.0
Burgos Aeropuerto;Burgos;17.3 (16:00);-3.5 (08:30);6.9;30 (12:50);24 (12:50);0.0;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;21.1 (13:30);5.9 (02:40);13.5;33 (00:20);21 (02:40);0.0;0.0;0.0;0.0
Carrión de los Condes;Palencia;19.4 (15:50);-4.6 (08:20);7.4;21 (13:20);10 (04:10);0.0;0.0;0.0;0.0
Autilla del Pino;Palencia;17.2 (15:50);-3.2 (07:00);7.0;29 (02:30);25 (02:00);0.0;0.0;0.0;0.0
Palencia;Palencia;17.3 (16:30);-5.7 (08:00);5.8;13 (01:50);8 (01:50);0.0;0.0;0.0;0.0
Valladolid;Valladolid;16.9 (16:20);-1.7 (08:40);7.6;13 (05:50);6 (19:30);0.0;0.0;0.0;0.0
Muñotello;Ávila;20.8 (16:30);0.3 (04:10);10.5;22 (17:30);14 (16:50);0.0;0.0;0.0;0.0
Ávila;Ávila;20.5 (16:20);-1.8 (05:00);9.4;24 (14:40);13 (14:50);0.0;0.0;0.0;0.0
Arevalo;Ávila;15.4 (17:30);-5.0 (08:40);5.2;14 (01:30);9 (14:40);0.0;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;16.8 (13:30);8.2 (00:00);12.5;75 (00:50);36 (00:40);0.0;0.0;0.0;0.0
Segovia;Segovia;17.2 (16:00);-0.6 (02:10);8.3;22 (01:10);16 (01:10);0.0;0.0;0.0;0.0
San Rafael;Segovia;20.2 (15:20);-1.4 (00:30);9.4;;;0.0;0.0;0.0;0.0
Miguelañez;Segovia;;;;19 (21:30);15 (21:30);0.0;0.0;0.0;0.0
La Covatilla, estación de esquí;Salamanca;15.7 (12:10);6.8 (23:10);11.3;81 (00:30);54 (00:40);0.0;0.0;0.0;0.0
Olmedo, Depósito de Agua;Valladolid;15.4 (17:20);-4.8 (09:00);5.3;16 (22:40);13 (22:30);0.0;0.0;0.0;0.0
Rueda;Valladolid;14.8 (17:10);-4.5 (08:50);5.2;;;0.0;0.0;0.0;0.0
Rivilla de Barajas;Ávila;16.2 (15:50);-2.2 (08:40);7.0;21 (22:50);16 (22:40);0.0;0.0;0.0;0.0
Fuente el Sol;Valladolid;17.9 (16:40);-5.8 (08:40);6.0;13 (02:40);12 (19:50);0.0;0.0;0.0;0.0
Morales del Toro;Zamora;18.5 (16:50);-4.1 (08:00);7.2;30 (01:00);17 (01:00);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;14.6 (15:40);-3.8 (08:40);5.4;21 (00:20);16 (02:00);0.0;0.0;0.0;0.0
Coreses;Zamora;16.5 (17:30);-1.7 (08:40);7.4;30 (02:20);21 (02:20);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;18.8 (16:20);0.0 (00:10);9.4;22 (08:20);16 (08:10);0.0;0.0;0.0;0.0
Villalón de Campos;Valladolid;19.5 (17:50);-2.9 (05:00);8.3;22 (01:10);11 (00:10);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;17.6 (16:50);-5.6 (09:00);6.0;14 (00:20);9 (00:20);0.0;0.0;0.0;0.0
Villafáfila;Zamora;17.3 (16:50);-3.9 (08:40);6.7;22 (00:10);19 (00:10);0.0;0.0;0.0;0.0
Zamora;Zamora;15.6 (16:30);-1.9 (09:00);6.9;15 (00:10);8 (00:10);0.0;0.0;0.0;0.0
Riaño;León;17.5 (17:30);-3.4 (09:00);7.0;21 (17:10);14 (17:10);0.0;0.0;0.0;0.0
Cubillas de Rueda;León;18.4 (15:00);-3.3 (09:00);7.5;15 (15:40);9 (02:30);0.0;0.0;0.0;0.0
