Estación;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm)
Vilassar de Dalt;Barcelona;13.3 (12:00);9.1 (23:59);11.2;36 (11:10);21 (11:20);0.0;0.0;0.0;0.0
Arenys de Mar;Barcelona;15.5 (12:10);7.5 (23:50);11.5;35 (08:00);14 (07:40);0.0;0.0;0.0;0.0
Fogars de Montclús;Barcelona;11.7 (14:10);3.2 (23:59);7.4;;;0.0;0.0;0.0;0.0
Blanes;Girona;14.7 (15:10);6.9 (07:50);10.8;36 (05:30);20 (10:40);0.0;0.0;0.0;0.0
Castell, Platja d'Aro;Girona;13.7 (13:10);6.1 (21:10);9.9;37 (07:50);21 (07:40);0.0;0.0;0.0;0.0
Sant Pau de Segúries;Girona;9.8 (13:40);-0.6 (01:40);4.6;31 (23:30);13 (23:30);0.0;0.0;0.0;0.0
Planoles;Girona;11.9 (14:20);-2.3 (07:40);4.8;27 (14:50);17 (15:00);0.0;0.0;0.0;0.0
Ripoll;Girona;12.8 (15:10);1.3 (01:00);7.1;;;0.0;0.0;0.0;0.0
Tona;Barcelona;11.1 (14:30);4.7 (00:00);7.9;33 (16:10);16 (15:40);0.0;0.0;0.0;0.0
Sant Julià  de Vilatorta;Barcelona;12.9 (14:40);2.3 (00:30);7.6;32 (16:10);16 (16:10);0.0;0.0;0.0;0.0
Les Planes d'Hostoles;Girona;14.2 (15:20);-1.1 (03:00);6.5;19 (16:00);7 (15:30);0.0;0.0;0.0;0.0
Sant Hilari;Girona;11.0 (14:40);0.9 (00:00);5.9;35 (16:30);20 (16:40);0.0;0.0;0.0;0.0
Girona Aeropuerto;Girona;15.4 (14:50);0.6 (02:50);8.0;39 (15:50);30 (17:40);0.0;0.0;0.0;0.0
Girona;Girona;16.7 (15:20);2.1 (04:20);9.4;31 (16:40);15 (16:40);0.0;0.0;0.0;0.0
Porqueres;Girona;14.8 (15:10);-0.6 (04:50);7.1;51 (23:50);21 (20:00);0.0;0.0;0.0;0.0
L'Estartit;Girona;12.4 (16:40);8.3 (02:50);10.3;33 (00:10);18 (00:20);0.0;0.0;0.0;0.0
La Vall de Bianya;Girona;14.0 (15:20);0.4 (02:30);7.2;26 (13:00);14 (13:10);0.0;0.0;0.0;0.0
Castelló d'Empúries;Girona;14.1 (14:50);3.5 (08:00);8.8;34 (03:50);19 (04:00);0.0;0.0;0.0;0.0
Maçanet de Cabrenys;Girona;13.1 (14:40);0.9 (23:20);7.0;61 (03:10);19 (03:40);0.0;0.0;0.0;0.0
Espolla;Girona;13.8 (15:00);2.4 (08:00);8.1;44 (01:30);19 (01:30);0.0;0.0;0.0;0.0
Figueres;Girona;14.1 (14:10);6.8 (08:00);10.5;43 (01:40);19 (01:10);0.0;0.0;0.0;0.0
Cabo de Creus;Girona;13.4 (15:20);9.4 (03:40);11.4;;64 (00:30);0.0;0.0;0.0;0.0
Baztan, Irurita;Navarra;17.8 (15:20);-2.8 (08:10);7.5;40 (13:20);21 (13:50);0.0;0.0;0.0;0.0
Bera;Navarra;18.8 (16:10);-1.9 (07:30);8.4;30 (23:50);14 (15:30);0.0;0.0;0.0;0.0
Irún;Gipuzkoa;17.7 (16:30);3.4 (07:40);10.6;36 (01:10);17 (19:00);0.0;0.0;0.0;0.0
San Sebastián Aeropuerto;Gipuzkoa;19.4 (17:10);1.7 (07:40);10.5;28 (15:10);19 (17:10);0.0;0.0;0.0;0.0
Renteria;Gipuzkoa;18.6 (15:10);-0.9 (07:10);8.9;46 (17:50);23 (15:30);0.0;0.0;0.0;0.0
Segura - Lastala;Gipuzkoa;16.5 (15:00);-2.1 (08:20);7.2;40 (17:20);25 (17:20);0.0;0.0;0.0;0.0
Beasain;Gipuzkoa;16.9 (15:00);-1.9 (08:00);7.5;38 (12:40);21 (12:40);0.0;0.0;0.0;0.0
Ordizia;Gipuzkoa;16.6 (14:50);-1.3 (07:30);7.7;33 (15:30);22 (14:10);0.0;0.0;0.0;0.0
Areso;Navarra;14.1 (15:50);-0.6 (07:10);6.8;57 (22:00);38 (22:00);0.0;0.0;0.0;0.0
Legazpia;Gipuzkoa;14.7 (15:20);-2.1 (07:50);6.3;;;0.0;0.0;0.0;0.0
Zumarraga;Gipuzkoa;13.3 (13:50);-1.7 (08:10);5.8;32 (14:30);14 (12:50);0.0;0.0;0.0;0.0
Azpeitia;Gipuzkoa;17.6 (15:50);-0.2 (08:10);8.7;28 (15:30);10 (14:30);0.0;0.0;0.0;0.0
Zumaia;Gipuzkoa;19.6 (16:10);2.0 (07:10);10.8;46 (21:10);28 (21:20);0.0;0.0;0.0;0.0
Aramaio;Araba/Álava;13.6 (14:20);0.1 (05:00);6.9;;;0.0;0.0;0.0;0.0
Aretxabaleta;Gipuzkoa;16.4 (15:10);-2.3 (07:50);7.0;;;0.0;0.0;0.0;0.0
Elgeta;Gipuzkoa;15.4 (16:20);0.4 (07:30);7.9;32 (13:50);11 (14:20);0.0;0.0;0.0;0.0
Elgoibar;Gipuzkoa;17.4 (15:50);-0.4 (07:30);8.5;29 (14:50);16 (15:00);0.0;0.0;0.0;0.0
Mutriku;Gipuzkoa;15.3 (18:10);4.9 (04:50);10.1;36 (01:20);20 (01:20);0.0;0.0;0.0;0.0
Forua;Bizkaia;15.2 (14:00);0.2 (07:00);7.7;23 (15:30);13 (15:50);0.0;0.0;0.0;0.0
Machichaco;Bizkaia;14.7 (20:10);6.3 (07:40);10.5;66 (01:20);55 (01:20);0.0;0.0;0.0;0.0
Punta Galea;Bizkaia;19.2 (15:50);1.6 (08:10);10.4;35 (14:50);13 (11:40);0.0;0.0;0.0;0.0
Amurrio;Araba/Álava;16.0 (16:00);-2.0 (07:20);7.0;31 (15:20);18 (15:20);0.0;0.0;0.0;0.0
Orozko;Bizkaia;18.0 (16:50);-1.3 (07:10);8.4;27 (16:30);14 (16:30);0.0;0.0;0.0;0.0
Abadiño;Bizkaia;13.6 (15:30);-1.5 (06:10);6.1;;;0.0;0.0;0.0;0.0
Amorebieta--Etxano;Bizkaia;18.8 (15:10);-0.8 (07:00);9.0;30 (13:10);18 (17:40);0.0;0.0;0.0;0.0
Balmaseda;Bizkaia;18.0 (15:50);-1.5 (07:20);8.3;;;0.0;0.0;0.0;0.0
Güeñes;Bizkaia;17.1 (15:30);-1.2 (07:10);8.0;27 (19:10);19 (19:10);0.0;0.0;0.0;0.0
Bilbao Aeropuerto;Bizkaia;19.4 (15:50);0.0 (06:00);9.7;33 (16:20);20 (16:20);0.0;0.0;0.0;0.0
Sopuerta;Bizkaia;19.0 (16:00);-0.2 (07:50);9.4;34 (12:00);16 (12:10);0.0;0.0;0.0;0.0
Castro Urdiales;Cantabria;17.4 (16:10);5.0 (07:00);11.2;38 (11:10);24 (11:10);0.0;0.0;0.0;0.0
Ramales de la Victoria;Cantabria;18.9 (15:30);-0.6 (08:20);9.1;29 (14:10);14 (14:00);0.0;0.0;0.0;0.0
Barcena de Cicero, Treto;Cantabria;18.1 (15:30);1.8 (06:50);10.0;31 (14:50);20 (14:50);0.0;0.0;0.0;0.0
Soba, Alto Miera;Cantabria;14.3 (15:50);0.6 (06:20);7.5;51 (13:00);26 (00:40);0.0;0.0;0.0;0.0
Santander Aeropuerto;Cantabria;19.5 (16:20);1.5 (08:00);10.5;33 (13:10);22 (16:30);0.0;0.0;0.0;0.0
Santander;Cantabria;15.2 (16:30);6.4 (07:50);10.8;43 (06:40);28 (13:20);0.0;0.0;0.0;0.0
Villacarriedo;Cantabria;17.7 (14:50);-2.6 (07:30);7.6;48 (12:30);31 (12:20);0.0;0.0;0.0;0.0
Los Tojos, Bárcena Mayor;Cantabria;17.2 (14:20);-2.2 (02:40);7.5;44 (11:50);23 (10:00);0.2;0.0;0.0;0.0
San Felices de Buelna;Cantabria;18.3 (14:00);-1.2 (06:00);8.5;49 (12:20);25 (13:00);0.2;0.0;0.0;0.0
Torrelavega, Sierrapando;Cantabria;18.9 (14:50);1.5 (06:30);10.2;48 (10:10);33 (11:40);0.4;0.0;0.0;0.2
San Vicente de la Barquera;Cantabria;13.2 (14:50);2.9 (09:20);8.0;31 (15:10);20 (15:10);0.5;0.0;0.0;0.1
Camaleño, Fuente De;Cantabria;11.3 (14:50);-1.2 (00:00);5.1;24 (23:30);10 (22:40);0.2;0.0;0.0;0.0
Cillórigo de Liébana, Tama;Cantabria;17.0 (15:20);-2.8 (08:10);7.1;29 (15:20);14 (15:50);0.0;0.0;0.0;0.0
Tresviso;Cantabria;12.3 (15:20);1.3 (00:20);6.8;32 (11:50);17 (09:00);0.0;0.0;0.0;0.0
Posada de Valdeón, Soto;León;12.4 (13:40);-2.9 (02:20);4.7;;;0.4;0.0;0.0;0.0
Cabrales;Asturias;15.7 (14:30);0.8 (04:40);8.2;25 (00:10);19 (16:40);0.0;0.0;0.0;0.0
Llanes;Asturias;13.2 (15:50);5.5 (09:20);9.3;46 (00:50);30 (01:50);0.0;0.0;0.0;0.0
Amieva, Panizales;Asturias;17.8 (13:50);-0.6 (08:00);8.6;49 (13:00);28 (13:00);0.0;0.0;0.0;0.0
Piloña, Bargaéu;Asturias;14.5 (17:40);-0.5 (07:20);7.0;18 (00:40);10 (00:30);0.0;0.0;0.0;0.0
Colunga;Asturias;12.4 (14:20);4.8 (09:10);8.6;38 (01:10);24 (01:10);0.0;0.0;0.0;0.0
Gijón, Campus;Asturias;15.1 (16:30);-0.4 (07:50);7.4;33 (01:20);14 (01:20);0.0;0.0;0.0;0.0
Cabo Peñas;Asturias;13.6 (15:40);7.5 (07:50);10.6;63 (04:50);43 (04:40);0.0;0.0;0.0;0.0
Asturias Aeropuerto;Asturias;13.5 (16:30);2.4 (05:40);8.0;35 (00:10);23 (00:10);0.0;0.0;0.0;0.0
Pajares-Valgrande;Asturias;5.0 (14:30);0.4 (07:50);2.7;54 (09:30);37 (09:40);0.0;0.0;0.0;0.0
Lena, Ronzón;Asturias;16.8 (14:30);-0.8 (08:10);8.0;42 (12:10);24 (12:10);0.0;0.0;0.0;0.0
Aller, Felechosa;Asturias;14.3 (13:30);-0.6 (05:00);6.9;35 (11:10);14 (11:10);0.0;0.0;0.0;0.0
Mieres, Baiña;Asturias;17.1 (17:10);1.4 (08:20);9.3;26 (18:00);9 (14:10);0.0;0.0;0.0;0.0
Oviedo;Asturias;15.6 (17:00);1.8 (09:10);8.7;22 (19:00);10 (01:00);0.0;0.0;0.0;0.0
Tineo, Soutu;Asturias;18.6 (16:20);4.0 (08:20);11.3;19 (16:10);10 (18:50);0.0;0.0;0.0;0.0
Pola de Somiedo;Asturias;15.1 (12:50);-2.5 (08:00);6.3;31 (12:10);13 (12:00);0.0;0.0;0.0;0.0
Salas, Camuño;Asturias;17.8 (16:30);0.0 (08:00);8.9;19 (18:10);12 (17:20);0.0;0.0;0.0;0.0
Cabo Busto;Asturias;12.9 (16:20);4.2 (08:20);8.5;38 (00:40);21 (01:30);0.0;0.0;0.0;0.0
Cervantes;Lugo;9.8 (12:40);3.3 (07:30);6.6;50 (03:20);31 (03:10);0.0;0.0;0.0;0.0
Degaña;Asturias;10.4 (12:50);3.0 (09:20);6.7;36 (10:40);22 (03:20);0.0;0.0;0.0;0.0
Ibias, San Antolin;Asturias;13.9 (13:30);1.9 (07:00);7.9;36 (23:59);27 (23:20);0.0;0.0;0.0;0.0
Villayón, Oneta;Asturias;16.0 (15:40);2.4 (07:10);9.2;33 (00:40);19 (01:00);0.0;0.0;0.0;0.0
Castropol;Asturias;16.8 (13:40);1.9 (08:20);9.3;21 (05:20);10 (05:20);0.0;0.0;0.0;0.0
Taramundi, Ouria;Asturias;17.5 (15:30);1.4 (09:00);9.4;35 (14:30);20 (14:10);0.2;0.0;0.2;0.0
Ribadeo;Lugo;13.6 (15:30);2.9 (08:00);8.3;28 (09:20);18 (09:50);0.0;0.0;0.0;0.0
Mondoñedo;Lugo;18.1 (16:50);-0.5 (09:10);8.8;;;0.0;0.0;0.0;0.0
Burela;Lugo;14.9 (16:10);4.3 (08:20);9.6;;;0.0;0.0;0.0;0.0
Estaca de Bares;A Coruña;13.8 (15:20);7.0 (08:50);10.4;77 (00:40);60 (01:00);0.0;0.0;0.0;0.0
Ferrol;A Coruña;16.7 (14:00);4.9 (07:40);10.8;26 (19:10);15 (19:20);0.0;0.0;0.0;0.0
As Pontes;A Coruña;16.9 (15:00);0.4 (06:40);8.6;;;0.0;0.0;0.0;0.0
A Coruña;A Coruña;17.0 (14:20);5.9 (07:20);11.5;28 (21:00);17 (16:00);0.0;0.0;0.0;0.0
A Coruña Bens;A Coruña;16.2 (17:10);4.8 (07:10);10.5;22 (03:40);20 (03:40);0.0;0.0;0.0;0.0
A Coruña Aeropuerto;A Coruña;16.2 (14:00);1.2 (08:00);8.7;35 (12:10);22 (12:10);0.0;0.0;0.0;0.0
Carballo, Depuradora;A Coruña;18.6 (13:40);-0.5 (08:30);9.1;;;0.0;0.0;0.0;0.0
Cabo Vilán;A Coruña;16.3 (13:20);7.5 (00:40);11.9;39 (17:10);30 (17:00);0.0;0.0;0.0;0.0
Vimianzo;A Coruña;15.2 (14:50);4.2 (08:10);9.7;;;0.0;0.0;0.0;0.0
Fisterra;A Coruña;16.1 (15:50);9.9 (23:00);13.0;29 (23:30);24 (23:30);0.0;0.0;0.0;0.0
Mazaricos;A Coruña;15.2 (14:50);1.5 (08:20);8.3;;;0.0;0.0;0.0;0.0
Sobrado;A Coruña;16.7 (16:50);-1.9 (05:10);7.4;;;0.0;0.0;0.0;0.0
Santiago de Compostela Aeropuerto;A Coruña;15.7 (15:30);2.0 (03:20);8.8;30 (15:50);17 (15:50);0.0;0.0;0.0;0.0
Noia;A Coruña;15.5 (13:20);5.4 (08:30);10.5;17 (17:10);7 (02:00);0.0;0.0;0.0;0.0
Monte Iroite;A Coruña;;;;;;0.0;0.0;0.0;0.0
Boiro;A Coruña;16.5 (11:40);2.0 (08:20);9.3;;;0.0;0.0;0.0;0.0
Monterroso;Lugo;13.9 (16:50);3.3 (05:00);8.6;;;0.0;0.0;0.0;0.0
Silleda;Pontevedra;16.7 (15:00);3.3 (05:50);10.0;40 (10:50);23 (12:20);0.0;0.0;0.0;0.0
A Estrada;Pontevedra;16.4 (15:30);1.3 (08:10);8.8;;;0.0;0.0;0.0;0.0
Padrón;A Coruña;17.5 (15:40);0.8 (07:50);9.2;23 (08:40);18 (08:20);0.0;0.0;0.0;0.0
Santiago de Compostela;A Coruña;16.8 (16:10);3.7 (08:20);10.2;24 (14:20);10 (17:50);0.0;0.0;0.0;0.0
Rois, Casas do Porto;A Coruña;15.9 (15:20);4.3 (08:20);10.1;;;0.0;0.0;0.0;0.0
Vilagarcía de Arousa;Pontevedra;16.3 (14:40);3.9 (07:40);10.1;26 (17:50);15 (14:50);0.0;0.0;0.0;0.0
Pontevedra;Pontevedra;17.2 (15:40);6.2 (07:10);11.7;25 (17:40);15 (02:40);0.0;0.0;0.0;0.0
A Lama;Pontevedra;15.4 (12:40);4.7 (02:30);10.0;32 (11:50);19 (03:20);0.0;0.0;0.0;0.0
Vigo Aeropuerto;Pontevedra;16.9 (14:10);5.4 (08:00);11.1;30 (09:30);21 (10:40);0.0;0.0;0.0;0.0
Vigo;Pontevedra;17.0 (11:50);9.2 (04:40);13.1;27 (17:30);10 (17:30);0.0;0.0;0.0;0.0
Lugo Aeropuerto;Lugo;16.7 (16:10);-1.8 (04:40);7.5;26 (16:40);14 (16:40);0.0;0.0;0.0;0.0
Lugo;Lugo;17.9 (16:40);0.2 (09:40);9.0;22 (17:10);10 (18:20);0.0;0.0;0.0;0.0
O Páramo;Lugo;16.4 (14:40);-0.3 (08:30);8.0;;;0.2;0.0;0.2;0.0
Becerreá;Lugo;11.4 (13:50);2.9 (00:00);7.1;40 (11:50);23 (06:00);0.0;0.0;0.0;0.0
O Saviñao;Lugo;;;;;;;;;
Villablino;León;12.0 (16:30);-5.4 (08:00);3.3;29 (14:50);15 (12:50);0.0;0.0;0.0;0.0
Puerto de Leitariegos;Asturias;7.6 (14:00);-0.7 (08:30);3.4;46 (13:00);34 (13:00);0.0;0.0;0.0;0.0
Ponferrada;León;14.1 (16:20);0.7 (07:20);7.4;27 (03:50);15 (00:10);0.0;0.0;0.0;0.0
Vega de Espinareda;León;13.3 (16:00);-2.9 (06:50);5.2;;;0.0;0.0;0.0;0.0
O Barco de Valdeorras;Ourense;13.6 (16:40);2.7 (08:10);8.2;;;0.0;0.0;0.0;0.0
A Pobra de Trives;Ourense;11.2 (13:40);0.7 (08:00);5.9;19 (13:40);11 (13:40);0.0;0.0;0.0;0.0
Chandrexa de Queixa;Ourense;11.9 (13:40);-2.3 (08:00);4.8;50 (14:10);33 (14:10);0.0;0.0;0.0;0.0
Folgoso do Courel;Lugo;15.5 (14:30);1.4 (06:00);8.4;;;0.0;0.0;0.0;0.0
Monforte de Lemos;Lugo;13.4 (15:10);-3.2 (07:30);5.1;9 (12:30);4 (12:30);0.0;0.0;0.0;0.0
Ourense;Ourense;17.1 (15:40);-0.7 (08:50);8.2;21 (15:00);9 (15:00);0.0;0.0;0.0;0.0
Beariz;Ourense;14.6 (15:20);-3.7 (08:00);5.5;;;0.0;0.0;0.0;0.0
O Carballiño;Ourense;15.1 (15:40);-0.8 (09:00);7.2;15 (12:20);6 (14:20);0.0;0.0;0.0;0.0
Ribadavia;Ourense;15.3 (16:30);-0.5 (08:30);7.4;13 (12:20);6 (12:20);0.0;0.0;0.0;0.0
Allariz;Ourense;13.3 (14:40);-0.8 (08:30);6.3;;;0.0;0.0;0.0;0.0
A Cañiza;Pontevedra;14.6 (13:30);4.6 (08:20);9.6;;;0.0;0.0;0.0;0.0
Ponteareas, Canedo;Pontevedra;18.7 (14:40);0.9 (08:10);9.8;;;0.0;0.0;0.0;0.0
O Rosal;Pontevedra;17.6 (16:40);4.4 (08:30);11.0;;;0.0;0.0;0.0;0.0
Xinzo de Limia;Ourense;12.4 (15:00);-2.9 (09:00);4.7;33 (13:50);19 (15:30);0.0;0.0;0.0;0.0
Santillana del Mar, Altamira;Cantabria;17.7 (13:20);2.7 (03:20);10.2;39 (13:30);27 (13:40);0.8;0.0;0.0;0.0
Vinuesa, Quintanarejo;Soria;7.6 (12:50);-4.0 (06:00);1.8;;;0.0;0.0;0.0;0.0
La Póveda de Soria, Barriomartín;Soria;8.2 (13:00);-3.3 (06:10);2.4;30 (14:40);18 (13:10);0.0;0.0;0.0;0.0
Soria;Soria;10.9 (12:30);-1.7 (05:10);4.6;26 (12:40);15 (12:50);0.2;0.0;0.0;0.0
Lubia;Soria;9.6 (11:30);-3.2 (05:10);3.2;26 (11:30);18 (12:00);0.2;0.0;0.0;0.0
Morón de Almazán;Soria;10.5 (16:20);-3.7 (06:40);3.4;32 (17:40);19 (17:40);0.0;0.0;0.0;0.0
La Riba de Escalote;Soria;9.2 (15:00);-2.6 (04:50);3.3;49 (16:00);35 (16:10);0.2;0.0;0.2;0.0
Ucero;Soria;9.0 (17:50);-3.2 (05:30);2.9;;;0.0;0.0;0.0;0.0
Burgo de Osma;Soria;9.5 (12:40);-1.8 (05:10);3.9;38 (14:40);25 (14:20);0.0;0.0;0.0;0.0
Liceras;Soria;8.5 (13:50);-0.4 (01:10);4.0;55 (13:30);31 (13:20);0.0;0.0;0.0;0.0
Coruña del Conde;Burgos;11.5 (15:50);0.4 (02:30);6.0;42 (16:00);28 (16:00);0.0;0.0;0.0;0.0
Aranda de Duero;Burgos;13.4 (17:00);2.1 (07:40);7.7;37 (09:20);21 (09:50);0.0;0.0;0.0;0.0
Fresno de Cantespino;Segovia;11.8 (15:40);-1.0 (03:30);5.4;42 (11:20);27 (11:30);0.2;0.0;0.2;0.0
Aldeanueva de Serrezuela;Segovia;10.1 (16:20);3.6 (00:50);6.9;51 (12:50);36 (12:50);1.0;0.0;0.2;0.8
La Pinilla, estación de esquí;Segovia;2.0 (00:00);-0.5 (11:40);0.8;103 (13:10);51 (17:20);4.2;0.0;2.0;1.8
Peñafiel;Valladolid;14.1 (15:50);2.7 (05:30);8.4;;;0.6;0.0;0.0;0.0
Sardón de Duero;Valladolid;13.8 (15:00);-1.2 (03:30);6.3;26 (12:40);19 (17:10);4.4;0.0;0.0;0.0
Pedraza;Segovia;9.4 (16:00);5.0 (01:00);7.2;58 (14:10);38 (14:10);0.0;0.0;0.0;0.0
Cuéllar;Segovia;14.7 (14:50);1.1 (03:20);7.9;26 (01:20);20 (01:30);0.6;0.0;0.0;0.4
Cervera de Pisuerga;Palencia;13.1 (13:20);-4.8 (05:10);4.2;40 (14:30);17 (14:30);0.0;0.0;0.0;0.0
Aguilar de Campoo;Palencia;11.6 (13:50);-6.5 (08:00);2.6;30 (13:50);17 (14:40);0.0;0.0;0.0;0.0
Villaeles de Valdavia;Palencia;11.2 (14:10);-3.9 (08:00);3.6;41 (00:40);25 (00:40);0.2;0.0;0.0;0.0
Villadiego;Burgos;13.0 (13:00);-2.1 (08:00);5.5;44 (14:20);32 (14:20);0.2;0.0;0.0;0.2
Pedrosa del Príncipe;Burgos;12.1 (13:00);-2.9 (06:30);4.6;33 (13:40);18 (00:10);0.0;0.0;0.0;0.0
Ólvega;Soria;12.0 (13:50);-2.4 (04:20);4.8;36 (13:00);21 (20:40);0.2;0.0;0.0;0.0
Palacios de la Sierra;Burgos;9.6 (12:10);-2.5 (05:30);3.6;36 (10:10);23 (10:10);0.0;0.0;0.0;0.0
Monterrubio de la Demanda;Burgos;8.1 (15:00);-3.8 (07:00);2.2;39 (10:40);23 (10:50);0.0;0.0;0.0;0.0
Villamayor de los Montes;Burgos;11.1 (11:30);-2.4 (07:10);4.4;46 (13:10);27 (13:10);0.6;0.0;0.0;0.2
Burgos Aeropuerto;Burgos;11.8 (12:10);-2.9 (08:00);4.5;41 (12:20);27 (13:50);0.0;0.0;0.0;0.0
Velilla del Río Carrión, Camporredondo de Alba;Palencia;9.8 (13:20);-1.4 (03:10);4.2;36 (02:50);22 (02:50);0.4;0.0;0.0;0.0
Carrión de los Condes;Palencia;12.0 (14:20);-1.9 (04:30);5.1;30 (01:30);16 (01:20);0.0;0.0;0.0;0.0
Autilla del Pino;Palencia;11.9 (15:00);-2.4 (05:30);4.7;31 (01:30);25 (01:30);0.0;0.0;0.0;0.0
Palencia;Palencia;13.2 (14:40);-2.7 (06:40);5.2;25 (15:00);15 (13:50);0.0;0.0;0.0;0.0
Valladolid;Valladolid;12.4 (14:20);0.1 (06:30);6.2;23 (18:30);11 (20:40);0.8;0.0;0.0;0.0
Muñotello;Ávila;8.5 (12:00);4.6 (09:20);6.5;44 (01:40);32 (02:00);0.0;0.0;0.0;0.0
Ávila;Ávila;6.6 (18:20);4.2 (09:50);5.4;44 (09:20);22 (10:10);0.2;0.0;0.2;0.0
Arevalo;Ávila;11.8 (13:50);0.3 (01:20);6.1;47 (15:10);33 (15:10);1.2;0.0;0.0;0.0
Puerto de Navacerrada;Madrid;0.6 (20:30);-0.9 (09:50);-0.1;63 (13:40);37 (10:20);11.8;0.6;6.8;3.0
Segovia;Segovia;10.1 (15:40);4.5 (01:20);7.3;51 (12:30);33 (12:00);2.2;0.0;0.6;0.2
San Rafael;Segovia;5.2 (00:00);3.0 (10:10);4.1;;;8.6;0.2;5.6;1.4
Miguelañez;Segovia;12.3 (14:20);0.4 (02:20);6.4;53 (19:00);37 (19:20);0.4;0.0;0.2;0.2
La Covatilla, estación de esquí;Salamanca;3.8 (13:10);-0.3 (04:40);1.7;50 (00:30);36 (00:10);1.8;0.0;0.2;0.0
Olmedo, Depósito de Agua;Valladolid;14.2 (15:20);0.7 (02:10);7.4;48 (15:00);34 (15:20);1.0;0.0;0.0;0.0
Rueda;Valladolid;13.5 (15:30);0.6 (03:40);7.1;;;0.8;0.0;0.0;0.0
Rivilla de Barajas;Ávila;10.7 (14:30);1.6 (04:50);6.1;46 (09:50);28 (10:20);0.8;0.0;0.8;0.0
Fuente el Sol;Valladolid;13.3 (14:30);-0.8 (02:40);6.3;57 (15:40);38 (15:50);1.4;0.0;0.0;0.4
Morales del Toro;Zamora;12.9 (15:30);-0.7 (04:40);6.1;32 (00:20);25 (00:20);0.0;0.0;0.0;0.0
Fuentesauco;Zamora;12.8 (15:50);0.1 (05:20);6.5;39 (12:20);27 (12:20);0.0;0.0;0.0;0.0
Coreses;Zamora;11.4 (16:50);-1.2 (03:40);5.1;30 (09:40);22 (09:40);0.0;0.0;0.0;0.0
Santervás de la Vega, Villapún;Palencia;9.3 (16:10);-3.6 (05:40);2.9;38 (00:10);26 (00:10);1.4;0.0;0.0;0.0
Villalón de Campos;Valladolid;13.4 (14:40);-1.1 (07:00);6.1;31 (03:20);17 (04:20);0.0;0.0;0.0;0.0
Medina de Rioseco;Valladolid;13.2 (13:40);-1.5 (05:50);5.8;32 (00:10);16 (05:40);0.2;0.0;0.0;0.0
Villafáfila;Zamora;11.5 (16:00);-2.6 (05:40);4.5;37 (01:50);23 (00:30);0.0;0.0;0.0;0.0
